Zeng_cluster,Macosko_cluster,p_value,Macokso_marker_size,Zeng_marker_size
747,Inh_Gata3_Pdlim3_2,1.6011123267262136e-07,4.0,4.0
3991,Inh_Gata3_Pdlim3_3,8.00606510234552e-08,4.0,3.0
5043,Inh_Gata3_Qrfpr_1,2.668352727575654e-07,4.0,5.0
1215,Inh_Gata3_Qrfprl_1,2.668352727575654e-07,4.0,5.0
3480,Inh_Gata3_Qrfprl_1,1.6011123267262136e-07,4.0,4.0
3229,Inh_Gata3_Qrfprl_3,6.29269105954576e-11,5.0,5.0
3231,Inh_Gata3_Qrfprl_3,1.3343022265138534e-07,5.0,3.0
3239,Inh_Gata3_Sall1_1,8.00606510234552e-08,4.0,3.0
3248,Inh_Gata3_Sall1_1,8.00606510234552e-08,4.0,3.0
4013,Inh_Gata3_Sall1_1,1.6011123267262136e-07,4.0,4.0
959,Inh_Gata3_Sox14_1,9.336591803261916e-07,5.0,7.0
3188,Inh_Gata3_Sox14_2,8.00606510234552e-08,4.0,3.0
1858,Inh_Gata3_Tecrl_2,1.6011123267262136e-07,4.0,4.0
1850,Inh_Gata3_Tll2_1,8.00606510234552e-08,3.0,4.0
4188,Inh_Gata3_Tnc_1,8.00606510234552e-08,4.0,3.0
3174,Inh_Gata3_Tnc_2,2.668352727575654e-07,4.0,5.0
4188,Inh_Gata3_Tnc_2,8.00606510234552e-08,4.0,3.0
1192,Inh_Gata3_Tnni3_2,4.003158422803956e-08,3.0,3.0
3226,Inh_Gata3_Tnnt1_1,4.003158422803956e-08,3.0,3.0
3196,Inh_Gata3_Tnnt1_2,4.003158422803956e-08,3.0,3.0
3205,Inh_Gata3_Tnnt1_2,4.003158422803956e-08,3.0,3.0
3206,Inh_Gata3_Tnnt1_4,8.00606510234552e-08,4.0,3.0
488,Inh_Gata3_Tnnt1_4,2.668352727575654e-07,4.0,5.0
3394,Inh_Gata3_Trh,8.00606510234552e-08,4.0,3.0
1588,Inh_Gbx1_Atp8b1_6,1.3344280981450513e-08,3.0,2.0
743,Inh_Gbx1_Htr1a_1,1.3343022265138534e-07,5.0,3.0
1655,Inh_Gbx1_Htr1a_2,2.6688561962901027e-08,4.0,2.0
821,Inh_Gbx1_Htr1a_2,1.6011123267262136e-07,4.0,4.0
1588,Inh_Gbx1_Htr1a_5,1.3344280981450513e-08,3.0,2.0
820,Inh_Gbx1_Htr1a_9,8.00606510234552e-08,4.0,3.0
3387,Inh_Hmcn1_Sycp2l_1,4.002277374816599e-07,6.0,4.0
3532,Inh_Hmcn1_Sycp2l_1,2.0013904039551817e-07,6.0,3.0
4490,Inh_Hmcn1_Sycp2l_1,4.002277374816599e-07,6.0,4.0
4662,Inh_Hmcn1_Sycp2l_1,6.669623325249725e-07,6.0,5.0
24727,Inh_Hmcn1_Sycp2l_2,6.669623325249725e-07,5.0,6.0
1254,Inh_Hmcn1_Sycp2l_6,2.668352727575654e-07,4.0,5.0
923,Inh_Hmcn1_Sycp2l_6,4.002277374816599e-07,4.0,6.0
3387,Inh_Hmcn1_Sycp2l_7,1.6011123267262136e-07,4.0,4.0
3532,Inh_Hmcn1_Sycp2l_7,8.00606510234552e-08,4.0,3.0
4490,Inh_Hmcn1_Sycp2l_7,1.6011123267262136e-07,4.0,4.0
34187,Inh_Hoxa5_Galr1_3,8.00606510234552e-08,4.0,3.0
4142,Inh_Hoxa5_Galr1_3,1.6011123267262136e-07,4.0,4.0
3148,Inh_Hoxb5_Esr2_2,2.668352727575654e-07,5.0,4.0
24727,Inh_Hoxb5_Sytl5_1,4.002277374816599e-07,4.0,6.0
2922,Inh_Hoxb5_Sytl5_3,4.44683503322212e-07,5.0,5.0
24713,Inh_Hoxb5_Tal1_1,4.003158422803956e-08,3.0,3.0
24727,Inh_Hoxb5_Tal1_1,2.0013904039551817e-07,3.0,6.0
3150,Inh_Hoxb5_Tal1_2,2.668352727575654e-07,5.0,4.0
1772,Inh_Hoxc4_Chrdl2_1,1.6011123267262136e-07,4.0,4.0
3723,Inh_Hoxc4_Chrdl2_2,2.6688561962901027e-08,4.0,2.0
4371,Inh_Hoxc4_Chrdl2_3,1.6011123267262136e-07,4.0,4.0
3443,Inh_Hoxc4_Chrdl2_4,1.3343022265138534e-07,3.0,5.0
2682,Inh_Hoxc4_Esm1,8.00606510234552e-08,4.0,3.0
4369,Inh_Hoxc4_Esm1,8.00606510234552e-08,4.0,3.0
4383,Inh_Hoxc4_Fbln2_2,1.6011123267262136e-07,4.0,4.0
2032,Inh_Hoxc4_Fbln2_3,8.00606510234552e-08,4.0,3.0
4378,Inh_Hoxc4_Fbln2_3,1.6011123267262136e-07,4.0,4.0
4372,Inh_Hoxc4_Sgo2b_2,2.6688561962901027e-08,4.0,2.0
4362,Inh_Hoxc4_Tfap2b,4.002277374816599e-07,4.0,6.0
4364,Inh_Hoxc4_Tfap2b,2.668352727575654e-07,4.0,5.0
4396,Inh_Hoxc4_Tfap2b,8.00606510234552e-08,4.0,3.0
4631,Inh_Hoxc4_Ttc6_2,2.6688561962901027e-08,4.0,2.0
693,Inh_Htr3a_Cxcl14_2,1.6011123267262136e-07,4.0,4.0
657,Inh_Htr3a_Grpr_2,8.00606510234552e-08,4.0,3.0
1177,Inh_Htr3a_Grpr_3,1.3343022265138534e-07,3.0,5.0
674,Inh_Htr3a_Ibsp_3,8.00606510234552e-08,3.0,4.0
1349,Inh_Htr3a_Nr2e1_2,1.6011123267262136e-07,4.0,4.0
682,Inh_Htr3a_Prom1_2,4.003158422803956e-08,3.0,3.0
1349,Inh_Htr3a_Tcim_1,1.6011123267262136e-07,4.0,4.0
3365,Inh_Irx3_Hmcn1,8.00606510234552e-08,4.0,3.0
932,Inh_Irx3_Hmcn1,1.6011123267262136e-07,4.0,4.0
2958,Inh_Irx3_Sox14,6.669623325249725e-07,6.0,5.0
3148,Inh_Irx3_Sox14,4.002277374816599e-07,6.0,4.0
3367,Inh_Irx3_Sox14,8.904499474125873e-15,6.0,5.0
3842,Inh_Irx3_Sox14,4.002277374816599e-07,6.0,4.0
2329,Inh_Irx5_Tafa4_1,1.6011123267262136e-07,4.0,4.0
2952,Inh_Irx5_Tafa4_1,8.00606510234552e-08,4.0,3.0
2955,Inh_Irx5_Tafa4_1,8.00606510234552e-08,4.0,3.0
783,Inh_Irx5_Tafa4_2,2.6688561962901027e-08,4.0,2.0
1132,Inh_Isl1_Drd1_Folh1_1,1.3343022265138534e-07,3.0,5.0
1715,Inh_Klhl14_Gpr101,1.3343022265138534e-07,3.0,5.0
1758,Inh_Klhl14_Gpr101,2.0013904039551817e-07,3.0,6.0
2233,Inh_Lamp5_Egln3_Tgfbi,8.00606510234552e-08,3.0,4.0
697,Inh_Lamp5_Ndnf_Tgfbi,8.00606510234552e-08,4.0,3.0
702,Inh_Lamp5_Ndnf_Tgfbi,2.668352727575654e-07,4.0,5.0
705,Inh_Lamp5_Ndnf_Tgfbi,2.668352727575654e-07,4.0,5.0
707,Inh_Lamp5_Ndnf_Tgfbi,2.668352727575654e-07,4.0,5.0
714,Inh_Lamp5_Ndnf_Tgfbi,4.002277374816599e-07,4.0,6.0
718,Inh_Lamp5_Ndnf_Tgfbi,1.6011123267262136e-07,4.0,4.0
4921,Inh_Lhx1_Acan,1.6011123267262136e-07,4.0,4.0
854,Inh_Lhx1_Col8a1_Otx1,4.44683503322212e-07,5.0,5.0
3417,Inh_Lhx1_Colq,8.00606510234552e-08,3.0,4.0
1528,Inh_Lhx1_Corin,6.669623325249725e-07,5.0,6.0
3428,Inh_Lhx1_Dach2_1,1.3343022265138534e-07,5.0,3.0
3404,Inh_Lhx1_Dach2_2,1.6011123267262136e-07,4.0,4.0
3300,Inh_Lhx1_Dach2_3,4.448093660483505e-08,5.0,2.0
3430,Inh_Lhx1_Dach2_3,1.3343022265138534e-07,5.0,3.0
4921,Inh_Lhx1_Dach2_4,1.6011123267262136e-07,4.0,4.0
1185,Inh_Lhx1_Dlk1_2,4.002277374816599e-07,6.0,4.0
1201,Inh_Lhx1_Dlk1_2,1.000317667226508e-06,6.0,6.0
1041,Inh_Lhx1_Dlk1_3,6.669623325249725e-07,5.0,6.0
1490,Inh_Lhx1_Dlk1_3,4.44683503322212e-07,5.0,5.0
1760,Inh_Lhx1_Dlk1_3,4.44683503322212e-07,5.0,5.0
3207,Inh_Lhx1_Dlk1_3,4.44683503322212e-07,5.0,5.0
1670,Inh_Lhx1_Dlk1_5,8.00606510234552e-08,4.0,3.0
1894,Inh_Lhx1_Dlk1_7,1.6011123267262136e-07,4.0,4.0
3174,Inh_Lhx1_Egflam_1,6.669623325249725e-07,6.0,5.0
34185,Inh_Lhx1_Egflam_1,1.000317667226508e-06,6.0,6.0
3300,Inh_Lhx1_Egflam_6,2.6688561962901027e-08,4.0,2.0
3689,Inh_Lhx1_Emx2_3,4.003158422803956e-08,3.0,3.0
1699,Inh_Lhx1_Erfl_2,4.4480936604835055e-09,2.0,2.0
1024,Inh_Lhx1_Fgf5,1.6011123267262136e-07,4.0,4.0
5043,Inh_Lhx1_Fgf5,2.668352727575654e-07,4.0,5.0
1688,Inh_Lhx1_Lrrc38_2,1.6011123267262136e-07,4.0,4.0
1689,Inh_Lhx1_Lrrc38_2,1.6011123267262136e-07,4.0,4.0
1695,Inh_Lhx1_Lrrc38_2,2.6688561962901027e-08,4.0,2.0
3151,Inh_Lhx1_Lrrc38_2,8.00606510234552e-08,4.0,3.0
3193,Inh_Lhx1_Mc4r,1.3343022265138534e-07,5.0,3.0
3390,Inh_Lhx1_Mc4r,2.668352727575654e-07,5.0,4.0
3421,Inh_Lhx1_Mc4r,2.668352727575654e-07,5.0,4.0
3426,Inh_Lhx1_Mc4r,2.668352727575654e-07,5.0,4.0
3429,Inh_Lhx1_Mc4r,2.668352727575654e-07,5.0,4.0
1649,Inh_Lhx1_Nmbr_2,2.6688561962901027e-08,4.0,2.0
46,Inh_Lhx1_Npy,1.3343022265138534e-07,5.0,3.0
177,Inh_Lhx1_Otp_1,2.6130128609679163e-06,7.0,8.0
3863,Inh_Lhx1_Otp_1,9.336591803261916e-07,7.0,5.0
2923,Inh_Lhx1_Otp_2,1.6011123267262136e-07,4.0,4.0
3418,Inh_Lhx1_Pax3_2,1.6011123267262136e-07,4.0,4.0
1442,Inh_Lhx1_Pnoc,1.6011123267262136e-07,4.0,4.0
3193,Inh_Lhx1_Sox14,1.3343022265138534e-07,5.0,3.0
3390,Inh_Lhx1_Sox14,2.668352727575654e-07,5.0,4.0
3421,Inh_Lhx1_Sox14,2.668352727575654e-07,5.0,4.0
3426,Inh_Lhx1_Sox14,2.668352727575654e-07,5.0,4.0
3429,Inh_Lhx1_Sox14,2.668352727575654e-07,5.0,4.0
1754,Inh_Lhx1_Vsir_5,8.00606510234552e-08,4.0,3.0
1787,Inh_Lhx1_Wnt5a_2,8.00606510234552e-08,4.0,3.0
2833,Inh_Lhx1_Wnt5a_3,1.6011123267262136e-07,4.0,4.0
3181,Inh_Lhx1_Wnt5a_3,8.00606510234552e-08,4.0,3.0
736,Inh_Lhx6_A730046J19Rik_1,1.6011123267262136e-07,4.0,4.0
1904,Inh_Lhx6_Arhgap28_1,2.668352727575654e-07,4.0,5.0
591,Inh_Lhx6_Arhgap28_3,1.6011123267262136e-07,4.0,4.0
729,Inh_Lhx6_Car8_1,5.602835934044848e-07,7.0,4.0
260,Inh_Lhx6_Car8_5,4.44683503322212e-07,5.0,5.0
1213,Inh_Lhx6_Car8_6,1.6011123267262136e-07,4.0,4.0
538,Inh_Lhx6_Cox6a2_Nxph2_2,4.002277374816599e-07,4.0,6.0
538,Inh_Lhx6_Cox6a2_Rxfp3,2.0013904039551817e-07,3.0,6.0
539,Inh_Lhx6_Cox6a2_Rxfp3,4.003158422803956e-08,3.0,3.0
609,Inh_Lhx6_Cox6a2_Rxfp3,8.00606510234552e-08,3.0,4.0
1251,Inh_Lhx6_Crhbp_2,2.668352727575654e-07,4.0,5.0
1228,Inh_Lhx6_Cyp19a1,1.6011123267262136e-07,4.0,4.0
1253,Inh_Lhx6_Cyp19a1,1.6011123267262136e-07,4.0,4.0
1099,Inh_Lhx6_Esr2_12,4.003158422803956e-08,3.0,3.0
1105,Inh_Lhx6_Esr2_12,1.3343022265138534e-07,3.0,5.0
1122,Inh_Lhx6_Esr2_12,8.00606510234552e-08,3.0,4.0
5354,Inh_Lhx6_Esr2_12,8.00606510234552e-08,3.0,4.0
1238,Inh_Lhx6_Esr2_14,8.00606510234552e-08,4.0,3.0
1104,Inh_Lhx6_Esr2_15,1.6011123267262136e-07,4.0,4.0
1226,Inh_Lhx6_Esr2_16,2.6688561962901027e-08,2.0,4.0
1239,Inh_Lhx6_Esr2_16,2.6688561962901027e-08,2.0,4.0
1244,Inh_Lhx6_Esr2_16,1.3344280981450513e-08,2.0,3.0
591,Inh_Lhx6_Esr2_3,4.002277374816599e-07,6.0,4.0
1121,Inh_Lhx6_Esr2_4,4.448093660483505e-08,5.0,2.0
744,Inh_Lhx6_Gm8113_Pthlh,8.00606510234552e-08,3.0,4.0
3229,Inh_Lhx6_Gpr174_1,1.3343022265138534e-07,3.0,5.0
832,Inh_Lhx6_Gpr174_1,4.003158422803956e-08,3.0,3.0
1251,Inh_Lhx6_Kcnmb1_1,4.44683503322212e-07,5.0,5.0
1251,Inh_Lhx6_Kcnmb1_2,4.44683503322212e-07,5.0,5.0
1251,Inh_Lhx6_Kcnmb1_3,4.44683503322212e-07,5.0,5.0
726,Inh_Lhx6_Lamp5_Hcrtr2,8.00606510234552e-08,3.0,4.0
756,Inh_Lhx6_Moxd1_2,8.00606510234552e-08,4.0,3.0
1228,Inh_Lhx6_Myo1h_1,1.6011123267262136e-07,4.0,4.0
1253,Inh_Lhx6_Myo1h_1,1.6011123267262136e-07,4.0,4.0
1903,Inh_Lhx6_Nmu_4,4.002277374816599e-07,4.0,6.0
1218,Inh_Lhx6_Npy_1,2.668352727575654e-07,4.0,5.0
59,Inh_Lhx6_Npy_2,4.002277374816599e-07,4.0,6.0
1224,Inh_Lhx6_Npy_3,4.002277374816599e-07,4.0,6.0
3229,Inh_Lhx6_Npy_4,2.668352727575654e-07,4.0,5.0
1207,Inh_Lhx6_Nr2e1_1,1.6011123267262136e-07,4.0,4.0
1208,Inh_Lhx6_Nr2e1_1,1.6011123267262136e-07,4.0,4.0
1213,Inh_Lhx6_Nr2e1_1,1.6011123267262136e-07,4.0,4.0
1207,Inh_Lhx6_Nr2e1_2,2.5174326239589706e-12,3.0,4.0
1208,Inh_Lhx6_Nr2e1_2,8.00606510234552e-08,3.0,4.0
1242,Inh_Lhx6_Nr2e1_2,8.00606510234552e-08,3.0,4.0
2639,Inh_Lhx6_Nr2e1_2,1.3344280981450513e-08,3.0,2.0
572,Inh_Lhx6_Pthlh,8.00606510234552e-08,3.0,4.0
1228,Inh_Lhx6_Scara5,8.00606510234552e-08,3.0,4.0
1253,Inh_Lhx6_Scara5,8.00606510234552e-08,3.0,4.0
755,Inh_Lhx6_Sctr_1,2.6688561962901027e-08,2.0,4.0
768,Inh_Lhx6_Sfrp1_1,4.003158422803956e-08,3.0,3.0
978,Inh_Lhx6_Sfrp1_4,1.6011123267262136e-07,4.0,4.0
767,Inh_Lhx6_Sst_Chodl_1,4.003158422803956e-08,3.0,3.0
1487,Inh_Lhx6_Sst_Chodl_2,1.6011123267262136e-07,4.0,4.0
519,Inh_Lhx6_Sst_Col6a5_6,4.003158422803956e-08,3.0,3.0
2676,Inh_Lhx6_Sst_Crh_Nnmt_4,4.448093660483505e-08,5.0,2.0
4779,Inh_Lhx6_Sst_Crhbp,1.3344280981450513e-08,3.0,2.0
501,Inh_Lhx6_Sst_Crhr2_Stac,2.0013904039551817e-07,3.0,6.0
1197,Inh_Lhx6_Sst_Ctsc_2,8.00606510234552e-08,4.0,3.0
3030,Inh_Lhx6_Sst_Ctsc_4,8.00606510234552e-08,4.0,3.0
538,Inh_Lhx6_Sst_Ctsc_7,6.669623325249725e-07,5.0,6.0
539,Inh_Lhx6_Sst_Ctsc_7,1.3343022265138534e-07,5.0,3.0
609,Inh_Lhx6_Sst_Ctsc_7,2.668352727575654e-07,5.0,4.0
611,Inh_Lhx6_Sst_Ctsc_8,4.002277374816599e-07,6.0,4.0
496,Inh_Lhx6_Sst_Npffr1_Rgs6,4.44683503322212e-07,5.0,5.0
262,Inh_Lhx6_Th_Crh,1.6011123267262136e-07,4.0,4.0
798,Inh_Lhx6_Th_Crh,1.6011123267262136e-07,4.0,4.0
801,Inh_Lhx6_Th_Crh,1.6011123267262136e-07,4.0,4.0
802,Inh_Lhx6_Th_Crh,1.6011123267262136e-07,4.0,4.0
3567,Inh_Lhx8_Arhgef38_1,2.668352727575654e-07,5.0,4.0
745,Inh_Lhx8_Arhgef38_1,9.336591803261916e-07,5.0,7.0
1522,Inh_Lhx8_Arhgef38_2,2.668352727575654e-07,5.0,4.0
5060,Inh_Lhx8_Arhgef38_3,4.44683503322212e-07,5.0,5.0
581,Inh_Lhx8_Arhgef38_3,2.668352727575654e-07,5.0,4.0
15062,Inh_Lhx8_Chodl,2.8018584553954155e-07,3.0,7.0
1561,Inh_Lhx8_Lypd6,8.00606510234552e-08,4.0,3.0
736,Inh_Lhx8_Lypd6,1.6011123267262136e-07,4.0,4.0
1202,Inh_Lhx8_Nmu,1.3343022265138534e-07,3.0,5.0
1560,Inh_Lhx8_Pde11a_1,4.003158422803956e-08,3.0,3.0
1563,Inh_Lhx8_Pde11a_1,4.003158422803956e-08,3.0,3.0
883,Inh_Lhx8_Pde11a_10,4.002277374816599e-07,4.0,6.0
4358,Inh_Lhx8_Pde11a_12,8.00606510234552e-08,4.0,3.0
804,Inh_Lhx8_Pde11a_12,1.6011123267262136e-07,4.0,4.0
1560,Inh_Lhx8_Pde11a_2,4.003158422803956e-08,3.0,3.0
1563,Inh_Lhx8_Pde11a_2,4.003158422803956e-08,3.0,3.0
883,Inh_Lhx8_Pde11a_2,2.0013904039551817e-07,3.0,6.0
1567,Inh_Lhx8_Pde11a_4,1.6011123267262136e-07,4.0,4.0
1561,Inh_Lhx8_Pde11a_5,8.00606510234552e-08,4.0,3.0
883,Inh_Lhx8_Pde11a_5,4.002277374816599e-07,4.0,6.0
736,Inh_Lhx8_Pde11a_6,4.002277374816599e-07,6.0,4.0
1590,Inh_Lhx8_Pde11a_7,2.0013904039551817e-07,6.0,3.0
1561,Inh_Lhx8_Pde11a_8,1.3343022265138534e-07,5.0,3.0
359,Inh_Lhx8_Pde11a_8,2.668352727575654e-07,5.0,4.0
1560,Inh_Lhx8_Pde11a_9,8.00606510234552e-08,4.0,3.0
1563,Inh_Lhx8_Pde11a_9,8.00606510234552e-08,4.0,3.0
840,Inh_Lmo2_Chrna2_2,1.3344280981450513e-08,3.0,2.0
4863,Inh_Lmo7_Fbln1_1,2.668352727575654e-07,5.0,4.0
3040,Inh_Lmo7_Fbln1_3,1.6011123267262136e-07,4.0,4.0
1528,Inh_Meox2_Sox14,2.0013904039551817e-07,3.0,6.0
738,Inh_Nkx2-1_Gm8113_3,2.668352727575654e-07,5.0,4.0
736,Inh_Nkx2-1_Sst_1,1.6011123267262136e-07,4.0,4.0
891,Inh_Nkx2-1_Sst_1,1.6011123267262136e-07,4.0,4.0
523,Inh_Nkx2-1_Sst_2,4.002277374816599e-07,4.0,6.0
538,Inh_Nkx2-1_Sst_2,4.002277374816599e-07,4.0,6.0
563,Inh_Nkx2-1_Sst_2,1.6011123267262136e-07,4.0,4.0
3475,Inh_Nkx2-2_Bcam_1,8.00606510234552e-08,4.0,3.0
3401,Inh_Nkx2-2_Bcam_2,8.00606510234552e-08,3.0,4.0
3475,Inh_Nkx2-2_Cd40_2,1.3343022265138534e-07,5.0,3.0
4962,Inh_Nkx2-2_Dact1,2.6688561962901027e-08,4.0,2.0
3397,Inh_Nkx2-2_Ecel1_2,1.6011123267262136e-07,4.0,4.0
3398,Inh_Nkx2-2_Ecel1_2,2.668352727575654e-07,4.0,5.0
4127,Inh_Nkx2-2_Gal,4.002277374816599e-07,4.0,6.0
3387,Inh_Nkx2-2_Gata2_1,1.6011123267262136e-07,4.0,4.0
3396,Inh_Nkx2-2_Gata2_1,2.668352727575654e-07,4.0,5.0
3255,Inh_Nkx2-2_Gata2_5,6.293581559897426e-13,3.0,3.0
2568,Inh_Nkx2-2_Gata2_9,8.00606510234552e-08,3.0,4.0
1794,Inh_Nkx2-2_Glp1r_Trh_1,1.3343022265138534e-07,3.0,5.0
3405,Inh_Nkx2-2_Glp1r_Trh_2,8.00606510234552e-08,4.0,3.0
1791,Inh_Nkx2-2_Glp1r_Trh_3,8.00606510234552e-08,3.0,4.0
3388,Inh_Nkx2-2_Glp1r_Trh_3,8.00606510234552e-08,3.0,4.0
1646,Inh_Nkx2-2_Gm16223_1,1.6011123267262136e-07,4.0,4.0
1657,Inh_Nkx2-2_Gm16223_2,8.00606510234552e-08,4.0,3.0
3122,Inh_Nkx2-2_Il20ra,1.6011123267262136e-07,4.0,4.0
1646,Inh_Nkx2-2_Mafb_1,1.6011123267262136e-07,4.0,4.0
3401,Inh_Nkx2-2_Npy_3,8.00606510234552e-08,3.0,4.0
1564,Inh_Nkx2-2_Pnoc_1,8.00606510234552e-08,4.0,3.0
591,Inh_Nkx2-2_Pnoc_2,8.00606510234552e-08,3.0,4.0
1646,Inh_Nkx2-2_Ppp1r17,8.00606510234552e-08,3.0,4.0
1677,Inh_Nkx2-2_Ppp1r17,4.003158422803956e-08,3.0,3.0
3330,Inh_Nkx2-2_Prrxl1,4.003158422803956e-08,3.0,3.0
3401,Inh_Nkx2-2_Rab3b_1,2.668352727575654e-07,5.0,4.0
3401,Inh_Nkx2-2_Tpm2_1,2.668352727575654e-07,5.0,4.0
2024,Inh_Nkx2-2_Trh_1,1.6011123267262136e-07,4.0,4.0
4834,Inh_Nkx2-2_Tspo2_1,8.00606510234552e-08,4.0,3.0
3475,Inh_Nkx2-2_Vip,8.00606510234552e-08,4.0,3.0
4558,Inh_Onecut1_Frem3,1.4670402727419143e-06,4.0,11.0
4072,Inh_Onecut1_Met_4,2.6688561962901027e-08,4.0,2.0
3734,Inh_Onecut1_Slc16a12,8.00606510234552e-08,3.0,4.0
24742,Inh_Onecut1_Sncg_1,2.668352727575654e-07,4.0,5.0
34380,Inh_Onecut1_Sncg_1,2.6688561962901027e-08,4.0,2.0
34380,Inh_Onecut1_Sncg_2,2.6688561962901027e-08,4.0,2.0
1666,Inh_Onecut3_Catspere1_1,8.00606510234552e-08,4.0,3.0
24730,Inh_Onecut3_Catspere1_1,2.668352727575654e-07,4.0,5.0
3888,Inh_Onecut3_Catspere1_1,1.6011123267262136e-07,4.0,4.0
3888,Inh_Onecut3_Catspere1_2,1.6011123267262136e-07,4.0,4.0
5124,Inh_Onecut3_Catspere1_2,2.668352727575654e-07,4.0,5.0
1518,Inh_Onecut3_Colq_1,1.6011123267262136e-07,4.0,4.0
1758,Inh_Onecut3_Colq_1,4.002277374816599e-07,4.0,6.0
24708,Inh_Onecut3_Crabp1_2,1.6011123267262136e-07,4.0,4.0
4032,Inh_Onecut3_Crabp1_2,8.00606510234552e-08,4.0,3.0
2677,Inh_Onecut3_Esr2_1,1.6011123267262136e-07,4.0,4.0
5408,Inh_Onecut3_Npb_1,2.668352727575654e-07,4.0,5.0
3130,Inh_Onecut3_Otx1,1.6011123267262136e-07,4.0,4.0
3330,Inh_Onecut3_Otx1,8.00606510234552e-08,4.0,3.0
2924,Inh_Onecut3_Uts2b_1,1.6011123267262136e-07,4.0,4.0
1607,Inh_Onecut3_Wnt16,1.3344280981450513e-08,3.0,2.0
3035,Inh_Otx1_Calcr,4.003158422803956e-08,3.0,3.0
3365,Inh_Otx1_Calcr,4.003158422803956e-08,3.0,3.0
4644,Inh_Otx1_Coch_1,4.003158422803956e-08,3.0,3.0
3154,Inh_Otx1_Coch_2,1.6011123267262136e-07,4.0,4.0
3470,Inh_Otx1_Coch_2,1.6011123267262136e-07,4.0,4.0
2092,Inh_Otx1_Fmo1,1.6011123267262136e-07,4.0,4.0
3330,Inh_Otx1_Nrtn_2,1.3343022265138534e-07,5.0,3.0
3152,Inh_Otx1_Pmfbp1,8.00606510234552e-08,4.0,3.0
3421,Inh_Otx1_Pmfbp1,1.6011123267262136e-07,4.0,4.0
3429,Inh_Otx1_Pmfbp1,1.6011123267262136e-07,4.0,4.0
3396,Inh_Otx1_Pmfbp1_2,6.669623325249725e-07,6.0,5.0
104,Inh_Otx2_Bmp4_4,1.3343022265138534e-07,3.0,5.0
3602,Inh_Otx2_Gabrr2_1,1.3343022265138534e-07,3.0,5.0
3606,Inh_Otx2_Gabrr2_2,8.00606510234552e-08,4.0,3.0
1713,Inh_Otx2_Prdm16_2,1.6011123267262136e-07,4.0,4.0
4974,Inh_Otx2_Prdm16_4,8.00606510234552e-08,4.0,3.0
878,Inh_Otx2_Prdm16_4,1.6011123267262136e-07,4.0,4.0
3508,Inh_Otx2_Samsn1_1,8.00606510234552e-08,3.0,4.0
3511,Inh_Otx2_Samsn1_1,8.00606510234552e-08,3.0,4.0
3613,Inh_Otx2_Tnnt1_2,1.6011123267262136e-07,4.0,4.0
3259,Inh_Otx2_Vgll3,8.00606510234552e-08,4.0,3.0
3598,Inh_Otx2_Vgll3,1.6011123267262136e-07,4.0,4.0
4207,Inh_Pax2_6430628N08Rik_1,4.003158422803956e-08,3.0,3.0
3734,Inh_Pax2_A730046J19Rik_2,8.00606510234552e-08,3.0,4.0
4416,Inh_Pax2_Adamts12,2.517254520528354e-11,5.0,4.0
2553,Inh_Pax2_Agtr1b_1,2.668352727575654e-07,4.0,5.0
4421,Inh_Pax2_Agtr1b_1,8.00606510234552e-08,4.0,3.0
4328,Inh_Pax2_Ano1,8.00606510234552e-08,3.0,4.0
2958,Inh_Pax2_Antxr2_3,2.668352727575654e-07,4.0,5.0
3381,Inh_Pax2_Bmp3_2,1.6011123267262136e-07,4.0,4.0
971,Inh_Pax2_Cdh3_2,1.3343022265138534e-07,3.0,5.0
686,Inh_Pax2_Cdh3_4,2.668352727575654e-07,4.0,5.0
524,Inh_Pax2_Cdh3_5,8.00606510234552e-08,4.0,3.0
1989,Inh_Pax2_Cela1,8.00606510234552e-08,3.0,4.0
4086,Inh_Pax2_Cfap299,2.0013904039551817e-07,6.0,3.0
4977,Inh_Pax2_Cfap299,2.0013904039551817e-07,6.0,3.0
4414,Inh_Pax2_Chrdl2_1,1.6011123267262136e-07,4.0,4.0
1283,Inh_Pax2_Chrnb4,8.00606510234552e-08,4.0,3.0
5124,Inh_Pax2_Chrnb4,2.668352727575654e-07,4.0,5.0
2729,Inh_Pax2_Col16a1,2.668352727575654e-07,5.0,4.0
34361,Inh_Pax2_Creb3l3_2,2.6688561962901027e-08,4.0,2.0
3842,Inh_Pax2_Dcn,8.00606510234552e-08,3.0,4.0
1662,Inh_Pax2_Dkk2,1.3343022265138534e-07,3.0,5.0
3763,Inh_Pax2_Dmrt3_5,4.003158422803956e-08,3.0,3.0
2209,Inh_Pax2_Erfl_14,1.3344280981450513e-08,3.0,2.0
2223,Inh_Pax2_Erfl_14,4.003158422803956e-08,3.0,3.0
2479,Inh_Pax2_Erfl_8,1.3343022265138534e-07,3.0,5.0
3349,Inh_Pax2_Erg,4.003158422803956e-08,3.0,3.0
1179,Inh_Pax2_Fst_1,2.668352727575654e-07,4.0,5.0
4120,Inh_Pax2_Gli2_1,4.003158422803956e-08,3.0,3.0
4461,Inh_Pax2_Glp1r_4,1.6011123267262136e-07,4.0,4.0
3344,Inh_Pax2_Hoxb5_Alox5,1.6011123267262136e-07,4.0,4.0
4032,Inh_Pax2_Hoxb5_Hmcn2,8.00606510234552e-08,4.0,3.0
