Study_ID|Celltype_1,Study_ID|Celltype_2,best_AUROC,Mean_AUROC,Match_type
Zeng|3884,Macosko|NorEx_Phox2b_Tmem45a2_1,0.9933107030350316,0.9933107030350316,Reciprocal_top_hit
Zeng|4252,Macosko|NorEx_Phox2b_Tmem45a2_2,0.9953668603280644,0.9953668603280644,Reciprocal_top_hit
Zeng|3970,Macosko|Nor_Phox2b_Pla2g4d_2,0.9906950282618756,0.9906950282618756,Reciprocal_top_hit
Zeng|3935,Macosko|Nor_Phox2b_Prlh,0.9884551105246964,0.9884551105246964,Reciprocal_top_hit
Zeng|4539,Macosko|OPC_Cspg5,0.9594793521987506,0.9594793521987506,Reciprocal_top_hit
Zeng|5230,Macosko|Oligo_Klk6_1,0.9801799981128916,0.9801799981128916,Reciprocal_top_hit
Zeng|5215,Macosko|Oligo_Opalin_Enpp6_2,0.569509473818503,0.569509473818503,Reciprocal_top_hit
Zeng|1217,Macosko|SerEx_Fev_Crhr2_3,0.9313697185585494,0.9313697185585494,Reciprocal_top_hit
Zeng|3157,Macosko|SerEx_Fev_Cwh43,0.9995578235973084,0.9995578235973084,Reciprocal_top_hit
Zeng|3488,Macosko|SerInh_Fev_Fbxw28,0.9959627389106712,0.9959627389106712,Reciprocal_top_hit
Zeng|5092,Macosko|SerInh_Fev_Itgb6_2,0.9948690349646212,0.9948690349646212,Reciprocal_top_hit
Zeng|2852,Macosko|Ser_Fev_Oas1e,0.9997759993590728,0.9997759993590728,Reciprocal_top_hit
Zeng|709,Macosko|Ser_Fev_Siglec15,0.9995362841191848,0.9995362841191848,Reciprocal_top_hit
Zeng|1004,Macosko|Ser_Fev_Wfdc12,0.9971024013019104,0.9971024013019104,Reciprocal_top_hit
Zeng|2982,Macosko|Tanycyte_Rax_Fndc3c1_1,0.9995134192222584,0.9995134192222584,Reciprocal_top_hit
Zeng|4817,Macosko|Tanycyte_Rax_Fndc3c1_2,0.996486223985802,0.996486223985802,Reciprocal_top_hit
