Macosko_cluster,gene
Inh_Lhx6_Mc3r_1,Nkx2-1
Inh_Six3_Pvalb_Pdzrn4,Sema3e
Ex_Sulf1_Agtr1b,Npsr1
Ex_Tfap2d_Defb1,Spon1
Inh_Otx2_Lmcd1,Chst9
Ex_Vsx2_Ghrh_1,Chrm3
Ex_Slc30a3_Gsta2_2,Trhr
Ex_Hmx3_Vip,Gna14
Ex_Sim1_Bfsp2_1,Pde1c
Inh_Frmd7_Crhbp_2,Sema3e
Ex_Fbxl7_Tmem72_2,Cebpd
Astro_Fabp7_Hs3st3a1_3,Ednrb
Ex_Tfap2d_Ccdc121,Ankfn1
Ex_Pitx2_Acp7,Chst9
Ex_Tfap2b_Trim63,Fbn2
Inh_Lhx6_Nkx2-4_4,Ptger3
NG_Draxin_9,Top2a
CholEx_Lhx9_Lacc1,Prok1
Inh_Gata3_Cdh23_2,Cdh23
Inh_Pax5_Cmtm8_1,Ror2
Inh_Pax2_Npsr1_1,Foxd3
Ex_Ebf2_6430628N08Rik_3,Car12
Ex_Ebf3_Adam33_9,Rspo2
Inh_Pax2_Hrob_3,Ndnf
Ex_C1ql4_Drd1_2,Spx
Ex_Foxp2_Spsb1,Cux2
Ex_Slc30a3_Crlf1_1,Lrmp
Ex_Sall1_Apela,Apela
Ex_Phox2b_Prrxl1,Prrxl1
Inh_Onecut3_Nox3,Kcnj16
Ex_Dmrta2_Lhx1_1,Lcp1
Inh_Ppp1r1b_Drd1_Zp3r_1,Necab1
Inh_Lhx6_Sst_Crhr2_Fillip1,Lama4
Ex_Pitx2_Zbtb7c_2,Vsx2
Inh_Pax5_Meox2,Meox2
Inh_Gata3_Nptx2,Prdm6
Inh_Dlx1_Satb2_2,Dlx6
Ex_Tfap2d_Crhr2_2,Ptx3
CholInh_Ecel1_Ghrh_1,Zbtb16
Ex_Lmx1a_Itih5_2,Hs3st2
Inh_Six3_Tmem215_1,Sox21
Inh_Lhx6_Crhbp_1,Calb1
Ex_Nxph4_Dnah11,Gsg1l
Ex_Tfap2b_Ghrh_2,Pou4f1
Inh_Ppp1r1b_Drd2_Gpr6,Crym
Ex_Dmrta2_Csf2rb2_2,Epb41l4a
Inh_Pax8_Met_Qrfpr,Hoxb5
Ex_Ebf3_Dsc3,Gna14
Inh_Lhx8_Arhgef38_3,Zfp804b
Inh_Ppp1r1b_Drd2_Sema5d_2,Alk
Ex_Lhx9_Prok2,Dsc3
Ex_Samd3_Prokr2,Lef1
Inh_Fbxl7_Bmp4,Grin2c
Ex_Lmx1b_Arsj_1,Agtr1a
Ex_Defb1_Mbl2_1,Kitl
Ex_Nkx2-2_Grp_1,Ebf2
Ex_Lmx1a_Crhbp_5,Grp
Inh_Pax8_Agtr1b_2,Foxp2
Ex_C1ql4_Dkk2,Bsx
Inh_Pax7_Arhgap28_2,Npsr1
Inh_Gata3_Npy2r_1,Hoxb5
Inh_Otx2_Vgll3,Smoc2
Inh_Pax5_Calcr,Btc
Ex_Sox6_Sult3a2_4,Sult3a2
Ex_Pou4f2_St14_1,Impdh2
Endo_Flt1_Kcnj8_Ccl19_1,Slc16a12
Ex_Vsx2_Adgrl4_2,Angpt1
Ex_Vsx2_Galr1,Galr1
Ependymal_Tmem212_Krt15,Il17b
Ex_Tfap2b_Gadl1,Adarb2
Ex_Tcf7l2_Slc38a11,Pax2
Ex_Fezf2_Hc,Gm11639
Ex_C1ql4_Svep1,C1ql4
Ex_Plekhg1_Pth2r_Frem3_3,Fras1
Ex_Tfap2d_Npr1_2,Pdgfrb
Inh_Prox1_Dcn_1,Tox3
Ex_Tfap2d_Emid1_2,Adarb2
Inh_Six3_Sox2_5,A730009L09Rik
Inh_Lmo7_Fbln1_1,Chrm2
Inh_Gata3_Tnnt1_2,Crhbp
Ex_Tfap2d_Npnt_6,Ebf2
Ex_Lhx3_Slc5a7_1,Hoxc4
Inh_Sox6_Postn_1,Edn1
Ex_Vcan_Emid1,Nos1
Inh_Pax2_Pdyn,Abi3bp
Ex_Fezf2_Pirt_Cadps2,Abi3bp
Inh_Lhx6_Moxd1_1,Hs3st4
Ex_Phox2b_Gdpd2,Adamtsl3
Ex_Rorb_Ovol2,Smoc2
Ex_Sox5_Thbs2,Tlx3
Inh_Gata3_Clic5_3,Gxylt2
Ex_Skor1_Samd3_3,Npsr1
Inh_Pax5_Olig3_1,Npsr1
Ex_Lmx1b_Abi3bp,Ltbp1
Ex_Dmbx1_Pnmt,Islr2
Ex_Pax5_Rgs13_2,Dlk1
Ex_Sox6_Evx2_1,Sox6
Inh_Pax2_Adgrd1,Abcb5
Ex_Dmrta2_Rxfp2_1,Eya4
Ex_Pax5_Ucn3_2,Pappa
Ex_Lmx1b_Nmu_3,Klhl14
Ex_Lmx1b_Cyyr1,Cyyr1
Inh_Pax2_Smpdl3b_1,Exph5
Inh_Gata3_Sall1_1,Gata2
Ex_Evx1_Clec9a_1,Hs3st2
Inh_Pax5_Oxtr,Cdh8
Inh_Lhx1_Erfl_1,C1ql1
Inh_Pax2_Gm5105_3,Adamtsl3
Inh_Gata3_Tecrl_2,Kcns3
Ex_Slc30a3_Tnfaip6_Fos,Fst
Ex_Plekhg1_Adamtsl3_Slc17a8_1,Adamtsl3
Ser_Fev_Chodl,Chodl
Inh_Pax8_Pkhd1l1_6,Pkhd1l1
Ex_Nxph4_Chodl_1,Synpr
Ex_Crym_Cxcl12,Lama2
Inh_Pax2_Glp1r_1,Hoxb8
Ex_Hoxc6_Dpp4,Hmga2
Ex_Irx2_Col2a1_3,Cadps2
Ex_Ebf2_Spef2_7,Col18a1
Ex_Samd3_Atp10b,Slc5a7
Inh_Ppp1r1b_Drd2_Stard8_3,Spata16
Inh_Dlx1_Dnah5_1,Ebf1
Inh_Pax5_Slc12a7_3,Ccbe1
Inh_Dmrt3_Prdm6_3,Gfra1
Ex_Irx2_Slc25a21_1,Slc25a21
Inh_Otx1_Acacb_4,Pde3a
Ex_Ebf2_Spef2_4,Ebf2
Inh_Tfap2b_Zic4_Rxfp2,Cadps2
Ex_Skor1_Daam2_Cnga3,Fstl5
Inh_Pax7_Egflam_1,Pax7
Ex_Ccn3_Slc30a3_Grp,Ddit4l
Inh_Ecel1_Pon3,Pon3
Inh_Hoxb5_Sytl5_2,Irx4
Inh_Onecut3_Twist2,Six3
Inh_Lhx1_Otx2_1,Otof
Inh_Tfap2b_Vip_1,Skor2
Inh_Lhx6_Cxcr4_4,Sall1
Ex_Sim1_Trh_8,Rspo3
Ex_Pou4f1_Trim21,Nr2f2
CholEx_Irx2_Slc43a3_3,Hs3st4
Ex_Evx1_Clec9a_2,Sv2b
Ex_Lmx1b_Tll2_1,Tll2
Ex_Sox14_Sp8_2,Mpped2
Ex_Emx2_Pamr1,Ebf3
Ex_Hoxc6_Fam114a1,Adam12
Inh_Pax7_Prss23,Sox5
Ex_Phox2b_Olfr560_1,Ccl2
Inh_Fbxl7_Adad2_3,Tm9sf1
Ex_Tfap2b_Gabre,Crhr2
Ex_Nxph4_Moxd1_Htr2c,Pdlim1
Ex_C1ql4_Rgcc_3,Gch1
Inh_Foxp2_Ssc5d_1,Ntf3
Inh_Pou6f2_Pi15_2,Morc1
Ex_C1ql4_Trhr_1,Foxp2
Ex_Nkx2-4_Svep1_1,Npsr1
Inh_Six3_Cdh3,Fst
Ex_Lmx1b_Dynap_3,Chst9
Inh_Dmbx1_Irak3_1,Irak3
Inh_Nkx2-2_Gal,Zeb2
DopEx_Calb1_Aqp1,Slc6a3
Inh_Onecut3_Sox14,Sall3
Chol_Tbx20_Gm7694_2,Hoxb5
Inh_Lhx6_Sst_Col6a5_2,Bmp6
Inh_Pax8_Abcc9_2,Abcc9
Ex_Lhx9_Hsd17b14_1,Gm9732
Ex_Dmrta2_Arhgap36_3,Mab21l2
Ex_Fn1_Nts,Ptpn13
Ex_Tfap2d_Pirt_2,Foxp2
Inh_Pax2_Rgs5,Ntrk1
Inh_Lamp5_Ndnf_Tgfbi,Cplx3
Ex_Iqcj_Ms4a15_5,Cdkn1a
Ex_Pitx2_Frem3_2,Piezo2
Inh_Hoxc4_Hhip,Ttc6
Inh_Ppp1r1b_Drd1_Tns3_1,Igfbpl1
Inh_Six3_Pvalb_Cplx3_1,Tox
Ex_Pax5_Gng8,Epsti1
Ex_Hpgd_Pth2r_5,Adam12
Inh_Lhx6_Sfrp1_2,Npy
Inh_Pax2_Rxfp1_1,Cachd1
Inh_Gata3_Npy2r_3,Piezo2
CholInh_Pax8_Tnnt2,Galr1
Inh_Pax8_Cntnap3,Cntnap3
Ex_Tfap2d_Mgmt,Bcl11a
Inh_PItx2_Ctxn3,Tll1
Ser_Fev_Oas1e,Slc26a3
Inh_Tfap2b_Slc22a7,Irx4
Inh_Hoxb5_Dmrt3_2,Dmrt3
Endo_Flt1_Acta2_Olfr558_1,Slc16a12
Inh_Pax2_Klk12,Sapcd1
Inh_Dmbx1_Mab21l3_1,Ccdc80
Inh_Pax8_Slc16a12_4,Scgn
Ex_Evx2_Jaml,Neurod2
Ex_Lhx4_Gpr101_4,Cntnap3
Inh_Pax2_Mgam,Col23a1
Ex_Lmx1b_Drd1_3,Layn
Ex_Lhx5_Bmp3,Gpr149
Inh_Htr3a_Prom1_3,Ror2
Inh_Lhx6_Cxcr4_6,Galnt14
Inh_Htr3a_Nr2e1_2,Htr3a
Inh_Lhx6_Esr2_4,Greb1
Ex_Sim1_Trh_7,Pgm5
Inh_Foxp2_Kcnj2_2,Gm525
Ex_Neurod6_Dnah11_9,Cdhr3
Inh_Pax2_Chrdl2_1,Igfbp4
Ex_Irx2_Slc25a21_2,Slc25a21
Inh_Otx1_Acacb_3,Htr2a
Ex_Dkk2_Morc1_1,Adamts6
Inh_Ecel1_Chodl,Cadps2
Inh_Otx1_Pmfbp1,Onecut3
Ex_Tfap2d_Il23r_Pou4f2,Pou6f2
Ex_Skor1_Hpgd_1,Eya4
Ex_Fezf2_Dlk1_Grik1,Adamts18
Inh_Onecut3_Svs5,Otx2
Inh_Otx2_Tnni3_2,Tnni3
Ex_Rorb_Cyp26b1,Dcn
Inh_Hoxc4_Fbln2_3,Kcnh8
Ex_Dmrta2_Fn1_3,Plcg2
Inh_Fbxl7_Hpse,Grin2c
Inh_Tfap2b_Il7_2,Nr2f2
Ex_Phox2b_Bmp3_1,Tmem132c
Ependymal_Tmem212_Lgi1,Sorcs1
Ex_Pitx1_Nts,Pitx1
Inh_Six3_Ano1_2,Syde1
Inh_Pax2_Pkhd1l1_4,Vegfc
Inh_Lhx1_Vsir_1,Onecut3
Inh_Frmd7_Trhr_4,Clec2g
Inh_Tfap2b_Kcnmb1_2,Pax7
Ex_Samd3_Chrna2,Stk32a
Ex_Defb1_Ldoc1_1,Esrrb
Inh_Irx5_Erfl_1,Vip
Inh_Lhx1_Wnt5a_1,Cst3
Ex_Ebf2_Rab38,Glp1r
Inh_Gata3_Tll2_3,Hydin
Inh_Lhx6_Gm8113_1,Satb1
Inh_Pax2_Crym,Megf11
Inh_Nkx2-2_Bcam_1,Cox6b2
Ex_Ebf2_Spef2_6,F2rl2
Inh_Gata3_Wnt16_2,Sntb1
Inh_Pax2_Smpdl3b_4,Hcrtr2
Ex_Fezf2_Ccdc121,Teddm3
Ex_Sall1_Pmfbp1_8,Sall1
Ex_Ebf2_Spef2_1,Bnc2
Ex_Evx1_Hsd17b2_1,Reln
Inh_Pax6_Pou6f2_Pdgfd_1,Cdh23
Ex_Lmx1b_Pamr1_2,Lmo3
Inh_Pax5_Cmtm8_3,Sst
Ex_Lhx9_Slc38a11_3,Prdm6
Inh_Six3_Pvalb_Cplx3_2,Ddi1
Ex_Defb1_Gsta2,Ngb
Ex_Ccn2_Nmbr_1,Cdh8
Inh_Pax2_Areg,Fosl2
Inh_Gata3_Qrfpr_3,Crhbp
Inh_Fbxl7_Cyp26b1_3,Otp
Ex_Lmx1a_Cckar_1,Irx6
Inh_Pax2_Cdh3_4,Rab38
Ex_Skor1_Emx2_2,Wnt7b
Inh_Emx2_Foxa2_1,Npsr1
Inh_Tfap2b_Gata3_5,Sox14
Inh_Tfap2b_Cdh23_2,Adamts19
Ex_Nkx2-2_Robo3_1,Robo3
Chol_Ecel1_Sall4,Il1rapl2
Ex_Skor1_Calr4,Zfp536
Ex_Lhx2_Mdfic2,Megf11
Inh_Dmbx1_Slc17a8,Cpne8
Ex_Tfap2d_Npffr1_2,Syt10
Ex_Vsx2_A630023A22Rik,Glp1r
Ex_Irx2_Slc6a3,Tafa1
Ex_Ebf2_Crhr2_1,Ccdc172
Inh_Pax3_Npy,Npy
Ex_C1ql4_Tnfrsf11b_1,C1ql4
Inh_Pax2_Nrn1l,Ebf2
Inh_Gata3_Olfr48_1,Cckbr
Inh_Foxp2_Irak3_1,Ddx54
Inh_Usp43_Pvalb,Crh
Ex_Ebf2_Gzmk_3,Naa11
Inh_Six3_Stard13,Npy
Ex_Slc30a3_Best3_2,Cadps2
Inh_Six3_Pamr1_2,Crhbp
Inh_Htr3a_Grpr_2,Smoc2
CholEx_Irx2_Slc43a3_4,Syt15
Ex_Phox2b_Plscr4,Nr2f2
Inh_Six3_Serpinb1b_Sox3,Iqschfp
Inh_Etv3l_Erfl_2,Etv3l
Ex_Vsx2_Htr3a,Grp
Inh_Pou6f2_Gldn_3,Pcdh17
Ex_Hpgd_Cd24a_2,Kcng3
Inh_Hoxc4_Sgo2b_1,Kcng4
Ex_Nkx6-1_Nccrp1_1,Nkx6-1
Inh_Gata3_Npffr1_Ntsr1,Tmem132c
Inh_Pax2_Lpl_4,C1qtnf7
Ex_Foxd2_C1ql4,Foxd2
Inh_Ecel1_Foxd1_1,Tmem176b
Ex_Fezf2_Galr1,Ubash3b
Ex_Hoxc6_Hpse_2,Foxb1
Inh_Ecel1_Asb4_3,Inpp4b
Inh_Nkx2-1_Asb,E130114P18Rik
Inh_Hoxc4_Abcc9_4,Abcc9
Inh_Onecut3_Calcrl,Foxd3
Inh_Foxp2_Foxd3_2,Bnc2
Inh_Frmd7_Aox3_3,Slc1a3
Ex_Ebf2_C1ql2_4,Atp10a
Ex_Pou4f1_Gpr151_Col5a3,Gpr151
Fibro_Eya2_Ccdc192_5,Cavin1
Ex_Evx1_Prkcq_3,Pitx1
Inh_Lhx6_Gm8113_Pthlh,Gm8113
Ex_Zic1_Slc38a4,Ndnf
Inh_Six3_Myo3a,Rspo2
CholEx_Hoxb5_Prdm16_2,Mdfic
Ex_Pou4f3_Xdh,Pou4f3
Ex_Nkx6-1_Mia,Smoc2
Inh_Dmbx1_Ccdc3_1,Dmbx1
Ex_Phox2b_Ddit4l_3,Chodl
NG_Myoz1_7,Mdga1
Inh_Pax2_Tecrl,Otp
Ex_Phox2b_Il15,Il15
Inh_Hoxb5_Tecrl,Hmga2
Ex_Sim1_Maf,Sim1
Ex_Dmrta2_Prkcq_1,Dab2
Ex_Phox2b_Dpy19l2,Pi16
Inh_Six3_Pvalb_Adamts14,Esrrb
Ex_Fezf1_Bnc2_3,Sntb1
Inh_Onecut3_Col6a3,Sema3d
Ex_Samd3_Emx2_4,Olfr164
Ex_C1ql4_Islr2_2,Sall3
Ex_Lmx1b_Vmn1r206_1,Corin
Ex_Vsx2_Col5a2,Lhx3
Inh_Pou6f2_Gldn_1,Otp
NG_Draxin_3,Nr2f2
Ex_Tlx1_Kntc1,Tlx1
NorEx_Phox2b_Pmnt_3,Pnmt
Inh_Gata3_Clic5_2,Frk
Inh_Pax2_Zbbx,Ndnf
Inh_Nkx2-2_Prrxl1,Six3
Inh_Six3_Foxa2_4,Prkd1
Ex_Phox2b_Susd5_2,Megf10
Ex_Irx2_Otx1,Ttr
Inh_Lhx6_Esr2_3,Pde11a
Ex_Tfap2d_Slc38a4_2,Pde5a
Inh_Emx2_Il20ra_2,Gpr83
Ex_Defb1_Bhlhe23_1,Chst9
Inh_Pax2_Fst_2,Casr
Ex_Irx1_Padi1_2,Sgcg
Inh_Pax8_Npffr2,Btc
Ex_Ebf2_Sec1_2,4930469K13Rik
Inh_Pax2_Robo3,Slc39a8
Ex_Dmrta2_Irx3,Rph3a
Astro_Fabp7_Hs3st3a1_1,Nkain2
Inh_Pax2_Erfl_13,Tox
Inh_Pax8_A830031A19Rik_3,Esr1
Inh_Pax2_Sycp2l_2,Col6a1
Inh_Lhx1_Colq,Six3
Inh_Lhx6_Sst_Col6a5_6,Igsf21
Ex_Tcf7l2_Fbln1_Slc38a11_3,Tafa4
Ex_Ebf3_Adam33_12,Morc1
Inh_Otx1_Cd36_3,Prlr
Inh_Pax6_Pdgfd_2,Tafa2
Ex_Rorb_Dnah14,Arhgap25
Inh_Dmrt3_Mecom_3,Dmrt3
Inh_Lhx8_Pde11a_5,Lhx8
Inh_Pax2_Vgll3_7,Abcg8
Ex_Fam163a_Prdm6_5,Otp
Inh_Six6_Th,Six6
Ex_Fezf2_Best3,Pdlim1
Inh_Onecut3_Catspere1_1,Gm45194
Inh_Gata3_Otx1_Pdlim3_1,Pdlim3
Inh_Otx2_Cav1,Plac9a
Ex_Ebf2_Gzmk_1,Syt6
Ex_Dmrta2_Tll2_1,Adam12
Inh_Vcan_St8sia2_5,Plxna4
Ex_Vsx2_Lhx3_2,P2ry1
Inh_Nrk_Kcnmb1_3,Sorcs2
Ex_Ccn3_Slc30a3_Dcn_2,Ccn3
Ex_C1ql4_Krt73_1,Chrnb3
Inh_Otx2_Tnnt1_1,Adamts18
Inh_Lhx6_Esr2_5,Esr2
Inh_Pax2_Krt17_1,Krt17
Ex_Pax6_Igfbpl1,Col11a1
Ex_Ccn3_Fezf2_Ptprc_1,Fezf2
Ex_Dmrta2_Lrrc31_Th,Adamts19
Ex_Trabd2b_Slc30a3_Trh_1,Moxd1
Inh_Gata3_Sall1_8,Trhr
Ex_Lmx1b_Pamr1_3,Ltbp1
CholInh_Pax8_Chodl,Chat
Ex_Vsx2_Adgrl4_1,Slc9a3
Ex_Ebf2_Gask1b_1,Sntb1
Inh_Gata2_Arid3c_1,Egflam
Ex_Fam163a_Prdm6_3,Prdm6
Inh_Pax2_Mboat1_2,Fgf10
Inh_Lhx1_Erfl_2,Tac2
Ex_Tfap2b_Piezo2_5,Foxb1
Ex_Plekhg1_Tspear_C6_3,Adamts19
Inh_Skor2_Emx1_1,Csgalnact1
Inh_Foxp2_Foxd3_7,Foxp2
Inh_Gata3_Gdpd2_2,Diaph3
Ex_Tcf7l2_C1ql4_1,C1ql4
Inh_Pde11a_Pgm5_3,Fstl4
Inh_Lamp5_Ndnf_Adam12,Ndnf
Inh_Nkx2-2_Oxtr_1,Foxa2
Ex_Evx2_Tafa3,Tac1
Chol_Isl2_Gata6_4,Cyyr1
Ex_Slc30a3_Teddm3_5,Ntf3
Ex_Lhx4_Cnga3,Bmpr1b
Ex_Irx2_Twist1_2,Rgcc
Inh_Frmd7_Esr2_1,Gcnt1
Ex_Dmrta2_Dnah11,Gpr101
Inh_Pax2_Has2_2,Gsta2
Inh_Otx1_Acacb_1,Zscan20
Ex_Tfap2b_Col4a5,Tcf7l2
Ex_Slc30a3_Adrb2,Gm19410
Ex_Crym_Cldn22,Prkcd
Inh_Foxp2_Foxd3_1,Hoxb6
Ex_Tfap2b_Piezo2_7,Cck
Ex_Hmx2_Ppef1_4,Hmx2
Ex_Emx2_Foxa2_2,Cck
Inh_Pax2_Tcim,Ap1m2
Inh_Lhx1_Nmbr_2,Esr1
Inh_Onecut3_Npy_1,Hoxa5
Inh_Tfap2b_Aym1_2,Gbx1
Ex_Dmrta2_Bmp3_3,Neurod6
Inh_Gata3_Tnc_1,Frem1
Ex_Lmx1a_Crhbp_3,Rasgrp1
Ex_Pou4f1_Plscr5_6,Sox6
Inh_Pax8_Sox6_3,Bfsp2
Inh_Foxp2_Olfm4_3,Ntn1
Inh_Nkx2-2_Ecel1_1,Sst
Inh_Dmbx1_Wnt7b_2,Bmp1
Ex_Irx3_Ccdc192_3,Cdkn1a
Ex_Vsx2_Crym,Tll2
Ex_Ebf2_Vsig2_1,Vsig2
Ex_Tcf7l2_Fbln1_Tead4_2,Rprml
Inh_Pax2_Olfr78,Sema5a
Ex_Pou4f1_Plscr5_5,Rxfp1
Ex_Shox2_Prdm6,Prdm6
SerEx_Fev_A2m,Nwd2
Inh_Emx2_Foxa2_4,0610010K14Rik
Inh_Gata3_Frmd7_1,Npsr1
Inh_Pax8_Sfrp1_5,Sox6
Inh_Fbxl7_Mab21l3,Scn4b
Ex_Skor1_Hpgd_2,Drd3
Inh_Foxd3_Slc16a12_1,Otp
Inh_Gata3_Qrfpr_2,Arhgap31
Inh_Pax2_Erg,Erg
CholEx_Hmx2_Pthlh,Prdm16
Ex_Evx2_Adamts19,Adamts19
Inh_Sall3_Ndnf_5,Ntf3
Inh_Pax2_Hrob_5,Vmn1r207
Inh_Pax2_Cdh3_5,Neurod2
Ex_Pou4f1_Htr5b_6,Rbm20
Inh_Frmd7_Olfr142_8,Ankfn1
Ex_Pitx2_Lamp3_2,Lamp3
Inh_Frmd7_Slc26a7_2,Hpgd
Inh_Pax5_Padi1_1,Zmat4
Inh_Pax2_Bmp3_2,Lama4
Ex_Pou4f1_Pth2r,Pou4f1
Ex_Hoxc6_Moxd1_1,Moxd1
Inh_Ecel1_Sytl4_1,Prkcd
Chol_Tbx20_Ucn,Chrna3
Inh_Pax5_Vwa7_1,Nts
Ex_Phox2b_Olfr560,Adarb2
CholEx_Pax2_Crabp1_2,Drd1
Ex_Hmx3_Sst,Pcsk6
Ex_Phox2b_Tac2_2,Tac2
Ex_Ebf2_Emilin2,Rbpms
Ex_Pou4f2_Sult3a2_4,Sox6
Inh_Gbx1_Htr1a_8,Npas1
Ex_Ebf2_Myzap,Sema3d
Ex_C1ql4_Tgm6_1,Svep1
Ex_Phox2b_Pdyn_3,Unc45b
Inh_Six3_Rab3b,Pvalb
Inh_Otx2_Prdm16_7,Edar
Inh_Irx5_Sall1,Cyyr1
Ex_Sim1_Lmcd1,Lmcd1
Ex_Ebf2_Abcc9_2,Abcc9
Ex_Dmrta2_Prkcq_5,Nts
Inh_Pax8_Nkx6-1_3,Npsr1
Inh_Ppp1r1b_Drd1_Rbp1_4,Pcdh17
Ex_Lmx1b_1110032F04Rik_1,Skor1
Ex_Zfp831_Gzmk_2,Zbbx
Ex_Prox1_Bhlhe23_3,Nr2f2
Inh_Onecut1_Sncg_2,Pou6f2
Ex_C1ql4_Trhr_7,Pde3a
Inh_Lhx1_Otp_2,1810010H24Rik
Ex_Pax6_Avpr1a_4,Otx1
Ex_Pou4f1_Htr5b_11,Hoxd1
Ex_Lhx9_F2rl2,Piezo2
Inh_Pax6_Foxd1_2,Prkd1
Inh_Ppp1r1b_Drd2_Atf3,Cartpt
Ex_Tcf7l2_Ccdc80,Fbn2
Inh_Lhx8_Pde11a_10,Calcr
Ex_Evx2_Npsr1,Skor2
Inh_Pax2_Nr2e3,Nr2e3
Inh_Pax5_Asb4_3,Erg
Ex_Pou4f2_Grpr,Trhde
Ex_Ebf2_6430628N08Rik_5,Gmnc
Inh_Dmrt3_Tarm1_2,Dmrt3
Inh_Exd1_Arhgap9_3,Otp
Inh_Ppp1r1b_Drd1_Shisa8_1,Nkain1
Inh_Lhx1_Dach2_3,Phykpl
Inh_Lmo2_Dsg2_1,Sall1
Ex_Lhx9_Slc38a11_4,Prdm6
Ex_Fezf2_Lrp2,Nmbr
Ex_Ebf2_Gzmk_2,Neurod6
Inh_Six3_Pvalb_Npy_2,Npy
Inh_Gata3_Pdlim3_3,Tfap2a
Ex_Lmx1a_Arhgap36,Fanca
Inh_Gata3_Dhrs3_Sox14_1,Gli3
Ex_Skor1_Slc5a7_2,Samd3
Inh_Lhx1_Mdfic2,Foxd1
Ex_Samd3_Emx2_6,Gpc5
Inh_Nkx2-2_Pnoc_2,Fign
Inh_Pax2_Postn_1,Hhip
Inh_Six3_Drd3_3,Rorb
Ex_Lmx1a_Irx6_3,Qrfpr
Ex_Pou4f1_Abcc9_3,Npffr1
Ex_Phox2b_Ghrh_1,Npy
Inh_Six3_Sox2_10,Sntg2
Ex_Neurod6_Dnah11_7,Dnah11
Ex_Pou4f3_Wfdc10_1,Egln3
Ex_Neurod6_Dnah11_3,Calca
Ex_Dmrta2_Lhx1_3,Pitx2
Ex_Plekhg1_Nox4_Bnc2,Nox4
Ex_Plekhg1_Epha1_Smoc2_2,Trpm6
Ex_Phox2b_Npffr2_2,Phox2b
Ex_Lhx9_Chrm1_1,Dlk1
Ex_Evx1_Clec9a_3,Cdkn1c
Ex_Lhx2_Tlx1_1,Tmem233
Ex_Ebf2_Crhr2_3,4930469K13Rik
Ex_Lmx1a_Pgr15l_3,Avpr1a
Ex_Pou4f1_Htr5b_1,Vgll2
Inh_Pax2_Erfl_11,Rpp25
Ex_Samd3_Emx2_7,Lama4
Inh_Esr2_Avp_2,Pgm5
Inh_Pax2_Kirrel2_2,Tnfrsf13c
Ex_Lhx9_Rxfp3,Ccnd2
Inh_Pax6_Egfr_2,Sema3d
Inh_Sox1_Sp9_4,Defb1
Ex_Tfap2b_Ppp1r1c_2,Tcf7l2
Inh_Otx2_Myo5b_3,Ankfn1
Inh_Dlx1_Dock5_1,Isl1
Chol_Isl2_1700017N19Rik_2,Isl2
Ex_Pou4f1_Plscr5_4,Cadps2
Ex_Fezf2_C1qtnf7,Dcn
Ex_Fezf2_Tmem255b_2,Tmem255b
Inh_Onecut3_Piezo2_4,Aldh1a2
Ex_Nkx2-4_Chrdl1,Hs3st2
Inh_Sp8_Sox6_2,Fam83b
Inh_Lhx6_Sst_Ctsc_4,Slc5a5
Inh_Nkx2-2_Slc26a7_2,Plac9a
Inh_Nkx2-1_Sytl4_1,Adarb2
Inh_Pax2_Tfap2b_Tcim_3,Vmn1r196
Inh_Pax2_Frem3,C1qtnf7
Ex_Phox2b_Gda_1,Gda
Ex_Ebf2_Vmn1r214,Npl
Inh_Dlx1_Dnah5_2,Prkcd
Inh_Pax8_Slc16a12_3,Scgn
Ex_Dmrta2_Bmp3_1,Bmp3
Ex_Phox2b_Tmem114,Hoxb7
Ex_Lhx9_Slc38a11_5,Kcng3
Ex_Phox2b_Dbh_2,Bcl11a
Ex_Sall1_Pmfbp1_1,Uqcr11
NG_Myoz1_3,Afap1l2
Inh_Tbx3_Crabp1,Tcf7l2
Inh_Hoxb5_Ptpn14,Hoxb8
Inh_Pax2_Col16a1,Kcnc2
Ex_Irx2_Galr1_1,Ldb2
Inh_Gata3_Mmrn1_2,Sst
Ex_Ebf2_Mafa_2,Corin
Ex_Lhx9_Atp8b1_2,Tmem100
Inh_Sp8_Mc4r,Prkcd
Ex_Sox6_Calcr,Gm45194
Ex_Fibcd1_Tacr3_1,Dio3
Ex_Lmx1b_Cd36_1,Cacng3
Ex_Tfap2b_Defb1,Sall1
Inh_Lhx6_Crhbp_2,Sst
Ex_Pax6_Pappa2_2,Pax6
Inh_Foxp2_Btc_4,Cadps2
Ex_Pitx2_Adam18,Cyyr1
Ex_Phox2b_Col5a2_Pdyn,Phox2b
Inh_Pax8_Asb4_2,Hgf
Inh_Six3_Fap,Slit3
Inh_Prox1_Draxin,Sox5
Inh_Hmcn1_Sycp2l_6,Hmcn1
Inh_Otx1_Pmfbp1_1,Otx1
Inh_Fbxl7_Crabp1_1,Crabp1
Ex_Pax6_Pgr15l_1,Crhbp
Ex_Ebf2_Ghrh_3,Npffr1
Inh_Pax2_Prdm6_1,Prdm6
Ex_Irx2_Rai14,D16Ertd472e
Ex_Samd3_Tnfaip8_1,Pde1c
CholEx_Nkx2-4_Hmcn1_1,Col27a1
Inh_Tfap2b_Saa1_1,Dlk1
Ex_Ebf2_Il15_2,Kcnj16
Inh_Lhx1_Egflam_4,Egflam
Ex_Pax6_Them7,Pax6
Inh_Foxa2_Ano1,Sntb1
