Zeng_cl,gene
4711,Tfap2d
5408,Sst
5408,Irx2
5408,Tfap2d
5408,Tfap2b
5408,Scn4b
4843,Tstd1
4843,Defb1
4843,Prox1
4690,Defb1
4690,Wif1
4708,Defb1
4708,Sema3d
4709,Ebf3
4709,St14
4709,Npy
4709,Erbb4
4729,Zbbx
4729,Ndnf
4729,Tfap2d
4730,Zeb2
4730,Prokr2
4730,Slc38a4
4731,Mertk
4731,Gna14
4731,Tfap2d
4839,Zfp804b
4839,Pld5
4839,Bhlhe23
4839,Pdyn
4840,Bhlhe23
4840,Megf11
4844,Pirt
4844,Bhlhe23
4844,Pdzrn3
4687,Cd44
4687,Ebf2
4687,Tfap2d
4687,Glp1r
4703,Arhgef26
4703,Irx2
4703,Tfap2d
4691,Slc5a7
4691,Prokr2
4691,Tfap2d
4692,Defb1
4692,Smoc2
4692,Tfap2b
4704,Mamdc2
4704,Npas1
4704,Tfap2b
4728,Defb1
4728,Prokr2
4728,Slc38a4
4732,Tfap2d
4702,Six3
5005,Bhlhe23
4688,Wif1
4689,Esrrb
4689,Dapl1
4714,Greb1
4714,Wif1
4714,Tfap2b
4736,Th
4736,Tfap2b
4736,Tfap2d
4694,C1ql2
4694,Pou4f1
4694,Fgf10
4694,Tfap2d
24467,Lama1
24467,Ntsr1
24467,Prss12
24467,Tfap2d
24472,Reln
24472,C1ql2
24472,Apcdd1
24472,Glp1r
24472,Tfap2d
24473,Gm15155
24473,Zic4
24473,Tfap2b
24473,Tfap2d
24471,Bcl11b
24471,Pmfbp1
24471,Tfap2d
24471,Nxph3
4862,Rbp4
4862,Tfap2d
4862,Dach2
4854,Syt2
4733,Nmur2
4733,Shox2
4733,Trdn
4735,Emid1
4735,Lhx9
4735,Nmur2
4738,Rxfp1
4739,Susd5
4739,Bhlhe23
4837,Fn1
4837,Shox2
4848,Sp9
4848,Arhgap36
4850,Shox2
4850,Grp
4850,E130114P18Rik
4850,Npsr1
4858,Slc5a7
4858,Neurod6
4858,Ackr3
4766,Rnf207
4766,Cck
4766,Neurod6
4766,Shox2
4855,Sp9
4855,Qrfpr
4855,Olig3
4861,Fbn2
4861,Grp
4861,Bhlhe23
4861,Penk
4761,Serpina3g
4699,Crh
4699,Gldn
4789,Gbx2
4789,Onecut3
5140,Igfbp4
5140,Gbx2
4767,Tac1
4767,Nkx2-2
4776,Shox2
4776,Crh
4776,Csgalnact1
4776,Nkx2-2
4791,Sp9
4770,Adamtsl3
4770,Gbx2
4770,Bmp3
4770,Pthlh
4771,Krt17
4771,Nts
4771,Ror1
4779,Gpc3
4779,Crhbp
4780,Otof
4780,Foxp2
4780,Angpt1
4780,Ntng1
4780,Gbx2
4780,Cdh9
4780,Sox5
4780,Adgrg2
4782,Fibcd1
4782,Cdh3
4782,Edaradd
4783,Slc17a8
4783,Ctxn3
4783,Trhr
4783,Calca
4786,Gpr151
4786,Npsr1
4775,Bcl11b
4775,Otof
4775,Ctxn3
4775,Gbx2
4777,Drd3
4777,Nts
4777,Edaradd
4778,Asb4
4778,Lama1
5130,Npffr2
5130,Gng8
5130,Chst9
5131,Calcb
5131,Il20ra
5131,Zfp804b
5131,Pdyn
5132,Tpbg
5132,Igf1
5133,Lama1
5133,Shox2
5135,Dkk2
5135,Edaradd
5135,Pappa
5135,Npsr1
5138,Grp
5138,Adgrf5
5138,Npsr1
5144,Otof
5144,Nts
5144,Igf1
5146,Nts
5146,Tpbg
5146,Gbx2
5147,Calcb
4773,Pth2
4773,Dsc3
4769,Pth2
4769,Igfbp4
5143,Tacr1
5143,Qrfpr
5143,Gbx2
5143,Npsr1
4794,Pth2
4794,Calcr
4772,Trpc6
4772,Gbx2
4772,Igf1
4784,Ctxn3
4784,Acvr1c
4784,Hmcn1
4785,6430628N08Rik
4787,Crhbp
4787,Npsr1
4790,Gm45194
4790,Pth2
4768,Sox6
4801,Nr5a2
4801,Col5a2
4845,Ism1
4845,Crhr2
4845,Shox2
4846,Reln
4847,Fgf10
4852,Sox6
4852,Wif1
4852,Kcnj5
4852,Igfbp7
4853,Slc5a7
4853,Gbx2
4856,Slc26a7
4856,Nr5a2
4857,Trhr
4857,Gbx2
5134,Dkk2
5134,Gbx2
5134,Bnc2
5136,Moxd1
5136,Gbx2
5136,Bnc2
5136,Hmcn1
5137,Gli3
5139,Moxd1
5139,Gbx2
5139,Qrfprl
5139,Megf11
5145,Moxd1
5145,Cbln2
5145,Gbx2
5145,Trpc4
4792,Adgrg2
4792,Nkx2-2
4792,Lhx9
4793,Olig3
4793,Shox2
4796,Wif1
4797,Sp9
4797,Gng8
4797,Shox2
4798,Cd24a
4798,Gng8
4798,Adam12
4799,Gng8
4800,Gng8
4800,Naa11
4800,Ecel1
4851,Ebf3
4851,Olig3
4762,St14
4762,Nkx2-2
4763,St14
4763,Nkx2-2
4764,St14
4764,Bnc2
4765,St14
4765,Gna14
4765,Shox2
4774,Crhbp
4774,Tmem114
4795,Pth2
4795,Agtr1a
4727,Lgr6
4727,Rasgrf2
4737,Crhbp
2164,Foxa1
2165,Ttc6
2165,Foxb1
2165,Sim1
2364,Foxa1
2364,Zic1
2364,Nxph1
4527,Twist1
4528,Meis2
4528,Lmo2
4528,Tfap2d
4529,Gm2115
4529,Plscr5
4529,Bnc2
4529,Twist1
4533,Barhl1
4533,Htr2a
4533,Qrfprl
4533,Unc5d
4533,En1
4533,Zic1
4534,Pou4f3
4534,Zic5
4534,En1
4543,Drd3
4543,Twist1
4549,Tac2
4549,Twist1
4572,Serpina3g
4572,Scml2
4572,Hpgd
4572,Shox2
4573,Phex
4573,Pmfbp1
4573,Pdpn
4524,St14
4524,Chrnb3
4535,Agtr1b
4535,Irx6
4517,Evx2
4517,Zic5
4517,Tfap2d
4646,Trhr
4646,Trim21
4646,Adam18
4647,Phex
4647,Tll1
4647,Slc17a6
4647,Sostdc1
4542,Dnah14
4542,Lhx9
4542,Mafa
4545,Lef1
4545,Barhl2
4545,Mafa
4550,Barhl1
4550,Drd3
4550,Qrfpr
4554,Pmfbp1
4554,Ror1
4554,Scube2
4555,Kcnh8
4555,Zfp536
4555,Plce1
4555,Tcf7l2
4556,Pth2r
4556,Lhx9
4574,Barhl1
4574,Mab21l2
4574,Cck
4544,Kcnj5
4544,Cdh9
4544,Hpgd
4544,Scn4b
4547,Reln
4547,Irx3
4547,Drd3
4547,Lama1
4547,Kcnq5
4548,Edaradd
4548,Irx2
4552,Gpc3
4553,Nxph4
4553,Tcf7l2
4553,Mafa
4575,Scn5a
4575,Chrm1
4575,Pou4f2
4546,9130008F23Rik
4546,Drd3
4546,Barhl1
4519,Barhl1
4519,Drd3
4519,Col27a1
4519,Ebf3
4520,St14
4520,Crym
4521,Dgkk
4521,Twist1
4521,Drd3
4521,Ror1
4521,Col18a1
4522,Drd3
4522,Ctxn3
4523,Mamdc2
4523,St14
4523,Piezo2
4526,Wfdc10
4481,Pou4f3
4481,Crh
4481,Hmcn1
4482,Npffr1
4482,Kl
4482,Shox2
4482,Twist1
4485,Shox2
4486,Kl
4486,Tfap2b
4486,Onecut3
4487,Piezo2
4487,Tfap2b
4487,Onecut3
4490,Onecut3
4490,Zbbx
4490,Tfap2b
4490,Hmcn1
4502,Snorc
4502,Tfap2b
4508,Rbm47
4508,Kl
4509,Mamdc2
4509,Calcr
4509,C1ql1
4509,Tfap2b
4473,Tstd1
4473,C1ql4
4475,Rxrg
4484,Ebf3
4484,Trhr
4491,Asb4
4491,Gna14
4501,Pou4f1
4503,Ghrh
4503,Prkcq
4531,Dlk1
4531,Qrfprl
4531,Defb1
4531,Mamdc2
4531,Zfp536
4536,Nr5a2
4536,Papln
4537,Nr5a2
4538,Tstd1
4538,Isl1
4538,Onecut3
4539,Vcan
4964,Trpc5
4964,Cubn
4964,Pax5
4964,Tfap2d
4479,Pappa2
4479,Gna14
4479,Tfap2b
4479,Tox
4480,Abcc9
4480,Pgr15l
4480,Slc38a11
4488,Tfap2b
4488,Ebf2
4488,Qrfprl
4488,Gna14
4506,Esm1
4506,Defb1
4525,Rxfp1
4525,Tacr1
4525,Tfap2b
4525,Twist1
4470,Tstd1
4470,Mgp
4472,Crhr2
4472,Htr1b
4472,Qrfprl
4489,Cnga3
4489,Tcf7l2
4489,Tfap2d
4514,Crhr2
4514,Egr3
4495,Tac1
4495,Ghrh
4495,Tafa1
4495,Tfap2b
4510,Calcr
4510,Tfap2b
4510,Dlk1
4511,Arg1
4511,Oxtr
4515,Ntng2
4515,Glipr1
4516,Slc38a11
4471,Nr5a2
4471,Hmcn1
4477,Barhl1
4477,Bnc2
4477,Onecut3
4496,Papln
4498,Serpina3g
4498,Tacr3
4498,Slc38a11
4499,Nr5a2
4499,Sfrp1
4504,Calcr
4504,C1ql1
4504,Papln
4512,Moxd1
4512,Pou4f1
4512,Serpina3g
4512,Nr2f2
4483,Mup6
4483,Bnc2
4497,Ptger3
4500,Serpina3g
4500,Onecut1
4500,Ptprt
4500,C1ql3
4500,Npnt
4507,Barhl1
4507,Plscr5
4507,Cubn
4474,Barhl1
4474,Sst
4474,En1
4476,Irx6
4476,Cdk15
4492,Creb5
4492,Irx6
4493,Pappa
4493,Plscr5
4493,En1
4494,Barhl1
4494,Tenm2
4494,Angpt1
4494,Irx5
4494,Calb1
4494,Onecut3
4505,Adgrg2
4505,Mctp2
4597,Lhx9
4597,Shox2
4598,Pou4f1
4598,Prokr2
4599,Barhl1
4599,Fibcd1
4599,Bnc2
4601,Shox2
4601,Csta2
4601,Qrfprl
4602,C1ql4
4602,Gpc3
4602,Barhl2
4602,Slit3
4622,Th
4622,Pou4f2
4622,Megf11
4623,Ifi213
4623,St3gal1
4623,Ebf1
4625,Tpbgl
4625,H2-Q2
4625,Chn2
4625,Shox2
4626,L3mbtl4
4626,Serpinb1b
4627,Drd2
4637,Ifi213
4637,Grp
4637,Sncg
4638,Adamts19
4638,1700012B09Rik
4638,Stk32b
4638,Aldh1a1
4639,Asb4
4639,Olfr273
4639,Kcng1
4645,Barhl1
4645,Pde3a
4645,Cd24a
4644,Kcnk13
4644,Qrfpr
4644,En1
4607,Barhl1
4607,Npffr2
4607,Qrfpr
4607,Prlr
4629,Tnnt2
4629,Pou4f1
4629,Chrnb3
4630,Barhl1
4630,Ppp1r17
4631,Vcan
4631,Dkk2
4632,Barhl1
4632,Atp6ap1l
4632,Ebf1
4632,Nxph4
4632,Wnt2
4633,Barhl1
4633,Syndig1
4633,Kit
4633,Gpc3
4633,Ebf2
4633,Lrrtm4
4633,Tnnt2
4635,Ebf2
4635,Glp1r
4636,Grp
4636,Chrnb3
4641,Barhl1
4641,Tac1
4641,Sostdc1
4641,Bcl11b
4641,Nr2f2
4641,Tnnt2
4603,Chrnb3
4603,Bnc2
4606,Ttc29
4606,Sox6
4606,Grp
4612,Ttc29
4612,Adgrg6
4618,Ttc29
4618,Grp
4618,A730046J19Rik
4619,Sox6
4619,Sostdc1
4619,Pou4f2
4619,Scn7a
4640,Sox6
4640,Chrnb3
4624,Agtr1b
4624,Trpv6
4604,Fibcd1
4604,Kcnh8
4604,Bnc2
4610,Sostdc1
4610,Gdnf
4611,Klhl14
4611,Gng8
4611,Serpina3g
4615,Atp8b1
4615,Tacr1
4615,Adam12
4615,Pkhd1
4616,Barhl1
4616,Atp8b1
4616,Ebf2
4616,Sema5b
4616,Drd2
4617,Barhl1
4617,Cyp26b1
4617,Shisal2b
4617,Il1rapl2
4628,C1ql3
4628,Clec9a
4628,Dlk1
4608,Hs3st4
4608,Npy2r
4608,Gli2
4608,Tac1
4634,Ebf2
4634,Dpp10
4634,Hmcn1
4609,Serpina3g
4609,Atp8b1
4609,Sostdc1
4609,Gda
4609,Nr2f2
4613,Barhl1
4613,Syt2
4613,Npsr1
4613,Trhr
4613,Drd5
4614,Barhl1
4614,Atp8b1
4614,Il1rapl2
4614,Gda
4614,Npsr1
4614,Prss12
4620,Htr1a
4620,Cpa6
4620,Cbln4
4620,A730046J19Rik
4605,Fibcd1
4605,Moxd1
4621,Phex
4621,Serpina3g
4621,Layn
4642,Barhl1
4642,D7Ertd443e
4642,Myo3b
4642,Sv2c
4643,Barhl1
4643,C1ql4
4600,Pth2r
4668,Gli3
4668,Tpbg
4668,Osbpl3
4668,Tfap2d
4669,Piezo2
4669,Gli3
4669,Plscr5
4670,Barhl1
4670,Prokr2
4670,Sox5
4670,Sox6
4670,Gli3
4670,Plscr5
4672,Ramp3
4672,St14
4672,Gli3
4672,Tafa4
4674,Cnih3
4674,Trim21
4674,Bnc2
4674,Pou4f2
4680,St14
4680,Gli3
4681,Pou4f3
4681,Gal
4682,Lgr6
4682,Gal
4682,Pou4f2
4682,En1
4666,Rab38
4666,Plscr5
4666,Pappa2
4666,Bnc2
4667,Barhl1
4667,Ebf2
4667,Bcl11b
4667,Sox6
4667,Bcl11a
4667,Plscr5
4671,Ttc29
4671,Serpinb1b
4673,Myl2
4673,Tac2
4897,Fibcd1
4676,Ttc29
4676,Gpc5
4676,Trim21
4676,A730046J19Rik
4675,Cartpt
4675,Trim21
4675,Npsr1
4675,Sostdc1
4649,Ttc29
4649,Rab38
4649,Irx6
4649,Hmcn1
4654,Rab38
4654,Pirt
4654,Tpbgl
4654,Gli2
4654,Pou4f2
4655,Pirt
4655,Gli3
4655,Csgalnact1
4658,Pirt
4658,Gli3
4658,Kcnj5
4658,Npsr1
4665,Barhl1
4665,Trim21
4665,Pappa2
4665,Tfap2d
4683,Pou4f1
4683,Nts
4683,Fn1
4684,Lgr6
4684,Mtnr1a
4685,Trim21
4685,Fam20a
4686,Trim21
4686,Thbs1
4648,Sln
4648,Plce1
4648,Sult3a2
4650,Pou4f2
4651,Adamts19
4651,Drd3
4651,Sult3a2
4652,Trdn
4652,Gng8
4652,Lef1
4652,Cartpt
4679,Barhl1
4679,Prokr2
4679,Ebf2
4679,Ttc29
4679,Cartpt
4653,Wif1
4653,Lama3
4653,Nos1
4653,Npsr1
4656,Wif1
4656,Abcc9
4656,Megf11
4656,Igfbpl1
4657,Pth2r
4657,Cartpt
4657,Pou4f2
4657,Rbp1
4659,Barhl1
4659,Gli3
4659,Gal
4659,Plscr5
4886,Syk
4886,Slit2
4886,Gli3
4886,Fgf10
4886,Cartpt
4887,Sostdc1
4887,Syk
4887,Fgf10
4898,Scube2
4898,Tac2
4898,Plscr5
4899,Gpr50
4899,Barhl1
4900,Serpina3g
4900,Syk
4900,Dkk2
4888,Npffr2
4888,Cacna2d3
4888,Pou4f2
4888,Glis3
4889,Ppp1r1c
4889,Gal
4890,Wnt5a
4890,Sult3a2
4890,Stk32a
4902,Defb1
4902,Tac2
4902,Plscr5
4895,Glis3
4895,Pou4f2
4895,Qrfprl
4895,En1
4884,Sox6
4884,Pou4f2
4903,Arhgap36
4903,Serpina3g
4903,Tfap2d
4903,Igf1
4705,Barhl1
4705,Sulf1
4705,Npas1
4705,Tfap2d
4892,Grpr
4892,Slc15a5
4904,Pou4f2
4904,Ntng2
4904,A730046J19Rik
4904,Angpt1
4909,Npas1
4909,Gli3
4909,Shox2
4910,Sst
4910,Scube2
4910,Pou4f2
4910,Tfap2d
4901,Gal
4901,Plscr5
4901,Cck
4880,Emid1
4880,Vcan
4880,Plscr5
4880,Ebf1
4908,Rab38
4908,Sult3a2
4891,St8sia5
4891,Slc15a5
4891,Hmcn1
4893,Sult3a2
4893,Glra1
4893,Trarg1
4894,Trarg1
4894,Lrat
4905,Npr3
4905,Qrfprl
4905,Esr2
4905,Meis2
4905,Sult3a2
4518,Pou4f3
4518,Zic1
4518,Prlr
4518,Twist1
4885,Cartpt
4885,Tac2
4885,En1
4906,Barhl1
4906,Npy2r
4906,Pou4f3
4872,Cxcl14
4872,Prmt8
4872,Atp10a
4872,Egflam
4881,Ebf2
4881,Mc4r
4881,Npsr1
4882,Piezo2
4882,Gli3
4873,Megf11
4873,Hgf
4873,Igf1
4874,Npffr2
4874,Plpp4
4874,Bnc2
4874,Them7
4875,Nr5a2
4875,Them7
4988,Sox6
4988,Igf1
4988,Onecut3
4996,Bmp7
4996,Pou4f3
4996,Piezo2
4943,Tstd1
4943,Sst
4943,Col11a1
4945,Foxb1
4945,Ror1
4946,Pou4f3
4946,Col24a1
4946,Lhfp
4947,Pou4f3
4947,C1ql1
4947,Baiap3
4947,Megf11
4948,Plscr4
4948,Foxb1
4949,Rxfp1
4949,Prlr
4951,Col24a1
4951,Ebf2
4951,Prlr
4951,Abi3bp
4953,Onecut1
4953,Pou4f3
4953,Acan
4954,Pou4f3
4954,Ebf2
4950,Medag
4950,Abi3bp
4921,Rxfp1
4921,Sox6
4921,Foxb1
4921,Tcf7l2
4932,Kcnh8
4932,Col24a1
4932,Foxb1
4933,Samd3
4933,Dkk2
4933,Pou4f2
4934,Ppp1r1c
4934,Foxb1
4934,Wif1
4935,Foxb1
4935,Chst9
4935,Bnc2
4935,Tfap2b
4936,Foxb1
4936,Stk32b
4936,Tacr3
4936,Bnc2
4938,Foxb1
4938,Tfap2b
4939,Gna14
4939,Tfap2d
4939,Them7
4940,Ebf2
4940,Tfap2a
4941,Tnnt2
4941,Foxb1
4941,Sntb1
4942,Piezo2
4942,Npsr1
4952,Baiap3
4952,Them7
4928,Ccdc141
4928,Foxb1
4928,Ramp3
4876,Ednra
4876,Foxb1
4876,Sult3a2
4883,Foxb1
4883,Calb1
4896,Shox2
4896,Ccn3
4896,Wnt5a
4896,Cartpt
4896,Plscr5
4877,Serpina3g
4877,Plscr5
4877,Bnc2
4878,Trpa1
4878,Tmem232
4879,Ttc29
4879,Foxb1
4879,Slc17a6
4879,Itm2a
4907,Nts
4922,Adamtsl3
4922,Foxb1
4923,Rxfp2
4923,Foxb1
4923,Grik3
4923,Dgkk
4924,Dkk1
4925,Tnnt1
4925,Foxb1
4925,Tfap2b
4930,Foxb1
4930,Ctxn3
4930,Calca
4931,Dkk1
4931,Crabp1
4926,Tafa1
4926,Dpy19l2
4926,Tfap2b
4927,Foxb1
4927,Syt17
4927,Epsti1
4929,Rxfp2
4929,Mdga1
4929,Necab1
4937,Sst
4937,Foxb1
4937,Epsti1
4944,Sst
4944,Foxb1
4944,Ebf2
4944,Scn4b
4802,Slc6a5
4802,Foxb1
4802,Tfap2b
4806,Neurod2
4806,Npsr1
4807,Foxb1
4807,Adam18
4808,Adamts19
4808,Gfra1
4808,Foxb1
4660,Pou4f3
4661,Svep1
4661,Cdk15
4661,En1
4662,Cadps2
4662,Hgf
4662,Slc39a12
4662,Plscr5
4662,Tfap2b
4663,Sln
4663,Slc17a6
4663,Tfap2b
4664,Zeb2
4664,Gli2
4664,Tfap2b
4678,Qrfpr
4678,Tfap2b
4678,Fras1
4677,Plscr5
4677,Abi3bp
4677,Cdh12
4677,Tafa4
4986,Clec18a
4987,Pitx2
5000,Ebf3
5000,Pitx2
5000,Crabp1
5001,Bmp7
5001,Pitx2
5001,Bnc2
5001,Lef1
5001,Fibcd1
5001,Ptprk
5002,Galr1
5002,Clec18a
5002,Pitx2
5003,Kntc1
5003,Pitx2
5003,Hmcn1
5004,Nr5a2
5004,Frem3
5004,Onecut3
5006,Pitx2
5006,Prph
5006,Snorc
4991,C1ql1
4991,Penk
5007,Pitx2
5007,Hgf
4989,Mgarp
4990,Gli3
4990,Bace2
4992,Ankfn1
4992,Snorc
4992,Kcng1
4995,Snorc
4997,Pde1a
4997,St14
4997,Dkk2
4993,Gli3
4993,Ntng2
4994,Pitx2
4994,Fgf7
4998,Sncg
4998,Fgf7
4998,Tfap2d
4586,Mcub
4586,Baiap3
4586,Cxcl14
4586,Mfge8
4586,Tfap2d
4587,Mfge8
4587,Irx2
4587,Dscaml1
4587,Tfap2d
4588,Mfge8
4588,Sv2c
4588,Ndnf
4588,Tfap2d
4590,Rxfp1
4590,Pvalb
4591,Grp
4591,Vip
4591,Tfap2d
4592,Cdh23
4592,Npr1
4592,Tfap2d
4593,Cd44
4593,Cdh23
4593,Tfap2d
4594,Spp1
4595,Ctsc
4595,Tfap2d
4551,Adam34
4551,Tfap2d
4576,Onecut1
4576,Chrnb4
4576,Tnc
4576,Tfap2d
4577,Klhl14
4577,Irs4
4577,Tfap2d
4577,Chrna3
4578,Ptx3
4578,Bmp3
4578,Igfbpl1
4579,Ptx3
4580,Mdfic
4580,Ptx3
4580,Defb1
4581,Tfap2d
4582,Chrnb4
4582,Pou4f1
4582,Kcnmb2
4583,Dkk2
4585,Crhr2
4585,En1
4585,Tfap2d
4585,Stc1
4567,Necab2
4567,Tcf7l2
4567,Oprk1
4567,Cdhr1
4567,Bcl11a
4567,Tfap2d
4584,Defb1
4584,Cfap77
4559,Barhl1
4559,Sst
4559,Gpr83
4559,Cxcl14
4559,Slc24a4
4561,Trhr
4561,Egr3
4561,Tfap2d
4561,En1
4562,Serpina9
4562,Adcyap1
4562,Tfap2d
4562,Abi3bp
4563,Gulp1
4563,Tspear
4563,St3gal1
4563,Tfap2d
4563,Ptprk
4564,Kcnab3
4564,Col23a1
4564,Gulp1
4564,Stk32a
4564,Tfap2d
4566,Syt10
4566,Tfap2d
4566,Gulp1
4541,Nr2f1
4541,Foxp2
4541,Cbln1
4541,Cxcl14
4541,Rgs16
4541,Tfap2d
4557,Barhl1
4557,Sst
4557,Scn5a
4557,Tfap2d
4558,Barhl1
4558,Gpr149
4558,Dgkk
4558,Htr2c
4558,Gda
4558,Tacr1
4558,Plpp4
4558,Bcl11a
4558,Npnt
4558,Prlr
4558,Tfap2d
4565,Egr2
4565,Lhx9
4565,Egr3
4565,Tfap2d
4568,Crhbp
4568,Tfap2d
4568,Cdhr1
4596,Barhl1
4596,Tmem215
4596,Bmp3
4596,Tfap2d
4589,Tcf7l1
4589,Sntb1
4589,Tfap2d
4560,Grm8
4560,Tfap2d
4560,Shisa8
4569,Il23r
4569,Pou4f2
4569,Tfap2d
4571,Sst
4571,Cfap77
4571,Htr7
4571,Tfap2d
4570,Meis2
4570,Tcf7l2
4570,Npsr1
4983,Gpr50
4983,Lepr
2642,Cxcl14
2642,Prdm6
2648,Tnfaip8
2648,Crispld2
2649,Mob3b
2649,Tnc
2651,Chrdl1
2651,Prph
2651,Foxp2
2651,Sema5a
2652,Scgn
2652,Lhx9
2655,Mab21l2
2655,Scgn
2655,Prdm6
2657,Npas1
2657,Slc5a7
2657,Prdm6
2657,Npsr1
2658,Cxcl14
2658,Prdm6
2658,Dscaml1
2658,Bnc2
2647,Ebf3
2647,Kcne4
2647,Pthlh
2644,Krt19
2644,Tnfrsf13c
2645,Scgn
2645,Ebf2
2645,Gda
2645,Shisa8
2650,Wnt3
2650,Scgn
2650,Glis3
2672,Crispld2
2672,Scube1
2672,Cck
2673,C1ql4
2673,Postn
2646,Slc5a7
2646,Tnfaip8
2646,Npsr1
2646,Scgn
2646,Prlr
2653,Slc5a7
2653,Evx2
2653,Pcdh20
2653,Slit2
2653,Irx4
2656,Irx4
2656,C1ql4
2656,Prss12
2656,Pax5
2661,Tafa3
2661,Chrna6
2662,Slc18a3
2662,Sla
2662,Avp
4955,Krt19
4955,Prdm6
2643,Defb1
2643,Prdm6
2643,Bnc2
2664,Lpl
2664,Prdm6
2665,Crh
2665,Prdm6
2665,Hs3st6
2671,Th
2671,Prdm6
2671,Gldn
2666,Nox4
2666,Prdm6
2666,Mctp2
2669,Trhr
2669,Prdm6
2669,Bnc2
2669,Cubn
2654,C1ql4
2654,Scgn
2654,Foxp2
2654,Tacr3
2659,Irx3
2659,St14
2659,Crispld2
2659,Hcrtr1
2659,Gpr149
2660,Nxph4
2660,Crispld2
2660,Egfr
2641,Mtnr1a
2641,Ikzf1
24658,Tcf24
4805,Foxb1
4809,Chrnb3
4809,Tfap2d
4804,Pou4f2
4804,St8sia2
4804,Vmn1r206
4804,Tafa4
4803,Ccdc141
4803,Tfap2d
4810,Vgll3
4810,Ebf2
4810,Pou4f2
4810,Hpse2
4826,Ecel1
4826,Anxa11
4826,Tacr1
4826,Pou4f2
4826,Neurod2
4813,Hpse2
4813,C1qtnf7
4813,Shox2
4916,Npl
4916,Col18a1
4916,Chst9
4916,Bnc2
4920,Sp5
4920,C1ql1
4917,Vip
4917,Fgf10
4917,Bnc2
4918,Lef1
4918,Vip
4918,Sntb1
4919,Barhl1
4919,Tspan11
4919,Mafa
4911,Barhl1
4911,Lhfp
4911,Plscr5
4912,Syt6
4912,Tac1
4912,Sox6
4912,Itga7
4912,Dkk2
4913,Crocc2
4913,Prokr2
4913,Vmn1r206
4914,Ebf2
4914,Hmcn1
4914,Pou4f1
4914,Lef1
4914,Them7
4915,Samd3
4915,Thsd7b
4915,Robo3
5008,Scml2
5008,Mybpc1
5008,Kcng1
5008,Oprm1
5008,Adamts19
5010,Htr2a
5010,Scml2
5010,Dkk2
5010,Col25a1
5011,Mybpc1
5011,Hmcn1
5011,Sv2c
5011,Tafa1
5011,Npnt
5013,Scml2
5013,Edaradd
5013,Qrfpr
5013,Sv2c
5013,Hcn1
5017,Igfbpl1
5018,Nppc
5018,Scml2
5018,Itga8
5009,Scml2
5009,Colec12
5009,Qrfpr
5009,Prokr2
5015,Npy2r
5015,Tafa1
5015,Crhbp
5014,Sln
5014,Gli3
5014,Mybpc1
5016,Sln
5016,Sox6
5012,Scml2
5012,Prokr2
5012,Styk1
5012,Wnt16
2145,Pou4f1
2182,Nkx6-1
3383,Ghrh
3383,Ngf
3384,Rln3
3384,Pdlim3
3385,Grpr
3385,Rln3
2924,Pappa2
2924,Pax7
2924,Qrfprl
2924,Abi3bp
2926,Stc1
2926,Pax7
2926,Abi3bp
2930,Cadps2
2930,Rxfp3
2946,Pappa2
2946,Ntsr1
2946,Dgkk
2946,Pax7
2937,Cdh23
2937,Pax7
2943,Npas1
2943,Arhgap28
2943,En1
2914,Slc17a6
2914,Dlk1
2914,Pax7
2915,Crhbp
2915,Pax7
2947,Pax7
2947,Calca
2944,Trhr
2944,Pax7
2944,Irx5
2945,Pax8
2945,Pax7
2945,Fzd1
2965,Nccrp1
2965,Pax7
2942,Bmpr1b
2942,Pvalb
2942,Pax7
2942,En1
2916,Adamts19
2916,Pappa2
2916,Pax7
2917,Npffr1
2917,Bmpr1b
2917,Pax7
2936,Pax7
2968,Pax8
2968,Pax7
2970,Rorb
2971,Qrfprl
2971,Pax7
2920,Cdh23
2920,Otp
2920,Ikzf1
2922,Asb4
2922,Pax8
2922,Otp
2922,Dscaml1
2922,Dchs2
2941,Otp
2941,Pax5
2921,Vgll3
2921,Vmn1r209
2969,Vmn1r209
2969,Npsr1
2967,Slc17a6
2967,Otp
2967,Qrfprl
2972,Otp
2972,Oxtr
2973,Otp
2974,Otp
2974,Frem1
2974,Galnt15
2966,Pax8
2966,Wnt5a
2966,Chrna5
2919,Shisal2b
2919,Pax8
2919,Ptgfr
3361,Shisal2b
3361,Pax8
3361,Trh
3361,Irx5
3359,Sox21
3359,Slc5a7
3359,Cdh23
3360,Cdh23
3360,Ccdc192
3360,Pax5
3362,Cabp7
3362,Sox21
3362,Sgcz
3362,Pax2
3362,Arhgap36
3370,Sox21
3370,Pax2
3370,Il20ra
3382,Pax2
3382,Pde5a
3382,Otx1
3350,Cubn
3353,Gli3
3354,Gchfr
3358,Gata3
3371,Ceacam10
3371,Cnpy1
3355,Kcns3
3355,Pax5
3363,Pax5
3363,Kcnmb2
3365,Calcr
3365,Gli3
3365,Hmcn1
3375,Cntnap3
3375,Hepacam2
3376,Sp9
3376,Pth2r
3376,Hepacam2
3378,Gpr101
3378,Col24a1
3378,Fstl4
3378,Gata3
3379,Slc26a7
3379,Npr3
3379,Hepacam2
3380,Btc
3380,Zfp804b
3374,Sp9
3374,Spp1
3377,Htr1d
3377,Pvalb
3377,Pax5
3381,Nell1
3381,Col24a1
3381,Pnoc
3445,Padi1
3441,Pax5
3442,Col23a1
3442,Gpr83
3442,Gpc5
