Zeng_cl,gene
1478,Cckar
1478,Lancl3
1471,Six6
1475,Nr5a2
1475,Satb2
1475,Nr2f2
1476,Nr5a2
1476,Satb2
1476,Corin
1632,Six6
1632,Foxp2
1513,Six6
1513,Pmfbp1
1513,Ntf3
1624,Six6
1624,Nox4
1624,Prdm8
1625,Six6
1625,Cckar
1625,Fbn2
1636,Crhr2
1636,Shisal2b
1636,Rxfp2
1628,Six6
1628,Qrfprl
1628,Kcng1
1637,Nxph2
1637,Dlx1
1637,Onecut3
1638,Slc6a3
1638,Pappa2
1638,Nostrin
1640,Six6
1640,Nxph2
1641,Bcl11b
1641,Slc32a1
1641,Onecut3
1643,Chodl
1643,Nts
1629,Shisal2b
1629,Pmfbp1
1629,Foxg1
1630,Onecut3
1630,Kcnj5
1630,Thbs4
1630,Hmcn1
1619,Asb4
1619,Isl1
1619,Sp8
1619,Onecut3
1645,Rxfp2
1645,Sp8
1647,Col6a6
1648,Prdm12
1648,Gna14
1650,Nkx2-4
1650,Csta2
1650,Tac2
1658,Foxp2
1658,Onecut1
1658,Sp9
1658,Galr1
1658,Gad2
1658,Nr2f2
1662,Galr1
1662,Cdh23
1662,Arhgap6
1662,Prdm12
1662,Npas1
1663,Vgll3
1663,Tac2
1663,Slc16a12
1665,Sox5
1665,Pmfbp1
1665,Gna14
1665,Pax6
1668,Chrna6
1668,Prdm12
1670,Prdm12
1670,Tac2
1670,Cd40
1671,Ceacam10
1671,Pthlh
1775,Adamts19
1775,Prdm12
1686,Colq
1697,Lamp5
1697,Rxfp2
1699,Tac2
1699,Dlx1
1713,Onecut1
1713,Medag
1713,Dlx1
1713,Frzb
1711,Ghrh
1711,Drd2
1649,Dlx1
1649,Tafa4
1659,Chrnb3
1659,Sp8
1687,Prdm12
1687,Zic1
1687,Kcns3
1687,Popdc3
1696,Prdm12
1696,Sst
1696,Col11a1
1721,Prdm12
1721,Penk
1756,Pax6
1756,Tnnt2
1756,Kcns3
1756,Igfbpl1
1758,Lamp5
1758,Cdh23
1758,St8sia6
1758,Pax6
1758,Six3
1758,Nkx2-2
1759,Arx
1759,Cpne4
1759,Ikzf1
1770,Sst
1770,Ikzf1
1770,Crabp1
1689,Col14a1
1689,Qrfpr
1689,Lrrc38
1689,Sp8
1695,Qrfpr
1695,Lrrc38
1700,Fstl5
1700,Meis2
1700,Kcns3
1700,Prdm12
1700,Vwc2l
1701,Isl1
1701,Sp8
1701,Gulp1
1701,Angpt1
1701,Cgnl1
1702,Fbn2
1703,Crhr2
1703,Cdh23
1703,Prdm12
1709,Ccbe1
1709,Kcns3
1709,Sp8
1714,Fxyd6
1714,Hcrtr2
1714,Sp8
1714,Bves
1717,Cgnl1
1717,Sp8
1718,Cartpt
1718,Unc13c
1707,Sp8
1712,Npas1
1712,Slc30a3
1712,Sp8
1712,Tafa4
1803,Sp8
1803,Tafa4
1694,Prdm12
1704,Pde11a
1704,Prdm12
1705,F2rl2
1706,Abcc9
1720,Tshr
1720,Rspo3
1720,Pax6
1688,Npffr1
1688,Col14a1
1688,Qrfpr
1688,Lrrc38
1690,Il1r1
1690,Hcrtr2
1691,C1ql2
1691,Glp1r
1691,Pax6
1692,C1ql2
1692,Zeb2
1693,Npffr1
1693,Ngfr
1710,Npffr1
1710,Qrfpr
1710,Kcns3
1715,Prkcd
1715,C1ql2
1715,Npffr1
1715,Cdh23
1715,Pax6
1716,Prph
1716,A730009L09Rik
1725,Reln
1725,Sst
1727,Fam122b
1727,Tacr3
1727,Pax6
1729,Th
1729,Trabd2b
1741,Npffr1
1741,Pgr15l
1741,Vgll3
1741,Pax6
1742,Vgll3
1742,Pgr15l
1743,Piezo2
1743,Npas1
1743,Scn7a
1747,Pax6
1747,Sv2b
1747,Tac2
1747,Arhgap36
1748,Npffr1
1748,Sall1
1750,Nfib
1750,Irs4
1750,Pax6
1723,Vgll3
1723,Pdgfd
1726,Sox5
1726,Hhip
1726,Gpr149
1745,Hhip
1745,H2-Q2
1753,Npy
1753,Pappa2
1644,Six6
1644,Sp8
1651,Six6
1651,Lhx8
1660,Baiap3
1762,Tmc1
1762,Onecut3
1754,Arx
1754,Rgma
1754,Tmc1
1760,Dlk1
1760,Greb1
1760,Serpinb1b
1760,Pax6
1760,Sfrp2
1776,Prdm12
1777,Qrfprl
1777,Dgkk
1777,Crispld1
1777,Zic3
1777,Npas1
2044,Trh
2045,Cacna2d3
2045,Erg
2045,Mbnl3
2045,Trh
2046,Nkx2-4
2046,Mbnl3
2046,Ghrh
2049,Zmat4
2049,Cxcl12
2049,Lepr
2054,Six3
2054,Tcf7l1
2042,Fbln7
2042,Defb1
2055,Trh
2058,Fbln7
2058,Chrna3
2056,Nkx2-4
2057,Npas1
2057,Foxd2
2057,Mbnl3
2059,Tac2
2060,6330411D24Rik
2061,Isl1
2061,Gbx2
2062,Nkx2-4
2062,Dlk1
2070,Six3
2070,Hmx2
2063,St18
2063,Crh
2064,Ppp1r17
2064,Nmur2
2064,Sfmbt2
2065,Medag
2065,Gpr179
2065,Arhgap36
2066,Vwc2l
2069,Hs3st2
2069,Hmx2
2069,Nts
2069,Htr7
1666,Gm45194
1666,Hmx2
1666,Pvalb
2067,Npy
2068,Drd5
2052,Slc18a3
2052,Ghrh
2039,Mylk
2047,Ngfr
2047,Mbnl3
2047,Cntnap5c
2048,Adamts19
2048,Sgcz
1652,Lhx6
1652,Six3
1652,Lepr
1655,C1ql2
1655,Gbx1
1656,Colq
1656,Nkx2-4
1661,Gbx2
1661,A730046J19Rik
1664,Npy2r
1664,Nkx2-4
1664,Sp9
1664,Pgr15l
1667,Arhgap28
1667,Nkx2-4
1667,Dkk2
1669,Lhx6
1669,Lhx1
1672,Col6a6
1672,Tac2
1672,Tafa4
1675,Moxd1
1675,Adam18
1675,Six3
1679,Nkx2-2
1681,Lhx6
1682,Sncg
1682,Nkx2-4
1682,Mei4
1683,Col6a6
1683,Cplx3
1677,Lhx6
1677,Foxd2
1677,Ppp1r17
1678,Foxd2
1678,Hmcn2
1680,Tafa4
1680,Moxd1
1680,Arhgap36
1680,Dach2
1646,Fibcd1
1646,Lhx6
1646,Nkx2-2
1646,Npsr1
1653,Hmcn1
1657,Lhx6
1657,Gal
1657,Sv2c
1673,Tafa4
1676,Foxd2
1676,Glp1r
1684,Nkx2-4
1983,Tbx3
1983,Kcnj5
1983,Npy
1984,Sst
1984,Tbx3
1984,Npy
1985,Sst
1985,Nr5a2
1985,Pth2r
1986,Sst
1986,Calcr
1986,Dgkk
1986,Tbx3
1986,Glp1r
1987,Six6
1987,Otp
1987,Dnah8
1988,Gpr101
1988,Tbx3
1988,Corin
1975,Bsx
1975,Otp
1975,Bnc2
1989,Six6
1989,Otp
1989,Mme
1989,Bcl11b
1993,Six6
1993,Hmx2
1993,Bcl11b
1993,Sox6
1993,Drd2
1996,Sostdc1
1996,Tbx3
1997,Six6
1997,Crhr2
1997,Sostdc1
1998,Six6
1998,Sntg2
1998,Bcl11b
1998,Pthlh
1999,Tbx3
1999,Pdgfd
1994,Six6
1994,H2-Q2
1994,Syt2
1995,Six6
1995,Hgf
1995,Arhgap36
2053,Reln
2053,Otp
2053,Dlx1
1990,Six6
1990,Hgf
1964,Six6
1964,Bcl11b
1964,Zeb2
1964,6430628N08Rik
1991,Rnf207
1991,Bsx
1991,Dlk1
1991,Pthlh
1992,Six6
2001,Pde11a
2001,Bsx
2001,Rassf10
1965,Six6
1965,Tll1
1966,Six6
1966,Zeb2
1966,Th
1966,6430628N08Rik
2000,Six6
2000,Radx
2000,Scn11a
2000,6430628N08Rik
2023,Myo5b
2023,Creb3l1
2023,Tent5a
2024,Meox2
2024,Tbx3
2024,Trh
2024,Tmem114
2025,Isl1
2025,Krt73
2022,Sox14
2022,Meox2
2022,Csta2
2027,Galr1
2027,Pdgfrb
2027,Csta2
2027,Foxd2
2029,Pkhd1l1
2028,Trpc5
2028,Foxd2
2032,Slc5a7
2032,Foxd2
2032,Skor1
2026,Vgll3
1846,Ppef1
1846,Grp
1846,Dgkk
1863,Csta2
1863,Tac2
1864,Rxfp1
1864,Zic3
1865,Rxfp1
1865,Lcp1
1865,Csta2
1866,Sostdc1
1866,Csta2
1867,Tacr1
1867,Col4a4
1869,Csta2
1869,Col4a4
1870,Calcr
1870,Csta2
1870,Ccdc192
1871,Csta2
1871,Serpinb1b
1871,Arhgap36
1888,Hcrtr1
1888,Dpy19l2
1891,Pgm5
1891,Adora2a
1891,Slc22a3
1891,Nwd2
1448,Hmx2
1448,Tcf7l2
1448,Zic3
1860,Cd24a
1860,Isl1
1860,Hmx2
1860,Npy2r
1874,Vgll3
1874,Calcr
1874,Hmx2
1874,Zic3
1411,Nts
1411,Map3k15
1411,Zic4
1411,Penk
1411,Ano1
1414,Brs3
1414,Gal
1414,Ccdc192
1850,Nts
1850,Csta2
1850,Crhbp
1850,Zic1
1851,Creb3l1
1851,Thbs4
1852,Mdga1
1852,Esr2
1852,Necab1
1852,Nts
1853,Cd36
1853,Thbs4
1854,H2-Q2
1854,Csta2
1854,Mafa
1855,Mc4r
1855,Csta2
1855,Clca3a1
1855,Gal
1856,Esr2
1856,Tac2
1856,Irs4
1856,Nts
1857,Brs3
1857,Hs3st2
1857,Sall1
1858,Mafa
1858,Maf
1858,Csta2
1858,Kcns3
1872,Asb4
1872,Csta2
1872,Vip
1875,Vip
1859,Brs3
1859,Cd24a
1859,Fzd5
1859,Plekhg1
1873,Tacr1
1873,Itih5
1873,Clca3a1
1877,Brs3
1877,Calcr
1877,Tac2
1878,Prok2
1878,Creb3l1
1847,Csta2
1847,Bmp3
1849,Npffr2
1849,Csta2
1849,Zic1
1844,Edar
1844,Npy
1844,Hmcn1
1845,Nms
1882,Th
1883,Stk32b
1883,Ctxn3
1883,Cyp19a1
1884,Prok2
1884,Met
2101,Epb41l4a
2101,Frem1
1862,Galr1
1868,Isl1
1868,Itih5
1868,Csta2
1879,Slc17a8
1879,Atp6ap1l
1879,Avpr1a
1861,Cartpt
1861,Sytl4
1861,Qrfprl
1880,Greb1
1880,Tafa4
1881,Slc18a2
1890,Prok2
1890,Csta2
1890,Nr2f2
1890,Slc18a2
2012,Bsx
2012,Npbwr1
2012,Ntng1
2012,Glipr1
2013,Sox14
2013,Pon2
2013,Hmx2
2014,S100a11
2014,Sytl4
2014,Celsr1
2015,Cdh20
2015,Sytl4
2015,Tmem114
2017,Brs3
2017,Npsr1
2017,Sytl4
2018,Hmx2
2018,Fn1
2020,Brs3
2020,Scn7a
2031,Bsx
2031,Tmem114
2034,Tmem163
2034,Lingo2
2034,Esr1
2034,Bsx
2034,Npsr1
2034,Vwc2
2034,Adgrg2
2035,Brs3
2035,Crhbp
2035,Fn1
2035,Tmem114
2016,Spag16
2016,Sox14
2016,Csta2
1904,Isl1
1904,Galr1
1904,Zfp536
1904,Sox6
1904,Cbln4
1887,H2-Q2
1887,Bsx
1892,Six6
1892,Eya4
1892,Dach2
1894,Qrfpr
1894,Foxp2
1894,Hmcn1
1901,Grpr
1901,Isl1
1901,Atp8b1
1901,Hmcn1
1902,Six6
1902,Atp8b1
1902,Grpr
1903,Hmx2
1903,Foxp2
1903,Pcdh8
1903,Nts
1903,Rrad
1903,Gpr149
1963,Six6
1963,Mbnl3
2021,Asb4
2021,Tac1
2021,Eya4
1895,Itga4
1896,Kcnh8
1896,Fzd5
1896,Rrad
1897,Cckar
1897,Esr2
1897,Edar
1897,Slc18a2
1898,Gldn
1898,Aoah
1899,Tnfrsf8
1899,Dlx1
1899,Col4a4
1899,Tmem114
1905,Ism1
1905,Gal
2043,Adamts19
2050,Gpr50
2050,Fbln7
2050,Gal
2051,Qrfpr
1900,Calcr
1900,Tmem114
2019,Npffr2
2019,Bsx
2019,Hmx2
2030,Npffr2
2030,Gal
2030,Bsx
2030,Frem1
2033,Foxd2
2033,Aoah
2036,Bsx
2037,Lef1
1685,Lhx1
1685,Bdkrb2
1685,Csta2
1848,Plscr4
1848,Sytl4
1889,Piezo2
1889,Bsx
1906,Calcr
1906,Lama1
1906,Mbnl3
1907,Hmx2
1907,Foxp2
1907,Nts
1908,Brs3
1893,Gpr50
1893,Crhr2
1893,Gal
1885,Gpr50
1885,Npbwr1
1885,Tac2
1886,Gpr50
1886,Calcr
1886,Tac2
1886,Cpne4
1976,Esr1
1976,Tbx3
1976,Mbnl3
1981,Lamp5
1981,Tbx3
1981,Crabp1
1982,Crabp1
2005,Gm8773
2005,Lbhd2
1959,Tbx3
1959,Crabp1
1959,Htr2c
1960,Th
1960,Edar
1961,Asb4
1961,Tbx3
1961,Glra2
1961,Trh
1978,Rgcc
1979,Pirt
1979,Tbx3
1979,Crabp1
1977,Tbx3
1977,Crabp1
1977,Kntc1
1768,Casr
1779,Ankfn1
1779,Abca4
1779,Casr
1765,Frem3
1765,Pla2r1
1769,Ctxn3
1769,Scn7a
1766,Onecut1
1766,Cnr1
1766,Ngf
1766,Sulf1
1766,Zic1
1767,Arhgef38
1767,Slc32a1
1767,Ctxn3
1763,Reln
1763,Ctxn3
1757,Arx
1757,Bcl11a
1757,Gpr149
1773,Syt6
1773,Nxph1
1773,Tmc1
1773,Otx1
1774,Pdlim5
1774,Tacr1
1774,Dlx1
1774,Otx1
1778,Pou3f1
1778,Cnr1
1778,Cntn4
1778,Serpinb1b
1778,Tnnt2
1752,Abca4
1752,Zic1
1752,Crhbp
1752,Tenm2
1755,Vgll3
1755,Plch1
1755,Pax6
1764,Vgll3
1764,Pax6
1764,Gpr139
1764,Prkd1
1764,Megf11
1771,Ecel1
1772,Abca4
1772,Sema3c
1772,Penk
1772,Ecel1
2679,Drd3
2866,Sln
2866,Sost
2867,A730046J19Rik
2868,Lhx9
2869,Sln
2869,Cnga3
2869,Cck
2870,Samd3
2870,Postn
2732,Cngb3
2755,Cngb3
2756,Cngb3
2756,Corin
2545,Trh
2545,Tfap2d
2546,Ebf3
2546,Ngf
2547,Nxph3
2547,Lhx9
2549,Krt17
2549,Scn11a
2550,Sim1
2550,Dchs2
2552,Krt9
2552,Medag
2552,Pappa
2552,Arhgap36
2551,Mafb
2551,Adcyap1
2562,Adgrf5
2564,Gulp1
2564,Fezf1
2564,Rph3a
2564,Gpr101
2564,Slc17a6
2564,Scn7a
2565,Fezf1
2565,Slc17a6
2565,Baz1a
2563,Fezf1
2563,Tac1
2563,Cck
2563,Meis2
2566,Egr2
2566,Foxp2
2553,Kctd8
2553,Galr1
2553,Grik1
2553,Gda
2553,Adgrg2
2554,Casr
2554,Oxtr
2571,Tfap2c
2571,Irs4
2571,Pappa2
2539,Grp
2539,Atp6ap1l
2539,Emx2
2539,Igf1
2542,Npy2r
2542,H2-Q2
2542,Tfap2c
2556,Mafb
2556,Col23a1
2556,Fras1
2556,Emx2
2556,Cartpt
2557,Fezf1
2557,Ebf1
2557,Eomes
2558,Lmntd1
2558,Atp6ap1l
2558,Tacr3
2558,Cdkn1a
2559,Atp6ap1l
2559,Ebf1
2559,Cntnap3
2559,Qrfpr
2559,Emx2
2560,Zeb2
2560,Col24a1
2560,Tbr1
2560,Ppp1r17
2568,Nxph2
2568,6430628N08Rik
2568,Emx2
2568,Ecel1
2579,Emx2
2579,Hmcn1
2580,Barhl2
2580,Il1rl2
2581,Stac
2581,Pappa2
2581,Vmn1r206
2582,Col24a1
2582,Runx1
2583,Runx1
2583,Cd36
2588,Qrfpr
2588,Trh
2588,Abi3bp
2589,Mafb
2589,Sox6
2589,Tshr
2589,Vmn1r206
2590,Dlk1
2590,Oxtr
2590,Vmn1r206
2590,Rxfp1
2590,Lhx9
2591,Stac
2591,Runx1
2591,Trdn
2592,Sox6
2592,Col14a1
2592,Trdn
2567,Tfap2c
2573,Tfap2c
2578,Tfap2c
2578,Dlk1
2585,Pth2r
2585,Drd3
2586,Trdn
2586,Drd3
2586,Drd2
2587,Trpa1
2587,Prokr2
2587,Crh
2574,C1ql1
2575,Trpa1
2575,Cort
2584,Scn5a
2584,Pappa2
2584,Trdn
2532,Zeb2
2532,Col6a3
2532,Emx2
2532,Cck
2532,6430628N08Rik
2534,Gal
2534,Oxtr
2535,Gpr50
2535,Pde11a
2536,Gpr50
2536,Prlr
2536,Tnfrsf8
2537,Cacna2d1
2537,Emx2
2537,Npsr1
2537,Cbln2
2538,Gpr50
2540,C1ql1
2540,Tbr1
2540,Adam34
2543,Th
2543,Tbr1
2543,Dlk1
2543,Barhl2
2273,P2ry1
2273,Emx1
2273,Barhl2
2572,Th
2572,Tbr1
2572,Foxp2
2572,Barhl2
2576,Samd3
2577,Samd3
2577,Slc32a1
2577,Lhx9
2577,Col12a1
2555,Col5a1
2555,Barhl2
1598,Ttn
1598,Igfbp4
1604,Ttn
1604,Bsx
1604,Qrfprl
1604,Lypd1
1606,C1ql1
1606,Gzmk
1606,Bsx
1606,Pmfbp1
1607,Six3
1607,Wnt16
1608,Six6
1608,Pax5
1610,Kcnj5
1603,Pou6f2
1603,Otx2
1616,Bsx
1616,Egflam
1618,Slco1c1
1618,Prokr2
1618,Bsx
1618,Qrfprl
1609,Onecut1
1615,Fezf1
1615,Isl1
1615,Onecut3
1597,Isl1
1597,Frem1
1597,Sytl4
1601,Gli3
1601,Nox4
1601,Bsx
1613,Bsx
1613,Gpc4
1613,Slc1a3
1614,Radx
1614,Otx2
1617,Isl1
1599,Ngfr
1599,Serpinb1b
1605,Insrr
1605,Nostrin
1612,Pirt
1612,Prph
2247,Fezf1
2247,C1ql1
2247,Tacr1
2248,Trhr
2249,Nms
2249,Lhx9
2249,Unc13c
2250,Nms
2250,Pthlh
2254,Col5a1
2274,Sox3
2274,Olfr25
2260,Gng8
2260,Cbln1
2260,Agtr1a
2260,Ntn1
2269,Rad51b
2270,Pgr15l
2270,Pdyn
2270,Ppp1r17
2272,Rxfp2
2272,Tacr3
2261,Lbhd2
2265,Pmfbp1
2265,Gldn
2266,Samd3
2266,Ano1
2267,Onecut3
2267,Sox2
2255,C1ql2
2255,Fezf1
2255,Olfr25
2262,Sp110
2262,Samd3
2262,Npr1
2263,Tnxb
2263,Fezf1
2263,Cdh23
2263,Nxph4
2264,Radx
2264,Opn3
2264,Olfr25
2256,Asb4
2256,Serpinb1b
2256,Ucn3
2257,Brs3
2268,Brs3
2268,Trh
2291,Calcr
2291,Samd3
2291,Galr1
2252,Samd3
2252,Krt19
2258,Crhr2
2258,Neto1
2259,Tnnt2
2115,Samd3
2115,Postn
2115,Rxfp3
2593,Ednra
2593,Samd3
2593,Foxp2
2593,Htr4
2594,Onecut1
2594,Samd3
2594,Serpina3g
2742,Tacr1
2742,Galnt14
2742,Nr2f2
2742,Barhl2
2741,Fst
2741,Qrfpr
2741,Tfap2a
2741,Col12a1
2743,Clrn1
2743,Htr1d
2743,Barhl2
2743,Tbr1
2744,Slc38a11
2744,Gm3164
2288,Tmem235
2288,Rxfp2
2289,Fezf1
2289,Corin
2290,Fezf1
2290,Samd3
2290,Pappa2
2745,Tbr1
2745,Prlr
2285,Myh8
2286,Moxd1
2286,Trp73
2151,Fst
2151,Onecut3
2253,Six3
2253,Trp73
2253,Col12a1
2277,Shisa3
2277,Grp
2277,Trp73
2278,Krt17
2278,Trp73
2294,Trp73
2294,Onecut3
2295,Chrnb4
2295,Trh
2295,Trp73
2296,Esr1
2296,Trh
2296,Trp73
2276,Grpr
2276,Trp73
2276,Onecut3
2298,Trp73
2298,Agtr1a
2298,Onecut3
2275,Mdfic
2275,Trp73
2281,Sox6
2281,Pgr15l
2281,Trp73
2282,Npsr1
2282,Trp73
2283,Trhr
2283,Zbbx
2283,Trp73
2284,Etv1
2284,Rspo1
2284,Trp73
2733,Baiap3
2733,Frzb
2733,Trp73
2279,Trp73
2279,Abi3bp
2292,Pvalb
2292,Trp73
2299,Trp73
2300,Grp
2300,Pappa2
2300,Trp73
2293,Slc5a7
2293,Trp73
2701,Tgfbi
2701,Chat
2701,Slc17a6
2735,Fst
2735,Chrna2
2736,Samd3
2736,Nmur2
2736,Ntn1
2737,Nxph4
2737,Slc5a7
2737,Samd3
2737,Fezf2
2746,Col5a2
2746,Skor1
2746,Chrna2
2747,Tcf7l2
2747,Qrfprl
2747,Eomes
2748,Samd3
2748,Prokr2
2748,Qrfprl
2748,Vipr2
2749,Cdh3
2749,Eomes
2751,Samd3
2751,Kl
2751,Ctxn3
2752,Samd3
2752,Cnga3
2752,Dsc3
2753,Samd3
2753,Ctxn3
2753,Col12a1
2754,Samd3
2754,Drd3
2754,Tfap2a
2761,Col6a3
2761,Rxfp3
2761,Chrna2
2686,Ngfr
2686,Prokr2
2686,Itga8
2686,Dmrta2
2708,Rxfp2
2708,Sostdc1
2708,Crh
2709,Prokr2
2709,Dmrta2
2709,Neurod6
2709,Ebf2
2710,Clrn1
2710,Bhlhe22
2710,Popdc3
2710,Dmrta2
2711,Piezo2
2711,E130114P18Rik
2711,Dmrta2
2712,Sostdc1
2712,Crh
2712,Samd3
2712,Dmrta2
2728,Rxfp2
2728,Nts
2728,Olfm4
2716,Piezo2
2716,Il1rapl2
2716,Dmrta2
2717,Fst
2717,Atp6ap1l
2717,Cntn6
2717,Dmrta2
2685,Ccdc3
2685,Skor1
2685,Nts
2685,Samd3
2698,Ucn3
2698,Pou6f2
2698,Dmrta2
2723,Slc17a8
2723,Fezf1
2723,L3mbtl4
2723,Nts
2724,Onecut1
2724,Calb1
2724,Drd3
2724,Samd3
2724,Skor1
2724,Npy2r
2725,Slc17a8
2725,Fezf1
2725,Prox1
2696,Slc32a1
2696,Emx2
2696,Dmrta2
2697,Six3
2697,Samd3
2697,Slc32a1
2697,Chat
2740,Calcr
2740,Samd3
2740,Chat
2729,Piezo2
2729,Galr1
2729,Glp1r
2729,Dmrta2
2734,Serpina3g
2734,Skor1
2734,Scn5a
2734,Arhgap36
2750,Galr1
2750,Ccbe1
2750,Chrdl1
2750,Dmrta2
2757,Galr1
2757,Cxcl12
2757,Dmrta2
2758,Galr1
2758,Il31ra
2758,Rxfp3
2758,Daam2
2758,Frem1
2759,Il31ra
2759,Col24a1
2759,Serpina3g
2759,Kcnj5
2760,Cckar
2760,Kdr
2760,Dmrta2
2715,Lypd6b
2715,Fezf1
2715,Krt17
2715,Nts
2720,Col6a3
2720,Fezf1
2720,Mctp2
2721,Fezf1
2721,Cnga3
2721,Sertm1
2682,Piezo2
2682,Tnc
2682,Dmrta2
2699,Col6a3
2699,Cnga3
2699,Cntnap3
2700,Slc5a7
2700,Cnga3
2702,Syt2
2702,Pthlh
2703,Cxcl12
2703,Dmrta2
2703,Olfm4
2704,C1ql1
2704,Cyp39a1
2705,Fbn2
2705,Pthlh
2688,Il1rapl2
2688,Ngfr
2689,Slc26a7
2689,Vmn1r206
2689,Drd2
2692,Nts
2692,Samd3
2692,Lama4
2692,Skor1
2692,Bcl11a
2683,Drd3
2683,Fst
2683,Pdzrn3
2683,Eomes
2684,Rprml
2684,Eomes
2691,Ntng1
2691,Calb2
2691,Fst
2691,Gpsm3
2691,Drd2
2726,Samd3
2726,Lama4
2726,Slc38a11
2726,Drd3
2687,Fst
2687,Dmrta2
2687,Prokr2
2687,Fras1
2690,Fign
2690,Samd3
2690,Lef1
2690,Slc22a3
2730,Col24a1
2730,Edar
2730,Vmn1r206
2731,Col24a1
2731,Cck
2731,Kdr
2731,Ntsr1
2738,Eomes
2739,Tacr1
2739,Chrna2
2680,Hs3st3b1
2680,Kdr
2680,Glp1r
2680,Dmrta2
2707,Rxfp2
2719,Pde3a
2719,Kdr
2719,Lhx2
2722,Nts
2722,Egflam
2722,Wnt7b
2727,Egflam
2727,Glp1r
2727,Dmrta2
2681,Gpr101
2681,Drd5
2681,Cnga3
2681,Dab2
2706,Rxfp2
2706,Pmch
2706,Igf1
2713,Cnga3
2713,Igfbp2
2713,Daam2
2714,Tmem132d
2714,Cgnl1
2714,Dmrta2
2718,Htr1b
2718,Scn11a
2674,Fezf1
2674,Crabp1
2674,Prkcq
2675,Zar1l
2675,Drd3
2675,Foxp2
2675,Fezf1
2678,Otp
2676,Esr1
2676,Prkcq
2677,Nxph4
2677,Esr2
2677,Bmpr1b
2677,Trh
2485,Lypd6b
2485,Sim1
2485,Esr2
2485,Fezf1
2487,Fezf1
2487,Neurod2
2487,Glp1r
2505,Nxph4
2505,Fezf1
2505,Dnah14
2505,Qrfprl
2486,Fezf1
2486,Met
2486,Zbbx
2488,Nfib
2488,Fezf1
2488,Cxcl14
2488,Otp
2503,Nms
2503,Calcrl
2503,Trh
2479,Dlk1
2479,Cd36
2479,Otp
2479,Cdhr1
2479,Megf11
2480,Sim1
2480,Tacr1
2480,Cbln2
2489,Otp
2489,Qrfpr
2533,Ebf3
2533,Fezf1
2533,Trhr
2533,Car10
2478,Npy2r
2478,Qrfpr
2478,Otp
2478,Cd36
2484,Gpr50
2481,Gpr50
2481,Sim1
2481,Tnfrsf8
2481,Zic3
2482,Ppp1r1c
2482,Sim1
2483,Sim1
2483,Moxd1
2483,Pgr15l
2506,Sim1
2506,H2-Q2
2506,Tnnt2
2506,Lhx2
2477,Otp
2477,Cd36
2477,Qrfpr
2477,Nr2f2
2477,Art3
2111,Grp
2111,Mbnl3
2111,Tafa4
2112,Isl1
2112,Bsx
2108,Cobll1
2108,Bsx
2108,Col11a1
2108,Igf1
2109,Bsx
2109,Col6a1
2109,Casr
2109,Isl1
2110,Nfix
2110,Cfap44
2110,Mbnl3
2110,Tafa4
2113,Areg
2113,Bsx
1909,Trhr
1909,Eomes
1910,Bmp3
1910,Eomes
1911,Cd24a
1911,Qrfpr
1911,Eomes
1931,Mab21l2
1931,Kcnj5
1934,Cbln1
1934,Prok2
1934,Angpt1
1935,Nnmt
1935,Sfrp2
1935,Eomes
1940,Chodl
1940,Prok2
1940,Lhx9
1940,Tnfrsf8
1940,Bmp3
1947,Nell1
1947,Galr1
1947,Eomes
1933,Npbwr1
1933,Eomes
1933,Gpr83
1918,Csta2
1918,Nptx2
1918,Gm3164
1923,Skor2
1923,Kcnj5
1923,Calcr
1924,Radx
1924,Igf1
1924,Onecut3
1925,Skor2
1925,Cnga3
1925,Tmem176b
1926,Skor2
1926,Npffr2
1926,Arhgap36
1927,Skor2
1927,Smyd1
1927,Cyp19a1
1919,Radx
1919,Csta2
1919,Gpr149
1932,Eomes
1936,Calcr
1936,Eomes
1936,Onecut3
1937,Gdf6
1938,Cd24a
1938,Isl1
1938,Eomes
1941,Radx
1941,Foxp2
1941,Eomes
1913,Skor2
1913,Mc4r
1913,Calcr
1915,Skor2
1915,Tcerg1l
1915,Clca3a1
1916,Brs3
1917,Skor2
1917,Rprml
1917,Cyp19a1
1920,Skor2
1920,Cntnap3
1928,Gpr50
1928,Calcr
1928,Radx
1929,Csta2
1929,Nts
1929,Eomes
1930,Cckar
1930,Nts
1921,Ntsr1
1921,Mafa
1922,Skor2
1922,Nr5a2
1922,Cdhr1
1939,Skor2
1939,Calcr
1952,F2rl2
1952,Eya1
1952,Hmx2
1952,Met
1953,Bsx
1953,Otx1
1957,Nmu
1957,Onecut3
1951,Dpy19l2
1951,Hmx2
1951,Npsr1
1948,Prokr2
1954,Arhgap28
1954,Cd40
1949,Pgm5
1949,Met
1949,Scn7a
1950,Onecut1
1950,Isl1
1950,Esr2
1950,Slc16a12
1955,Fli1
1955,Met
1955,Pappa2
1956,Six6
1956,Qrfpr
1956,Hmx2
1973,Bsx
1973,Smoc2
2002,Slc35d3
2002,Bsx
1974,Pmfbp1
1974,Bsx
1974,Bace2
1971,Pde11a
1971,Tbx3
1971,Scube2
1968,Onecut1
1969,Prdm12
1969,Pomc
1969,Shisal2a
1969,Tbx3
1970,Npffr1
1970,Asb4
1970,Tbx3
1970,Qrfpr
1970,Slc17a6
1972,Tac2
2003,Nr5a2
2003,Tac2
2003,Glra2
2009,Vgll2
2009,Bsx
2155,Mdfic
