gene_id,mean_exp_single_cell,mean_exp_single_nuc
ENSMUSG00000113084,1.2497635120254416e-4,6.263710488630872e-4
ENSMUSG00000113925,1.0977819505970249e-4,1.0936885688109684e-4
ENSMUSG00000114011,2.6655469672991997e-4,3.8298123424332326e-4
ENSMUSG00000113097,4.0036960163771354e-5,1.8995795911610212e-5
ENSMUSG00000038496,0.14788463282096512,0.127950162411274
ENSMUSG00000100190,1.4538228653420343e-4,0.001438632717762643
ENSMUSG00000113267,0.004198709603652556,0.0031489900556805387
ENSMUSG00000104423,1.9834642785477508e-5,6.483758608811127e-6
ENSMUSG00000101315,0.0017937202680963914,6.137484900654871e-4
ENSMUSG00000026166,0.0015991339956794707,2.451677570242147e-4
ENSMUSG00000053161,0.04814362607238653,0.04463120952637075
ENSMUSG00000026163,5.185729542107454,4.3795031768081225
ENSMUSG00000045658,6.071859054489329,6.321310927306952
ENSMUSG00000036766,7.080861885187056,6.603079558190067
ENSMUSG00000026219,6.470926312469144,6.814682215943812
ENSMUSG00000073633,2.0069837647485818,2.2540706045062855
ENSMUSG00000026220,0.9943871478726336,0.8817917473496519
ENSMUSG00000052477,0.054729746723459524,0.06788670429923403
ENSMUSG00000089844,0.005314225347806227,0.00807867154995102
ENSMUSG00000094127,0.0015059203087949083,0.001998072544789075
ENSMUSG00000070034,0.012947003455083757,0.012630243786732626
ENSMUSG00000070031,0.09495316865987749,0.12523543547241087
ENSMUSG00000026222,0.03543735504569593,0.05652585366755633
ENSMUSG00000052760,0.019208208931292815,0.037614989017966616
ENSMUSG00000036707,6.674513020368258,4.6850971402441095
ENSMUSG00000026223,7.6273148476788695,5.018257891168498
ENSMUSG00000026224,0.340487130965801,0.10308628536780563
ENSMUSG00000049608,0.03820342053074769,0.04479220520252308
ENSMUSG00000026226,0.011831616418922856,0.009124839790729174
ENSMUSG00000026227,0.3989710621529805,0.31916318687376743
ENSMUSG00000026229,6.195235917440288,5.357121075949467
ENSMUSG00000026228,0.16371521166888095,1.0072814505792886
ENSMUSG00000062590,4.613724016098361,5.1610795624268
ENSMUSG00000079445,0.08721643094071387,0.04315255186081733
ENSMUSG00000026234,6.279876879807761,5.334556978656588
ENSMUSG00000026237,0.11496570102635864,0.09870720672266128
ENSMUSG00000036574,4.6576839557008044e-5,9.49967483807108e-5
ENSMUSG00000026238,8.144990352301168,3.663377369245142
ENSMUSG00000026239,3.1850547707964423,2.768200921142044
ENSMUSG00000026240,2.162900199174722,1.4333646043306325
ENSMUSG00000026241,0.8617741003221673,0.9256364238266622
ENSMUSG00000053333,5.527815883694856,5.805481732404047
ENSMUSG00000026246,1.898395063569759e-5,1.1384677329043106e-5
ENSMUSG00000079440,9.485590639745282e-5,1.2768805290910753e-4
