Study_ID|Celltype_1,Study_ID|Celltype_2,cell_count_celltype_1,cell_count_celltype_2
Zeng|902,Macosko|Inh_Sall3_Cytip_3,123,89
Zeng|4395,Macosko|Inh_Hoxc4_Fbln2_2,53,30
Zeng|2866,Macosko|Ex_Sln_Sost_1,938,3487
Zeng|8178,Macosko|Ex_Lhx9_A1bg_1,32,74
Macosko|Inh_Six6_Vipr2_8,Zeng|1430,151,503
Zeng|1385,Macosko|Inh_Sel1l3_Zfp385c_2,1372,1531
Zeng|3858,Macosko|Inh_Bhlhe22_Chrna2,90,155
Zeng|4400,Macosko|Inh_Pax2_Tnfaip8l3_4,66,36
Macosko|Inh_Six6_Vipr2_1,Zeng|1431,101,821
Zeng|1390,Macosko|Inh_Plpp4_Aox3_5,260,633
Macosko|Inh_Gbx1_Atp8b1_7,Zeng|836,33,185
Macosko|Ex_Ebf2_Fzd9_1,Zeng|8176,15,58
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_3,Zeng|5239,585,119
Zeng|2838,Macosko|Ser_Fev_Siglec15,69,82
Zeng|1248,Macosko|Inh_Lhx6_Gpr179,41,124
Zeng|1429,Macosko|Inh_Six6_Vipr2_5,246,133
Zeng|3957,Macosko|Ex_Phox2b_Hhip_2,40,119
Zeng|4622,Macosko|Ex_Ebf2_Ifi213_1,207,31
Zeng|4156,Macosko|Inh_Tfap2a_Nxf7,40,206
Zeng|3958,Macosko|Ex_Phox2b_Dbh_5,83,103
Zeng|3949,Macosko|Ex_Phox2b_Clca3a2,214,150
Macosko|Ex_Ebf2_Unc5cl,Zeng|4229,439,83
Zeng|4201,Macosko|Inh_Pax2_Has2_1,51,73
Zeng|4912,Macosko|Ex_Ebf2_Fam83f,261,485
Macosko|Ex_Ebf2_Adgrd1_3,Zeng|4344,91,46
Zeng|3978,Macosko|Inh_Foxp2_Ssc5d_1,122,64
Zeng|4281,Macosko|Ex_Pax5_Ggta1_2,48,45
Zeng|8172,Macosko|Ex_Ebf2_Cox8b_1,59,268
Macosko|Inh_Zfp57_Lypd1,Zeng|1281,57,54
Macosko|NG_Draxin_6,Zeng|1372,161,107
Zeng|4163,Macosko|Inh_Tfap2a_Scrg1_1,72,2961
Zeng|3838,Macosko|Ex_Onecut2_Hmx3_Trim6_3,27,32
Macosko|Inh_Pax2_Olfr920_4,Zeng|4212,61,56
Zeng|4423,Macosko|Inh_Pax2_Chrdl2_1,128,25
Macosko|Ependymal_Tmem212_1700012P22Rik_Sntn,Zeng|14878,257,301
Zeng|8797,Macosko|Inh_Gata3_Cryba2_1,46,49
Zeng|4915,Macosko|Ex_Ebf2_Olfr25,267,1831
Zeng|1426,Macosko|Inh_Six6_Vipr2_8,371,151
Macosko|Ex_Phox2b_Sh2d6,Zeng|3952,17,30
Zeng|910,Macosko|Inh_Sall3_Cytip_1,158,94
Macosko|Inh_Pax5_Cmtm8_4,Zeng|3141,72,75
Zeng|4012,Macosko|Inh_Fbxl7_C7,70,266
Zeng|3028,Macosko|Ex_Lhx4_Vsx2_2,276,35
Zeng|3947,Macosko|Ex_Phox2b_Abcc6,179,122
Zeng|1420,Macosko|Inh_Otx2_Prdm16_6,78,58
Zeng|4914,Macosko|Ex_Ebf2_Olfr25,798,1831
Zeng|3104,Macosko|Ex_Vsx2_Ghrh_2,30,79
Zeng|1324,Macosko|Inh_Frmd7_Ltbp2_3,144,255
Macosko|Inh_Sall3_Cytip_2,Zeng|910,162,158
Zeng|3306,Macosko|Inh_Six3_Pnliprp2_4,71,21
Zeng|972,Macosko|Inh_Sp8_Fbxw13,574,733
Zeng|1353,Macosko|Inh_Frmd7_Edaradd,601,412
Zeng|2845,Macosko|Ser_Fev_Siglec15,102,82
Zeng|3609,Macosko|Inh_Otx2_Cav1,216,73
Macosko|Inh_Six6_Vipr2_2,Zeng|1431,111,821
Zeng|4383,Macosko|Inh_Hoxc4_Ttc6_5,164,171
Macosko|Inh_Frm7_Atp1b4,Zeng|1282,104,19
Zeng|1604,Macosko|Ex_Otx2_Six6_2,72,83
Macosko|Inh_Pax3_Vmn1r207_9,Zeng|2995,54,60
Macosko|Ex_Iqcj_Ms4a15_4,Zeng|2693,69,66
Zeng|3011,Macosko|Inh_Pax7_Vmn1r207_3,125,488
Zeng|2846,Macosko|Ser_Fev_Siglec15,70,82
Zeng|8164,Macosko|Ex_Ebf2_Tnfaip8_3,65,88
Zeng|916,Macosko|Inh_Sall3_Prss23,176,2098
Macosko|Inh_Pax2_Rgs5,Zeng|4434,279,377
Zeng|3818,Macosko|Ex_Hoxc6_Rxfp2_1,97,184
Zeng|4875,Macosko|Ex_Sox6_Rbm47,45,951
Zeng|4372,Macosko|Inh_Hoxc4_Hhip,113,56
Zeng|4242,Macosko|Ex_Ebf2_6430628N08Rik_3,63,61
Zeng|4226,Macosko|Ex_Lmx1b_Aldh1a2_2,78,100
Macosko|Inh_Sp8_Spp1_4,Zeng|967,26,29
Zeng|4166,Macosko|Inh_Tfap2a_Pthlh_3,45,35
Zeng|4595,Macosko|Ex_Tfap2d_Ctsc,127,69
Zeng|2679,Macosko|Ex_Ebf2_Iigp1_1,155,1606
Zeng|3954,Macosko|Ex_Phox2b_Tmem100,84,46
Zeng|2460,Macosko|Ex_Sim1_Cxcl1,313,563
Zeng|4255,Macosko|Ex_Ebf2_4930469K13Rik_1,170,131
Zeng|867,Macosko|Inh_Sp8_Ctsc_3,461,398
Zeng|3405,Macosko|Inh_Nkx2-2_Glp1r_Trh_2,129,51
Zeng|3874,Macosko|Ex_Phox2b_Slc6a2,74,16
Macosko|Inh_Fbxl7_Cyp26b1_2,Zeng|3985,68,65
Zeng|589,Macosko|Chol_Ecel1_1700025C18Rik_1,16,53
Macosko|Inh_Gbx1_Atp8b1_5,Zeng|836,72,185
Zeng|2412,Macosko|DopEx_Calb1_Lpl_1,62,50
Macosko|Ex_Lmx1b_Dynap_3,Zeng|4243,39,72
Zeng|897,Macosko|Inh_Nkx2-1_Sytl4_1,181,115
Zeng|3629,Macosko|Ex_Hmx2_Abcc9_1,30,26
Macosko|Ex_Lmx1b_Grp,Zeng|4226,155,78
Zeng|14986,Macosko|Ependymal_Tmem212_Cuzd1,90,293
Macosko|Chol_Tbx20_S100a11_7,Zeng|3894,85,75
Zeng|1363,Macosko|NG_Draxin_6,93,161
Zeng|2671,Macosko|Ex_C1ql4_Drd1_4,58,54
Zeng|2953,Macosko|Inh_Irx5_Tafa4_3,28,70
Zeng|3004,Macosko|Inh_Pax7_Chrna2,42,27
Macosko|Ex_Phox2b_Ghsr_1,Zeng|3950,74,54
Zeng|4235,Macosko|Ex_Ebf2_Tac2_2,192,94
Zeng|2767,Macosko|Ng_Lhx1_Trp73,209,135
Zeng|2,Macosko|Ex_Plcg2_Ret_2,499,113
Zeng|2850,Macosko|Ser_Fev_Siglec15,107,82
Zeng|2690,Macosko|Ex_Samd3_Emx2_5,113,29
Zeng|1421,Macosko|Inh_Otx2_Prdm16_7,35,55
Macosko|Inh_Gbx2_Chrna5_1,Zeng|34177,69,13
Zeng|4435,Macosko|Inh_Pax2_Rgs5,153,279
Macosko|Inh_Otx2_Bmp4_4,Zeng|3472,138,77
Zeng|4057,Macosko|CholEx_Fbxl7_Defa24,26,36
Macosko|Ex_Lamc3_Fzd9_2,Zeng|8173,110,114
Zeng|34179,Macosko|Inh_Pax2_Gpr83,31,58
Zeng|2271,Macosko|Ex_Otx2_Dynlrb2,100,57
Zeng|4560,Macosko|Ex_Tfap2d_Atp6ap1l_2,1329,129
Zeng|991,Macosko|Inh_Pax6_Gpr39_3,40,129
Zeng|3437,Macosko|Inh_Pax5_Padi1_2,66,209
Zeng|5241,Macosko|OlfactoryEnsheathing_Alx4_Prss56,571,8056
Zeng|3974,Macosko|Inh_Foxp2_Tmem233_1,213,79
Zeng|1322,Macosko|Inh_Plpp4_Cartpt,1441,3857
Zeng|2788,Macosko|Ex_Lmx1b_Cd36_2,61,32
Zeng|24678,Macosko|CholEx_Lhx9_Evx2_Crabp1,37,71
Macosko|Inh_Gata3_Cryba2_3,Zeng|8797,75,46
Macosko|Ex_Tfap2d_Atp6ap1l_4,Zeng|4560,79,1329
Macosko|Ex_Ebf2_Tnfaip8_1,Zeng|8164,194,65
Zeng|2977,Macosko|Inh_Sox6_Chrna5_2,70,113
Zeng|1287,Macosko|Inh_Frm7_Epcam_1,38,75
Zeng|14990,Macosko|Ependymal_Tmem212_Cuzd1,1519,293
Zeng|978,Macosko|Inh_Pax6_Gpr39_2,84,85
Zeng|1428,Macosko|Inh_Six6_Vipr2_7,339,404
Zeng|2851,Macosko|Ser_Fev_Chodl,25,228
Zeng|3984,Macosko|Inh_Fbxl7_Cyp26b1_2,111,68
Zeng|900,Macosko|Inh_Ecel1_Pon3,390,29
Macosko|Ex_Onecut3_Pirt_2,Zeng|1605,24,23
Zeng|375,Macosko|Ex_Fezf2_9130008F23Rik,157,160
Macosko|NG_Draxin_8,Zeng|1372,67,107
Zeng|2433,Macosko|Ex_Nkx2-4_Grpr_1,221,144
Zeng|4461,Macosko|Inh_Pax2_Gbx1_Mboat1_2,61,48
Zeng|1391,Macosko|Inh_Frmd7_Hgf_2,529,1611
Zeng|1321,Macosko|Inh_Plpp4_Pdgfd,1070,2266
Zeng|3372,Macosko|Inh_Pax5_Clic5_1,53,58
Zeng|4737,Macosko|Ex_Tcf7l2_Ccdc80,65,33
Zeng|5283,Macosko|Micro_Selplg_Siglech,86232,129820
Zeng|570,Macosko|CholInh_Ecel1_Nid1,67,56
Zeng|1315,Macosko|Inh_Frmd7_Slc26a7_1,57,206
Zeng|3444,Macosko|Inh_Pax8_Agtr1a,65,16
Zeng|3461,Macosko|Inh_Sox2_Bves_2,77,72
Zeng|2601,Macosko|Ex_Lhx9_Nps,46,21
Zeng|3737,Macosko|Inh_Dmbx1_Wnt7b_2,45,25
Zeng|2398,Macosko|DopEx_Calb1_Col6a5,196,117
Zeng|1235,Macosko|Inh_Lhx6_Esr2_7,56,111
Zeng|3324,Macosko|Inh_Six3_Pnliprp2_4,42,21
Zeng|2894,Macosko|CholEx_Irx2_Gm5741,1181,6338
Zeng|536,Macosko|Inh_Lhx6_Cxcr4_6,51,135
Zeng|3939,Macosko|Ex_Phox2a_Cyp26b1_1,39,66
Macosko|Inh_Hoxc4_Chrdl2_6,Zeng|4381,232,179
Zeng|3727,Macosko|Inh_Pax5_Gdf10_1,26,172
Zeng|1553,Macosko|Inh_Lhx8_Nmu,32,106
Zeng|34316,Macosko|Inh_Gata3_Qrfpr_2,30,30
Zeng|3382,Macosko|Inh_Pax5_Irs4_3,23,20
Zeng|682,Macosko|Inh_Htr3a_Prom1_2,178,47
Zeng|1242,Macosko|Inh_Lhx6_Esr2_12,72,81
Zeng|1314,Macosko|Inh_Frm7_Epcam_2,157,275
Zeng|3948,Macosko|Ex_Phox2b_Ghsr_1,88,74
Zeng|686,Macosko|Inh_Htr3a_Nr2e1_1,1307,275
Macosko|Ex_Ebf2_Tnfaip8_2,Zeng|8164,74,65
Zeng|3438,Macosko|Inh_Pax8_Vmn1r196,31,71
Zeng|914,Macosko|Inh_Sall3_Chrne,62,222
Zeng|2877,Macosko|Ex_Iqcj_Ms4a15_8,224,4681
Zeng|1389,Macosko|Inh_Frmd7_Emp2_1,138,40
Zeng|2994,Macosko|Inh_Sox6_Chrna2,47,30
Zeng|1007,Macosko|Inh_Sox8_Sh3d21_2,1271,84
Macosko|Inh_Otx2_Tnni3_2,Zeng|3471,33,30
Macosko|Ex_Ebf2_Npff_1,Zeng|4332,142,64
Macosko|Inh_Pax5_Clic5_2,Zeng|3372,42,53
Zeng|674,Macosko|Inh_Htr3a_Ibsp_3,94,80
Zeng|4754,Macosko|Ex_C1ql4_Teddm3_3,35,58
Zeng|2616,Macosko|Ex_Lhx9_Moxd1,34,58
Zeng|671,Macosko|Inh_Htr3a_Prok2,169,34
Zeng|911,Macosko|Inh_Sall3_Trhr_1,808,118
Zeng|2439,Macosko|Ex_Nkx2-4_Grpr_2,140,97
Macosko|Inh_Pax7_P2ry10b_1,Zeng|3004,177,42
Zeng|4244,Macosko|Ex_Ebf2_Crhr2_1,49,62
Zeng|4029,Macosko|Inh_Pax8_Pkhd1l1_4,13,88
Zeng|665,Macosko|Inh_Sncg_Calcb_5,378,29
Macosko|Ex_Ebf2_Sec1_2,Zeng|4231,71,76
Zeng|1598,Macosko|Ex_Otx2_Six6_2,61,83
Zeng|1344,Macosko|Inh_Vcan_Htr3a,104,28
Zeng|14987,Macosko|Ependymal_Tmem212_Cuzd1,47,293
Macosko|Inh_Pax8_Pkhd1l1_7,Zeng|4029,25,13
Zeng|2765,Macosko|Ng_Lhx1_Gcgr,234,36
Macosko|Inh_Lhx6_Cxcr4_7,Zeng|536,30,51
Zeng|2839,Macosko|Ser_Fev_Siglec15,81,82
Macosko|Ex_Dmrta2_Agtr1b_2,Zeng|2417,16,182
Zeng|4710,Macosko|Ex_C1ql4_Olfr48,76,78
Zeng|1610,Macosko|Ex_Otx2_Six6_2,56,83
Zeng|5360,Macosko|Inh_Tbx3_Atf7ip2,72,601
Zeng|14873,Macosko|Astro_Emid1_Gdf10,3321,22158
Zeng|1291,Macosko|Inh_Klhl14_Gpr101,44,71
Zeng|3136,Macosko|Inh_Gata3_Otx1_Pdlim3_2,58,34
Zeng|669,Macosko|Inh_Htr3a_Pdzph1_1,80,48
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_4,Zeng|5239,73,119
Zeng|3226,Macosko|Inh_Gata3_Tnnt1_3,135,32
Zeng|4995,Macosko|Ex_Tfap2d_Snorc_1,36,15
Zeng|4139,Macosko|Inh_Pax2_Sgo2b_5,335,418
Macosko|Inh_Otx2_Mbnl3,Zeng|3556,352,322
Zeng|3830,Macosko|Ex_Lmx1b_1110032F04Rik_2,56,86
Macosko|Inh_Htr3a_Pdzph1_4,Zeng|669,42,80
Zeng|2876,Macosko|Ex_Iqcj_Ms4a15_8,273,4681
Zeng|4379,Macosko|Inh_Hoxc4_Fbln2_2,92,30
Zeng|2570,Macosko|Ex_Hmx3_Twist2_1,42,59
Zeng|4454,Macosko|Inh_Pax2_Olfr372_1,104,240
Zeng|2848,Macosko|Ser_Fev_Siglec15,53,82
Zeng|2355,Macosko|Ex_Dmrta2_Tmem72,43,156
Zeng|1283,Macosko|Inh_Frmd7_Zim1,35,599
Zeng|919,Macosko|Inh_Sp8_Ctsc_1,520,1291
Zeng|3846,Macosko|Inh_Pou6f2_Kcnj5,152,71
Zeng|2950,Macosko|Inh_Irx5_Tafa4_4,36,69
Zeng|3309,Macosko|Inh_Six3_Pnliprp2_4,65,21
Zeng|3411,Macosko|Inh_Pax3_Galnt15,154,15
Macosko|Inh_Pax2_Col5a2_2,Zeng|4209,39,21
Zeng|3391,Macosko|Inh_Nkx2-2_Glp1r_Trh_2,70,51
Zeng|4469,Macosko|Inh_Pax2_Htr3a,108,463
Zeng|24658,Macosko|Ex_Nkx2-1_Otp_2,29,34
Zeng|3470,Macosko|Inh_Otx2_Ntrk1_1,625,590
Macosko|Inh_Pax5_Cmtm8_3,Zeng|3141,43,75
Zeng|1395,Macosko|Inh_Frmd7_Hgf_1,871,3942
Zeng|3098,Macosko|Ex_Vsx2_Ghrh_3,41,100
Zeng|650,Macosko|Inh_Vip_Slc17a8,170,46
Macosko|Chol_Tbx20_Has2,Zeng|3879,72,26
Zeng|818,Macosko|Inh_Gbx1_Atp8b1_6,147,26
Zeng|3117,Macosko|Inh_Pax5_Asb4_5,43,65
Zeng|4202,Macosko|Inh_Pax2_Abcg8,35,43
Macosko|Ser_Fev_Oas1e,Zeng|2847,44,135
Zeng|4287,Macosko|Ex_Pax5_Ggta1_2,31,45
Zeng|4227,Macosko|Ex_Lmx1b_Aldh1a2_1,15,277
Zeng|677,Macosko|Inh_Sncg_Edn3,291,111
Zeng|3884,Macosko|Ex_Phox2_4930469K13Rik,38,23
Zeng|4011,Macosko|Inh_Fbxl7_C7,47,266
Zeng|14991,Macosko|Ependymal_Tmem212_Sbpl,402,107
Macosko|Ex_Ebf2_6430628N08Rik_2,Zeng|4235,86,192
Macosko|Inh_Frmd7_Emp2_2,Zeng|1344,83,104
Zeng|2375,Macosko|Ex_Lmx1a_Gngt2,247,227
Zeng|4371,Macosko|Inh_Hoxc4_Chrdl2_1,248,169
Zeng|4060,Macosko|Ex_Fbxl7_Insrr_2,26,70
Zeng|4052,Macosko|Inh_Fbxl7_Pkhd1l1,192,99
Zeng|14993,Macosko|Ependymal_Tmem212_Krt15,315,69
Zeng|676,Macosko|Inh_Htr3a_Ibsp_2,90,36
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_1,Zeng|5239,1650,119
Zeng|609,Macosko|Inh_Lhx6_Cox6a2_Postn,100,60
Zeng|4610,Macosko|Ex_Ebf2_Gng8,57,126
Zeng|1351,Macosko|Inh_Frmd7_Slc26a7_1,126,206
Zeng|1342,Macosko|Inh_Vcan_St8sia2_6,224,163
Macosko|Ependymal_Tmem212_Dnase2b,Zeng|14878,54,301
Zeng|3017,Macosko|Ex_Lhx4_Vsx2_1,211,77
Zeng|3110,Macosko|Ex_Vsx2_Ghrh_1,57,117
Zeng|2908,Macosko|Ex_Irx2_Nppc_3,83,36
Macosko|Inh_Ebf2_Cox8b_1,Zeng|3740,453,22
Zeng|2172,Macosko|Inh_Fbxl7_Nccrp1,18,23
Zeng|3215,Macosko|Inh_Gata3_Areg_2,58,83
Zeng|2841,Macosko|Ser_Fev_Siglec15,91,82
Zeng|3628,Macosko|CholEx_Hoxb5_Prdm16_1,38,91
Macosko|Inh_Pax2_6430628N08Rik_1,Zeng|4203,448,96
Zeng|5153,Macosko|Ex_Lmx1a_Smd3,4062,1381
Zeng|3050,Macosko|Ex_Vsx2_Tecta_2,100,17
Zeng|3744,Macosko|Inh_Nkx6-1_Ikzf1,36,110
Macosko|Ex_Ebf2_Abcc9_3,Zeng|4233,78,45
Zeng|3959,Macosko|Ex_Phox2b_Dbh_1,48,109
Macosko|Ependymal_Tmem212_Rspo2,Zeng|14990,80,1519
Zeng|3266,Macosko|Inh_Pax7_Qrfpr_2,324,761
Zeng|3305,Macosko|Inh_Six3_Bmp3_Ano1_2,52,79
Zeng|2501,Macosko|Ex_Sim1_Trh_11,141,343
Macosko|Inh_Gata3_Tnmd,Zeng|3166,19,10
Zeng|2680,Macosko|Ex_Skor1_Kdr_4,96,43
Zeng|4693,Macosko|Ex_C1ql4_Olfr48,20,78
Zeng|3916,Macosko|Ex_Phox2b_Zbbx_Nts_2,184,69
Zeng|2779,Macosko|Ex_Lmx1b_Itih5_2,116,24
Macosko|Inh_Pax2_Has2_2,Zeng|4201,34,51
Zeng|1425,Macosko|Inh_Six6_Vipr2_2,240,111
Macosko|Ex_Ebf2_Tac2_3,Zeng|4234,117,137
Zeng|3870,Macosko|Ser_Fev_Siglec15,16,82
Zeng|3248,Macosko|Inh_Gata3_Olfr48_2,15,47
Macosko|Inh_Frmd7_Slc26a7_2,Zeng|1315,41,57
Zeng|588,Macosko|CholInh_Ecel1_Nid1,111,56
Macosko|NG_Draxin_11,Zeng|1372,44,107
Zeng|3781,Macosko|Nor_Phox2b_Pla2g4d_1,22,361
Zeng|2663,Macosko|Chol_C1ql4_Olfr1033,29,58
Macosko|Inh_Frmd7_Drd2,Zeng|1389,84,138
Zeng|1467,Macosko|Inh_Six6_Vipr2_10,365,324
Macosko|Inh_Pax6_Gpr39_1,Zeng|991,128,40
Macosko|Ex_Fbxl7_Tmem72_2,Zeng|4048,80,55
Zeng|3207,Macosko|Inh_Foxp2_Sox2_3,356,146
Zeng|1347,Macosko|Inh_Vcan_St8sia2_5,3464,509
Zeng|4100,Macosko|Inh_Fbxl7_Ankrd1,58,29
Zeng|4451,Macosko|Inh_Pax2_Glp1r_2,50,81
Zeng|4269,Macosko|Ex_Pax5_Ucn3_2,44,28
Zeng|4660,Macosko|Ex_Tfap2b_Slco1c1,182,33
Macosko|Inh_Frm7_4930523C07Rik,Zeng|1284,39,148
Zeng|3819,Macosko|Ex_Lmx1b_Esm1,101,103
Zeng|3890,Macosko|Ex_Phox2b_Col6a5,34,58
Zeng|14989,Macosko|Ependymal_Tmem212_Sbpl,24,107
Zeng|885,Macosko|Inh_Ecel1_Asb4_2,222,121
Zeng|4008,Macosko|Inh_Fbxl7_Frem1_2,30,142
Macosko|Ex_Ebf2_Fzd9_2,Zeng|8176,79,58
Macosko|Ependymal_Tmem212_Col6a5,Zeng|14990,90,1519
Zeng|14997,Macosko|Ependymal_Tmem212_1700012P22Rik,198,192
Zeng|3568,Macosko|Inh_Otx2_Mbnl3,629,352
Zeng|3941,Macosko|Ex_Phox2b_Hhip_2,68,119
Zeng|901,Macosko|Inh_Sall3_Sp8,474,512
Zeng|1402,Macosko|Ex_Dsp_Atf3_2,799,98
Zeng|2980,Macosko|Inh_Pax3_Chrna5_2,934,294
Zeng|1357,Macosko|NG_Draxin_10,43,106
Zeng|2687,Macosko|Ex_Skor1_Samd3_2,58,22
Macosko|Inh_Lhx6_Sst_Col6a5_4,Zeng|536,38,51
Zeng|4639,Macosko|Ex_Ebf2_Ifi213_3,109,43
Zeng|670,Macosko|Inh_Htr3a_Grpr_2,542,115
Macosko|Ex_Tfap2d_Atp6ap1l_3,Zeng|4560,137,1329
Zeng|915,Macosko|Inh_Sall3_Prss23,189,2098
Zeng|34232,Macosko|Inh_Pax2_Hmga2_2,19,49
Macosko|SerInh_Fev_Itgb6_2,Zeng|2848,46,53
Macosko|Inh_Sall3_Ndnf_3,Zeng|911,62,808
Zeng|5240,Macosko|OlfactoryEnsheathing_Alx4_Prss56,341,8056
Zeng|3376,Macosko|Inh_Pax8_Sp9_6,66,55
Zeng|4623,Macosko|Ex_Ebf2_Ifi213_1,91,31
Zeng|3406,Macosko|Inh_Nkx2-2_Nxph2,28,49
Zeng|2712,Macosko|Ex_Skor1_Samd3_2,99,22
Macosko|Inh_Gbx2_Chrna5_2,Zeng|34177,18,13
Zeng|1350,Macosko|Inh_Vcan_St8sia2_1,1488,2926
Zeng|4286,Macosko|Ex_Pax5_Ggta1_2,27,45
Zeng|1465,Macosko|Inh_Six6_Vipr2_9,244,151
Zeng|42,Macosko|Ex_Fezf2_Tmem255b_2,804,109
Zeng|3105,Macosko|Ex_Vsx2_Ghrh_2,112,79
Zeng|957,Macosko|Inh_Sp8_Mc4r,104,334
Zeng|3005,Macosko|Inh_Pax7_P2ry10b_1,33,177
Zeng|4369,Macosko|Inh_Hoxc4_Esm1,50,64
Zeng|3843,Macosko|Inh_Fbxl7_Crabp1_1,132,203
Zeng|2719,Macosko|Ex_Skor1_Kdr_1,79,173
Zeng|3698,Macosko|Inh_Fbxl7_Adad2_1,44,58
Zeng|3547,Macosko|Inh_Pax7_Egflam_1,553,34
Macosko|Ex_Lmx1b_Teddm3,Zeng|3819,22,101
Zeng|2882,Macosko|Ex_Irx2_Slc43a3_1,757,167
Zeng|3842,Macosko|Inh_Pax8_Aym1,88,18
Zeng|373,Macosko|Ex_Fezf2_Ror1_Clspn,385,497
Zeng|2919,Macosko|Inh_Pax8_Calcr,45,37
Macosko|Ex_Pax5_Ucn3_1,Zeng|4269,54,44
Zeng|2870,Macosko|Ex_Ebf2_Niban1_2,61,1360
Zeng|2431,Macosko|Ex_Nkx2-4_Calcr_8,225,44
Zeng|2878,Macosko|CholEx_Irx2_Slc43a3_1,1191,135
Zeng|1360,Macosko|NG_Draxin_10,240,106
Zeng|1396,Macosko|Inh_Frmd7_Hgf_3,667,804
Macosko|Inh_Sncg_Calcb_3,Zeng|665,36,378
Zeng|4157,Macosko|Inh_Tfap2a_Scrg1_1,219,2961
Zeng|1612,Macosko|Ex_Onecut3_Pirt_2,28,24
Zeng|2875,Macosko|Ex_Iqcj_Ms4a15_8,95,4681
Macosko|Inh_Lhx6_Sst_Chodl_2,Zeng|767,80,2542
Zeng|4161,Macosko|Inh_Tfap2a_Pthlh_2,50,44
Zeng|2889,Macosko|Ex_Irx2_Kcng4_Slc43a3,135,4363
Zeng|9280,Macosko|Inh_Pax2_Erg,24,180
Zeng|1236,Macosko|Inh_Lhx6_Esr2_6,143,291
Macosko|Ex_Fezf2_Tnfsf15,Zeng|375,31,157
Macosko|Ex_Ebf2_Pla2g5_10,Zeng|4346,54,40
Zeng|9391,Macosko|Inh_Nrk_Kctd16,210,5571
Zeng|3724,Macosko|Ex_Fam163a_Npy2r,15,46
Zeng|4429,Macosko|Inh_Pax2_Tfap2c_1,18,41
Zeng|4446,Macosko|Inh_Pax2_Tnfaip8l3_2,43,46
Zeng|1354,Macosko|Inh_Frmd7_Col12a1,253,1301
Macosko|Inh_Hoxc4_Fbln2,Zeng|4379,109,92
Macosko|Inh_Sall3_Bmper_1,Zeng|911,166,808
Macosko|Inh_Sall3_Ndnf_4,Zeng|911,187,808
Zeng|4138,Macosko|Inh_Pax2_Sgo2b_1,2187,156
Macosko|Ex_Lmx1b_Tmem235_2,Zeng|3830,42,56
Zeng|4246,Macosko|Ex_Ebf2_Prokr1_2,138,34
Zeng|1382,Macosko|Inh_Plpp4_Aox3_2,196,30
Zeng|1361,Macosko|Inh_Prox1_Draxin,82,98
Macosko|Inh_Pax8_Pdzk1ip1_1,Zeng|3438,81,31
Macosko|Inh_Lhx6_Cox6a2_Rxfp3,Zeng|609,86,100
Zeng|1388,Macosko|Inh_Plpp4_Fbln5,356,2093
Macosko|Inh_Sall3_Trhr_2,Zeng|911,58,808
Zeng|4271,Macosko|Ex_Pax5_Lnp1_1,18,145
Macosko|Ex_Phox2b_Dbh_2,Zeng|3959,83,48
Zeng|4424,Macosko|Inh_Pax2_Chrdl2_3,166,151
Macosko|Chol_Ecel1_Crabp2_1,Zeng|586,125,129
Macosko|DopEx_Calb1_Col14a1,Zeng|2396,109,57
Zeng|356,Macosko|Ex_Fezf2_Cfap58_1,68,83
Zeng|1365,Macosko|NG_Draxin_10,113,106
Zeng|4167,Macosko|Inh_Tfap2a_Sla,31095,14482
Zeng|2844,Macosko|Ser_Fev_Siglec15,44,82
Zeng|414,Macosko|Ex_Crym_Mndal_1,276,1018
Zeng|4214,Macosko|Inh_Pax2_Olfr920_2,55,24
Zeng|764,Macosko|Inh_Lhx6_Sst_Chodl_2,407,80
Macosko|Chol_Ecel1_Nid1,Zeng|570,157,67
Zeng|3812,Macosko|Ex_Lhx2_Hgf_1,119,1107
Zeng|681,Macosko|Inh_Htr3a_Col5a2,410,18
Zeng|933,Macosko|Inh_Clic4_Ano3_3,332,63
Macosko|Inh_Sp8_Spp1_5,Zeng|967,29,29
Zeng|4073,Macosko|Ex_Hoxb5_Prdm16_3,65,32
Zeng|2880,Macosko|CholEx_Irx2_Slc43a3_2,532,171
Zeng|1392,Macosko|Inh_Frmd7_Hgf_2,907,1611
Macosko|Inh_Vcan_St8sia2_3,Zeng|1382,123,196
Zeng|2896,Macosko|CholEx_Irx2_Gm5741,468,6338
Zeng|1384,Macosko|Inh_Plpp4_Aox3_1,1260,679
Zeng|3794,Macosko|Ex_Tlx1_Tmem215_3,14,35
Zeng|3377,Macosko|Inh_Pax8_Sp9_3,223,233
Zeng|3917,Macosko|Ex_Phox2b_Tac2_1,43,62
Zeng|2843,Macosko|Ser_Fev_Siglec15,217,82
Zeng|2425,Macosko|ExInh_Lmx1b_Slc26a7_2,148,358
Zeng|4913,Macosko|Ex_Ebf2_Vmn1r214,37,1251
Zeng|3469,Macosko|Inh_Otx2_Bmp4_3,162,323
Zeng|3545,Macosko|Inh_Pax7_Egflam_1,203,34
Macosko|Inh_Sall3_Ndnf_2,Zeng|911,61,808
Zeng|4033,Macosko|Inh_Pax2_Antxr2_2,57,28
Zeng|673,Macosko|Inh_Htr3a_Ibsp_2,111,36
