set,cluster_id
Liu et al.,5014
Liu et al.,5016
Liu et al.,5017
Liu et al.,5018
Liu et al.,5008
Liu et al.,5015
Liu et al.,5009
Liu et al.,5010
Liu et al.,5012
Liu et al.,5011
Liu et al.,3623
Liu et al.,159
Liu et al.,162
Liu et al.,294
Liu et al.,295
Liu et al.,977
Liu et al.,603
Liu et al.,606
Liu et al.,607
Liu et al.,600
Liu et al.,601
Liu et al.,599
Liu et al.,521
Liu et al.,512
Liu et al.,523
Liu et al.,527
Liu et al.,493
Liu et al.,505
Liu et al.,506
Liu et al.,522
Liu et al.,525
Liu et al.,526
Liu et al.,528
Liu et al.,531
Liu et al.,507
Liu et al.,509
Liu et al.,489
Liu et al.,508
Liu et al.,510
Liu et al.,490
Liu et al.,491
Liu et al.,763
Liu et al.,765
Liu et al.,768
Liu et al.,760
Liu et al.,772
Liu et al.,759
Liu et al.,766
Liu et al.,773
Liu et al.,761
Liu et al.,762
Liu et al.,764
Liu et al.,771
Liu et al.,614
Liu et al.,613
Liu et al.,767
Liu et al.,520
Liu et al.,590
Liu et al.,591
Liu et al.,596
Liu et al.,597
Liu et al.,598
Liu et al.,552
Liu et al.,559
Liu et al.,553
Liu et al.,560
Liu et al.,592
Liu et al.,593
Liu et al.,610
Liu et al.,558
Liu et al.,595
Liu et al.,501
Liu et al.,502
Liu et al.,504
Liu et al.,513
Liu et al.,551
Liu et al.,492
Liu et al.,555
Liu et al.,561
Liu et al.,557
Liu et al.,495
Liu et al.,503
Liu et al.,554
Liu et al.,556
Liu et al.,529
Liu et al.,517
Liu et al.,524
Liu et al.,516
Liu et al.,514
Liu et al.,518
Liu et al.,1205
Liu et al.,1212
Liu et al.,1214
Liu et al.,770
Liu et al.,548
Liu et al.,519
Liu et al.,530
Liu et al.,494
Liu et al.,511
Liu et al.,549
Liu et al.,1126
Liu et al.,547
Liu et al.,550
Liu et al.,515
Liu et al.,594
Liu et al.,602
Liu et al.,611
Liu et al.,604
Liu et al.,605
Liu et al.,572
Liu et al.,577
Liu et al.,573
Liu et al.,576
Liu et al.,565
Liu et al.,581
Liu et al.,579
Liu et al.,769
Liu et al.,566
Liu et al.,574
Liu et al.,575
Liu et al.,1217
Liu et al.,1220
Liu et al.,1222
Liu et al.,1251
Liu et al.,562
Liu et al.,580
Liu et al.,498
Liu et al.,497
Liu et al.,499
Liu et al.,496
Liu et al.,540
Liu et al.,541
Liu et al.,608
Liu et al.,612
Liu et al.,536
Liu et al.,537
Liu et al.,538
Liu et al.,542
Liu et al.,544
Liu et al.,546
Liu et al.,533
Liu et al.,535
Liu et al.,543
Liu et al.,532
Liu et al.,545
Liu et al.,534
Liu et al.,539
Liu et al.,609
Liu et al.,2119
Liu et al.,2134
Liu et al.,2152
Liu et al.,2153
Liu et al.,2162
Liu et al.,5066
Liu et al.,5067
Liu et al.,5045
Liu et al.,5061
Liu et al.,5047
Liu et al.,5070
Liu et al.,5033
Liu et al.,5073
Liu et al.,5036
Liu et al.,5039
Liu et al.,5050
Liu et al.,5048
Liu et al.,5049
Liu et al.,5097
Liu et al.,5098
Liu et al.,5102
Liu et al.,5099
Liu et al.,5103
Liu et al.,5101
Liu et al.,5095
Liu et al.,5096
Liu et al.,5100
Liu et al.,5090
Liu et al.,5091
Liu et al.,5092
Liu et al.,5086
Liu et al.,5087
Liu et al.,5081
Liu et al.,4788
Liu et al.,5083
Liu et al.,5085
Liu et al.,5031
Liu et al.,5057
Liu et al.,5030
Liu et al.,5032
Liu et al.,5079
Liu et al.,5084
Liu et al.,5093
Liu et al.,5077
Liu et al.,5082
Liu et al.,5044
Liu et al.,5078
Liu et al.,5088
Liu et al.,5089
Liu et al.,5038
Liu et al.,5134
Liu et al.,5136
Liu et al.,5137
Liu et al.,5139
Liu et al.,5131
Liu et al.,5135
Liu et al.,5147
Liu et al.,5130
Liu et al.,5132
Liu et al.,5138
Liu et al.,5144
Liu et al.,5133
Liu et al.,5145
Liu et al.,5146
Liu et al.,5024
Liu et al.,5026
Liu et al.,5027
Liu et al.,5060
Liu et al.,5071
Liu et al.,5056
Liu et al.,5062
Liu et al.,5063
Liu et al.,5029
Liu et al.,5034
Liu et al.,5035
Liu et al.,5028
Liu et al.,5141
Liu et al.,5148
Liu et al.,5072
Liu et al.,5058
Liu et al.,5064
Liu et al.,5019
Liu et al.,5040
Liu et al.,5053
Liu et al.,5055
Liu et al.,5052
Liu et al.,5065
Liu et al.,5074
Liu et al.,5046
Liu et al.,5051
Liu et al.,5076
Liu et al.,5069
Liu et al.,5043
Liu et al.,5042
Liu et al.,5041
Liu et al.,5023
Liu et al.,5022
Liu et al.,5104
Liu et al.,5037
Liu et al.,5110
Liu et al.,5114
Liu et al.,5109
Liu et al.,5111
Liu et al.,5112
Liu et al.,5105
Liu et al.,5106
Liu et al.,5119
Liu et al.,5120
Liu et al.,5113
Liu et al.,5117
Liu et al.,5118
Liu et al.,5121
Liu et al.,5108
Liu et al.,5107
Liu et al.,5115
Liu et al.,5068
Liu et al.,5075
Liu et al.,5123
Liu et al.,5124
Liu et al.,5125
Liu et al.,5126
Liu et al.,5127
Liu et al.,5054
Liu et al.,5059
Liu et al.,5116
Liu et al.,5128
Liu et al.,5122
Liu et al.,5129
Liu et al.,4771
Liu et al.,4775
Liu et al.,4779
Liu et al.,4783
Liu et al.,4785
Liu et al.,4787
Liu et al.,4784
Liu et al.,4786
Liu et al.,4777
Liu et al.,4778
Liu et al.,4770
Liu et al.,4780
Liu et al.,4782
Liu et al.,1092
Liu et al.,1093
Liu et al.,1072
Liu et al.,1080
Liu et al.,1067
Liu et al.,1094
Liu et al.,1083
Liu et al.,1187
Liu et al.,1189
Liu et al.,1184
Liu et al.,1190
Liu et al.,1188
Liu et al.,1185
Liu et al.,1201
Liu et al.,1199
Liu et al.,1200
Liu et al.,1186
Liu et al.,1081
Liu et al.,1070
Liu et al.,1071
Liu et al.,1069
Liu et al.,1090
Liu et al.,1091
Liu et al.,1068
Liu et al.,1191
Liu et al.,1192
Liu et al.,1196
Liu et al.,1197
Liu et al.,1198
Liu et al.,1202
Liu et al.,1838
Liu et al.,1839
Liu et al.,1840
Liu et al.,1842
Liu et al.,1843
Liu et al.,1000
Liu et al.,1837
Liu et al.,997
Liu et al.,999
Liu et al.,1841
Liu et al.,1195
Liu et al.,1203
Liu et al.,1538
Liu et al.,1540
Liu et al.,1541
Liu et al.,1544
Liu et al.,1537
Liu et al.,1542
Liu et al.,1543
Liu et al.,1545
Liu et al.,1813
Liu et al.,1824
Liu et al.,1825
Liu et al.,1828
Liu et al.,1829
Liu et al.,1830
Liu et al.,1818
Liu et al.,1816
Liu et al.,1826
Liu et al.,1831
Liu et al.,1817
Liu et al.,1827
Liu et al.,1815
Liu et al.,1823
Liu et al.,1832
Liu et al.,1833
Liu et al.,1808
Liu et al.,1809
Liu et al.,1810
Liu et al.,1811
Liu et al.,1812
Liu et al.,1814
Liu et al.,1822
Liu et al.,1194
Liu et al.,1193
Liu et al.,1082
Liu et al.,1053
Liu et al.,1401
Liu et al.,1403
Liu et al.,1404
Liu et al.,1405
Liu et al.,1400
Liu et al.,1407
Liu et al.,1399
Liu et al.,1398
all,128
all,129
all,130
all,143
all,131
all,116
all,120
all,121
all,122
all,125
all,126
all,127
all,117
all,118
all,119
all,148
all,149
all,159
all,160
all,162
all,123
all,124
all,97
all,115
all,165
all,111
all,147
all,158
all,114
all,145
all,146
all,155
all,101
all,103
all,104
all,113
all,138
all,105
all,108
all,139
all,140
all,141
all,142
all,106
all,107
all,132
all,133
all,134
all,112
all,135
all,136
all,137
all,109
all,110
all,98
all,99
all,100
all,191
all,203
all,202
all,192
all,193
all,204
all,169
all,102
all,164
all,166
all,168
all,174
all,175
all,176
all,182
all,190
all,198
all,178
all,179
all,180
all,177
all,184
all,186
all,187
all,205
all,152
all,163
all,167
all,170
all,172
all,173
all,153
all,154
all,181
all,197
all,199
all,194
all,171
all,185
all,196
all,195
all,201
all,188
all,189
all,200
all,237
all,239
all,240
all,241
all,242
all,150
all,232
all,233
all,234
all,236
all,243
all,228
all,229
all,230
all,231
all,235
all,244
all,238
all,207
all,208
all,210
all,209
all,211
all,212
all,214
all,215
all,219
all,251
all,252
all,255
all,250
all,253
all,254
all,213
all,216
all,218
all,220
all,224
all,225
all,226
all,227
all,271
all,272
all,273
all,274
all,275
all,222
all,265
all,266
all,267
all,292
all,293
all,260
all,261
all,262
all,263
all,264
all,268
all,144
all,217
all,221
all,276
all,270
all,156
all,408
all,269
all,289
all,288
all,279
all,283
all,284
all,290
all,294
all,295
all,296
all,977
all,282
all,285
all,286
all,291
all,280
all,281
all,287
all,246
all,248
all,245
all,249
all,206
all,247
all,454
all,455
all,456
all,457
all,458
all,459
all,462
all,464
all,466
all,480
all,486
all,1128
all,484
all,485
all,2548
all,2561
all,259
all,488
all,161
all,483
all,487
all,461
all,463
all,256
all,452
all,257
all,460
all,258
all,451
all,438
all,439
all,440
all,441
all,446
all,447
all,448
all,453
all,442
all,437
all,443
all,444
all,445
all,449
all,450
all,471
all,474
all,475
all,481
all,482
all,472
all,473
all,465
all,478
all,467
all,476
all,477
all,479
all,468
all,469
all,470
all,324
all,366
all,347
all,325
all,308
all,322
all,323
all,321
all,320
all,327
all,328
all,329
all,330
all,331
all,342
all,344
all,356
all,358
all,359
all,346
all,348
all,352
all,353
all,361
all,367
all,370
all,332
all,345
all,349
all,364
all,368
all,369
all,350
all,351
all,354
all,360
all,362
all,343
all,355
all,357
all,363
all,318
all,319
all,376
all,422
all,428
all,429
all,430
all,431
all,435
all,414
all,415
all,426
all,427
all,436
all,424
all,425
all,432
all,434
all,416
all,423
all,419
all,420
all,421
all,417
all,418
all,7
all,8
all,9
all,6
all,3
all,4
all,11
all,5
all,1
all,2
all,10
all,301
all,302
all,306
all,307
all,310
all,311
all,312
all,313
all,300
all,303
all,304
all,305
all,309
all,299
all,314
all,315
all,316
all,317
all,412
all,413
all,378
all,381
all,386
all,387
all,388
all,398
all,402
all,403
all,409
all,401
all,383
all,384
all,389
all,390
all,391
all,393
all,399
all,400
all,404
all,405
all,406
all,377
all,394
all,395
all,396
all,397
all,379
all,380
all,382
all,385
all,392
all,407
all,410
all,411
all,337
all,338
all,340
all,341
all,372
all,333
all,335
all,336
all,365
all,373
all,374
all,334
all,339
all,371
all,375
all,326
all,433
all,278
all,297
all,298
all,18
all,37
all,22
all,21
all,23
all,16
all,17
all,19
all,20
all,46
all,49
all,24
all,43
all,50
all,51
all,25
all,26
all,52
all,44
all,45
all,47
all,14
all,31
all,32
all,28
all,29
all,30
all,27
all,33
all,34
all,35
all,36
all,38
all,64
all,66
all,68
all,72
all,58
all,57
all,65
all,69
all,70
all,75
all,60
all,61
all,62
all,63
all,73
all,12
all,13
all,15
all,39
all,59
all,67
all,71
all,53
all,54
all,55
all,84
all,85
all,87
all,76
all,77
all,78
all,86
all,80
all,81
all,82
all,89
all,56
all,79
all,88
all,83
all,90
all,91
all,92
all,93
all,94
all,95
all,96
all,40
all,41
all,42
all,2871
all,2872
all,2874
all,2875
all,2876
all,2877
all,2695
all,2764
all,2873
all,2693
all,2694
all,2762
all,2765
all,2766
all,2767
all,2763
all,1398
all,1399
all,1400
all,1403
all,1404
all,1405
all,1401
all,1402
all,1407
all,1363
all,1371
all,1372
all,1406
all,1408
all,1339
all,1340
all,1258
all,1290
all,1289
all,1282
all,1286
all,1287
all,1314
all,1285
all,1288
all,1284
all,1283
all,1299
all,1322
all,1321
all,1304
all,1305
all,1306
all,1307
all,1328
all,1334
all,1302
all,1310
all,1335
all,1309
all,1327
all,1318
all,1319
all,1331
all,1332
all,1336
all,1333
all,1316
all,1323
all,1324
all,1325
all,1326
all,1337
all,1315
all,1317
all,1338
all,1320
all,1313
all,1301
all,1303
all,1308
all,1311
all,1312
all,1329
all,1330
all,1300
all,1383
all,1384
all,1390
all,1385
all,1386
all,1387
all,1388
all,1379
all,1380
all,1381
all,1382
all,1374
all,1375
all,1376
all,1395
all,1396
all,1397
all,1377
all,1393
all,1391
all,1394
all,1392
all,1373
all,1378
all,1389
all,1357
all,1360
all,1364
all,1365
all,1366
all,1367
all,1368
all,1369
all,1355
all,1356
all,1353
all,1354
all,1350
all,1351
all,1370
all,1345
all,1359
all,1361
all,1344
all,1347
all,1348
all,1349
all,1352
all,1341
all,1281
all,1342
all,1343
all,1346
all,1358
all,1362
all,649
all,667
all,686
all,688
all,633
all,634
all,635
all,652
all,662
all,636
all,637
all,653
all,655
all,656
all,660
all,615
all,617
all,628
all,630
all,631
all,632
all,651
all,626
all,627
all,629
all,640
all,646
all,647
all,650
all,663
all,698
all,644
all,648
all,654
all,657
all,687
all,691
all,643
all,616
all,618
all,638
all,666
all,680
all,689
all,692
all,699
all,642
all,693
all,664
all,622
all,639
all,641
all,645
all,625
all,5343
all,684
all,665
all,685
all,677
all,624
all,661
all,5339
all,659
all,670
all,678
all,679
all,681
all,694
all,695
all,696
all,700
all,671
all,682
all,697
all,668
all,669
all,675
all,683
all,673
all,674
all,676
all,672
all,690
all,701
all,702
all,703
all,704
all,705
all,719
all,718
all,720
all,706
all,707
all,708
all,712
all,714
all,709
all,710
all,711
all,713
all,721
all,725
all,728
all,729
all,723
all,727
all,722
all,724
all,726
all,613
all,614
all,592
all,593
all,594
all,608
all,611
all,612
all,599
all,600
all,606
all,591
all,596
all,597
all,598
all,590
all,602
all,604
all,605
all,603
all,607
all,595
all,601
all,610
all,490
all,553
all,554
all,555
all,556
all,557
all,514
all,518
all,548
all,549
all,515
all,533
all,535
all,540
all,541
all,542
all,543
all,544
all,545
all,546
all,491
all,496
all,497
all,498
all,499
all,501
all,502
all,504
all,551
all,536
all,537
all,532
all,534
all,538
all,539
all,609
all,506
all,507
all,531
all,505
all,512
all,523
all,489
all,508
all,509
all,510
all,524
all,521
all,522
all,494
all,511
all,529
all,560
all,561
all,495
all,503
all,558
all,552
all,559
all,525
all,526
all,528
all,492
all,493
all,513
all,527
all,547
all,550
all,1126
all,516
all,517
all,519
all,530
all,1217
all,1220
all,1222
all,1251
all,572
all,574
all,575
all,577
all,562
all,580
all,573
all,576
all,565
all,581
all,566
all,579
all,769
all,759
all,766
all,773
all,763
all,764
all,765
all,768
all,762
all,771
all,760
all,772
all,775
all,520
all,767
all,761
all,770
all,774
all,732
all,738
all,739
all,740
all,741
all,742
all,743
all,818
all,820
all,821
all,822
all,823
all,824
all,834
all,836
all,839
all,744
all,745
all,746
all,747
all,748
all,749
all,750
all,751
all,752
all,753
all,816
all,830
all,831
all,832
all,730
all,731
all,735
all,736
all,737
all,755
all,819
all,825
all,826
all,827
all,828
all,733
all,734
all,754
all,817
all,837
all,838
all,829
all,840
all,756
all,757
all,758
all,833
all,835
all,786
all,1178
all,1179
all,1180
all,1181
all,1182
all,568
all,570
all,571
all,587
all,588
all,589
all,578
all,583
all,584
all,585
all,586
all,563
all,564
all,567
all,569
all,582
all,1194
all,1193
all,1191
all,1192
all,1184
all,1186
all,1187
all,1188
all,1190
all,1070
all,1081
all,1092
all,1093
all,1094
all,1090
all,1091
all,1053
all,1068
all,1069
all,1083
all,1189
all,1072
all,1067
all,1071
all,1080
all,1082
all,1054
all,1058
all,1060
all,1061
all,1066
all,1062
all,1055
all,1065
all,1077
all,1078
all,1079
all,1075
all,1076
all,1063
all,1086
all,1087
all,1088
all,1089
all,1056
all,1057
all,1059
all,1074
all,1084
all,1085
all,1064
all,1272
all,1273
all,1266
all,1265
all,1269
all,1267
all,1270
all,1268
all,1257
all,1259
all,1264
all,1254
all,1255
all,1261
all,1271
all,1277
all,1278
all,1279
all,1260
all,1262
all,1263
all,1276
all,1280
all,1048
all,1274
all,1275
all,1256
all,1292
all,1297
all,1296
all,1298
all,1293
all,1294
all,1295
all,1291
all,1170
all,1171
all,1172
all,986
all,998
all,980
all,984
all,1183
all,983
all,987
all,985
all,988
all,996
all,982
all,1004
all,1022
all,981
all,995
all,994
all,990
all,993
all,991
all,992
all,989
all,978
all,885
all,877
all,898
all,907
all,935
all,896
all,897
all,882
all,887
all,888
all,889
all,883
all,891
all,854
all,878
all,879
all,880
all,890
all,913
all,876
all,886
all,893
all,894
all,895
all,859
all,892
all,856
all,857
all,868
all,870
all,855
all,861
all,862
all,863
all,864
all,865
all,871
all,918
all,884
all,1592
all,1593
all,1595
all,847
all,842
all,845
all,846
all,849
all,843
all,844
all,848
all,850
all,853
all,869
all,881
all,1590
all,851
all,858
all,860
all,841
all,866
all,976
all,852
all,867
all,872
all,919
all,936
all,944
all,948
all,950
all,955
all,956
all,959
all,960
all,974
all,943
all,945
all,946
all,953
all,954
all,958
all,961
all,941
all,942
all,952
all,964
all,969
all,970
all,940
all,947
all,939
all,951
all,968
all,973
all,949
all,967
all,899
all,928
all,972
all,957
all,920
all,924
all,925
all,926
all,927
all,934
all,921
all,923
all,909
all,905
all,911
all,912
all,917
all,929
all,930
all,933
all,922
all,931
all,932
all,963
all,962
all,965
all,966
all,971
all,975
all,900
all,903
all,901
all,902
all,906
all,910
all,915
all,916
all,914
all,904
all,908
all,979
all,937
all,938
all,1130
all,1143
all,1148
all,1147
all,1129
all,1132
all,1133
all,1141
all,1145
all,1151
all,1019
all,1163
all,1165
all,1166
all,1167
all,1168
all,1169
all,1117
all,1146
all,1158
all,1160
all,1164
all,1175
all,1177
all,1134
all,1135
all,1136
all,1137
all,1138
all,1139
all,1140
all,1051
all,1157
all,1159
all,1162
all,1173
all,1174
all,1176
all,1114
all,1115
all,1116
all,1149
all,1113
all,1161
all,1142
all,1127
all,1150
all,1449
all,1722
all,1744
all,1099
all,1103
all,1122
all,1104
all,1105
all,1102
all,5354
all,1120
all,1121
all,1123
all,1096
all,1106
all,1110
all,1118
all,1124
all,1101
all,1109
all,1119
all,1131
all,1108
all,1111
all,1112
all,1125
all,5344
all,1107
all,1152
all,1153
all,1154
all,1155
all,1580
all,1581
all,1206
all,1207
all,1208
all,1209
all,1210
all,1204
all,1205
all,1211
all,1214
all,1212
all,1215
all,1213
all,1226
all,1233
all,1234
all,1235
all,1236
all,1239
all,1244
all,1250
all,1227
all,1228
all,1229
all,1230
all,1232
all,1241
all,1253
all,1225
all,1237
all,1238
all,1242
all,1243
all,1216
all,1240
all,1248
all,1231
all,1249
all,1223
all,1224
all,1245
all,1246
all,1247
all,1218
all,1219
all,1221
all,1252
all,1523
all,1524
all,1839
all,1841
all,1837
all,1840
all,1838
all,1842
all,1843
all,1000
all,997
all,999
all,1001
all,1041
all,1042
all,1002
all,1006
all,1007
all,1008
all,1009
all,1015
all,1014
all,1028
all,1040
all,1045
all,1005
all,1012
all,1013
all,1011
all,1010
all,1052
all,1025
all,1026
all,1021
all,1018
all,1020
all,1031
all,1037
all,1049
all,1023
all,1027
all,1033
all,1034
all,1003
all,1035
all,1043
all,1044
all,1047
all,1029
all,1050
all,1016
all,1030
all,1036
all,1032
all,1017
all,1046
all,1038
all,1024
all,1095
all,1199
all,1200
all,1185
all,1195
all,1201
all,1203
all,1202
all,1196
all,1197
all,1198
all,1825
all,1826
all,1827
all,1814
all,1815
all,1823
all,1808
all,1809
all,1810
all,1811
all,1812
all,1816
all,1822
all,1831
all,1824
all,1828
all,1829
all,1830
all,1818
all,1817
all,1813
all,1832
all,1833
all,1820
all,1821
all,1835
all,1836
all,1540
all,1541
all,1544
all,1537
all,1542
all,1543
all,1545
all,779
all,780
all,781
all,782
all,783
all,784
all,787
all,788
all,789
all,791
all,792
all,793
all,799
all,800
all,801
all,802
all,808
all,810
all,811
all,812
all,813
all,794
all,795
all,803
all,804
all,805
all,814
all,815
all,796
all,797
all,798
all,807
all,809
all,776
all,777
all,778
all,785
all,790
all,806
all,1571
all,1573
all,1574
all,1551
all,1555
all,1557
all,1561
all,1570
all,1575
all,1552
all,1553
all,1554
all,1556
all,1568
all,1569
all,1566
all,1567
all,1576
all,1558
all,1559
all,1560
all,1563
all,1565
all,1562
all,1564
all,1572
all,1578
all,1582
all,1583
all,1585
all,1577
all,1586
all,1579
all,1588
all,1584
all,1587
all,1546
all,1547
all,1548
all,1549
all,1550
all,1534
all,1805
all,1806
all,1807
all,1804
all,1450
all,1451
all,1452
all,1453
all,1460
all,1457
all,1458
all,1459
all,1445
all,1446
all,1456
all,1462
all,873
all,874
all,875
all,1602
all,1611
all,1589
all,1591
all,1600
all,1596
all,1409
all,1415
all,1416
all,1417
all,1419
all,1420
all,1421
all,1418
all,1413
all,1423
all,1424
all,1410
all,1412
all,1422
all,1455
all,1533
all,1520
all,1454
all,1526
all,1527
all,1528
all,1529
all,1536
all,1519
all,1525
all,1530
all,1532
all,1514
all,1515
all,1516
all,1518
all,1594
all,1517
all,1535
all,1097
all,1098
all,1538
all,1531
all,1521
all,1522
all,1539
all,1434
all,1435
all,1436
all,1442
all,1483
all,1484
all,1485
all,1642
all,5361
all,2011
all,2004
all,2006
all,5360
all,2008
all,2010
all,1698
all,1780
all,1781
all,1785
all,1802
all,1782
all,1784
all,1786
all,1787
all,1788
all,1789
all,1790
all,1796
all,1797
all,1799
all,1724
all,1730
all,1798
all,1800
all,1801
all,1791
all,1792
all,1793
all,1794
all,1795
all,1426
all,1428
all,1430
all,1432
all,1433
all,1465
all,1425
all,1427
all,1429
all,1431
all,1464
all,1466
all,1467
all,1469
all,2102
all,2103
all,2107
all,2104
all,2105
all,2106
all,1039
all,1728
all,1735
all,1736
all,1737
all,1738
all,1739
all,1746
all,1156
all,1439
all,1440
all,1441
all,2040
all,1732
all,1733
all,1734
all,1740
all,1437
all,1438
all,1443
all,1444
all,1447
all,1487
all,1488
all,1500
all,1504
all,1494
all,1495
all,1503
all,1620
all,1621
all,1622
all,1493
all,1509
all,1497
all,1498
all,1499
all,1505
all,1623
all,1631
all,1633
all,1634
all,1635
all,1461
all,1463
all,1626
all,1627
all,1491
all,1492
all,1502
all,1511
all,1496
all,1501
all,1489
all,1490
all,1507
all,1508
all,1512
all,1472
all,1473
all,1474
all,1481
all,1482
all,1480
all,1486
all,1654
all,1477
all,1479
all,1506
all,1478
all,1471
all,1475
all,1476
all,1632
all,1513
all,1624
all,1625
all,1636
all,1628
all,1637
all,1638
all,1639
all,1640
all,1641
all,1643
all,1629
all,1630
all,1619
all,1645
all,1647
all,1648
all,1650
all,1658
all,1662
all,1663
all,1665
all,1668
all,1670
all,1671
all,1775
all,1686
all,1697
all,1699
all,1713
all,1711
all,1649
all,1659
all,1687
all,1696
all,1721
all,1756
all,1758
all,1759
all,1770
all,1689
all,1695
all,1700
all,1701
all,1702
all,1703
all,1709
all,1714
all,1717
all,1718
all,1707
all,1712
all,1803
all,1694
all,1704
all,1705
all,1706
all,1719
all,1720
all,1688
all,1690
all,1691
all,1692
all,1693
all,1710
all,1715
all,1716
all,1725
all,1727
all,1729
all,1741
all,1742
all,1743
all,1747
all,1748
all,1750
all,1723
all,1726
all,1745
all,1753
all,1644
all,1651
all,1660
all,1762
all,1754
all,1760
all,1776
all,1777
all,2044
all,2045
all,2046
all,2049
all,2054
all,2042
all,2055
all,2058
all,2056
all,2057
all,2059
all,2060
all,2061
all,2062
all,2070
all,2063
all,2064
all,2065
all,2066
all,2069
all,1666
all,2067
all,2068
all,2052
all,2039
all,2047
all,2048
all,1652
all,1655
all,1656
all,1661
all,1664
all,1667
all,1669
all,1672
all,1675
all,1679
all,1681
all,1682
all,1683
all,1677
all,1678
all,1680
all,1646
all,1653
all,1657
all,1673
all,1674
all,1676
all,1684
all,1983
all,1984
all,1985
all,1986
all,1987
all,1988
all,1975
all,1989
all,1993
all,1996
all,1997
all,1998
all,1999
all,1994
all,1995
all,2053
all,1990
all,1964
all,1991
all,1992
all,2001
all,1965
all,1966
all,2000
all,2023
all,2024
all,2025
all,2022
all,2027
all,2029
all,2028
all,2032
all,2026
all,1846
all,1863
all,1864
all,1865
all,1866
all,1867
all,1869
all,1870
all,1871
all,1888
all,1891
all,1876
all,1448
all,1860
all,1874
all,1411
all,1414
all,1850
all,1851
all,1852
all,1853
all,1854
all,1855
all,1856
all,1857
all,1858
all,1872
all,1875
all,1859
all,1873
all,1877
all,1878
all,1847
all,1849
all,1844
all,1845
all,1882
all,1883
all,1884
all,2101
all,1862
all,1868
all,1879
all,1861
all,1880
all,1881
all,1890
all,2012
all,2013
all,2014
all,2015
all,2017
all,2018
all,2020
all,2031
all,2034
all,2035
all,2016
all,1904
all,1887
all,1892
all,1894
all,1901
all,1902
all,1903
all,1963
all,2021
all,1895
all,1896
all,1897
all,1898
all,1899
all,1905
all,2043
all,2050
all,2051
all,1900
all,2019
all,2030
all,2033
all,2036
all,2037
all,1685
all,1848
all,1889
all,1906
all,1907
all,1908
all,1893
all,1885
all,1886
all,1976
all,1981
all,1982
all,2005
all,1959
all,1960
all,1961
all,1978
all,1979
all,1980
all,1977
all,1761
all,1768
all,1779
all,1765
all,1769
all,1766
all,1767
all,1763
all,1757
all,1773
all,1774
all,1778
all,1752
all,1755
all,1764
all,1771
all,1772
all,2679
all,2866
all,2867
all,2868
all,2869
all,2870
all,2732
all,2755
all,2756
all,2545
all,2546
all,2547
all,2549
all,2550
all,2552
all,2551
all,2562
all,2564
all,2565
all,2563
all,2566
all,2553
all,2554
all,2571
all,2569
all,2539
all,2542
all,2556
all,2557
all,2558
all,2559
all,2560
all,2568
all,2579
all,2580
all,2581
all,2582
all,2583
all,2588
all,2589
all,2590
all,2591
all,2592
all,2567
all,2573
all,2578
all,2585
all,2586
all,2587
all,2574
all,2575
all,2584
all,2532
all,2534
all,2535
all,2536
all,2537
all,2538
all,2540
all,2543
all,2273
all,2572
all,2576
all,2577
all,2555
all,1598
all,1604
all,1606
all,1607
all,1608
all,1610
all,1603
all,1616
all,1618
all,1609
all,1615
all,1597
all,1601
all,1613
all,1614
all,1617
all,1599
all,1605
all,1612
all,2247
all,2248
all,2249
all,2250
all,2254
all,2274
all,2260
all,2269
all,2270
all,2271
all,2272
all,2261
all,2265
all,2266
all,2267
all,2255
all,2262
all,2263
all,2264
all,2256
all,2257
all,2268
all,2291
all,2252
all,2258
all,2259
all,2115
all,2593
all,2594
all,2742
all,2741
all,2743
all,2744
all,2288
all,2289
all,2290
all,2745
all,2285
all,2286
all,2151
all,2253
all,2277
all,2278
all,2294
all,2295
all,2296
all,2276
all,2298
all,2251
all,2275
all,2281
all,2282
all,2283
all,2284
all,2733
all,2279
all,2292
all,2299
all,2300
all,2293
all,2701
all,2735
all,2736
all,2737
all,2746
all,2747
all,2748
all,2749
all,2751
all,2752
all,2753
all,2754
all,2761
all,2686
all,2708
all,2709
all,2710
all,2711
all,2712
all,2728
all,2716
all,2717
all,2685
all,2698
all,2723
all,2724
all,2725
all,2696
all,2697
all,2740
all,2729
all,2734
all,2750
all,2757
all,2758
all,2759
all,2760
all,2715
all,2720
all,2721
all,2682
all,2699
all,2700
all,2702
all,2703
all,2704
all,2705
all,2688
all,2689
all,2692
all,2683
all,2684
all,2691
all,2726
all,2687
all,2690
all,2730
all,2731
all,2738
all,2739
all,2680
all,2707
all,2719
all,2722
all,2727
all,2681
all,2706
all,2713
all,2714
all,2718
all,2674
all,2675
all,2678
all,2676
all,2677
all,2485
all,2487
all,2505
all,2486
all,2488
all,2503
all,2479
all,2480
all,2489
all,2533
all,2478
all,2484
all,2481
all,2482
all,2483
all,2506
all,2477
all,2111
all,2112
all,2108
all,2109
all,2110
all,2113
all,1909
all,1910
all,1911
all,1931
all,1934
all,1935
all,1940
all,1947
all,1933
all,1918
all,1923
all,1924
all,1925
all,1926
all,1927
all,1919
all,1932
all,1936
all,1937
all,1938
all,1941
all,1913
all,1915
all,1916
all,1917
all,1920
all,1928
all,1929
all,1930
all,1921
all,1922
all,1939
all,1952
all,1953
all,1957
all,1951
all,1948
all,1954
all,1958
all,1949
all,1950
all,1955
all,1956
