AUROC,fntype
0.824312983408064,conserved_both
0.805405603899679,diverged
0.797042911585004,conserved_one
0.822526484349937,diverged
0.839629069483859,conserved_both
0.804223631900302,conserved_both
0.930568324162305,diverged
0.921772285891947,diverged
0.890836078658767,diverged
0.845259060083138,diverged
0.765034935671336,conserved_both
0.847922909540674,diverged
0.823368817658237,diverged
0.840689140672355,diverged
0.928564909757694,diverged
0.915042990361432,diverged
0.93596402563534,conserved_one
0.897229028318449,conserved_both
0.920203629776242,diverged
0.915418200373823,conserved_one
0.934285210862362,conserved_one
0.957609899928036,conserved_one
0.940054015063828,conserved_one
0.93727779787964,conserved_one
0.959112862498778,diverged
0.773706961643009,diverged
0.802228571233866,conserved_both
0.800947776926902,diverged
0.863317331016832,conserved_both
0.785242767372621,diverged
0.798879908110606,diverged
0.937636404123467,conserved_one
0.882913717515106,conserved_one
0.935436076213958,conserved_one
0.953872668778205,conserved_one
0.977229790065882,conserved_one
0.979584854561766,conserved_one
0.961114436707416,conserved_one
0.916700027603441,conserved_one
0.872973326355447,diverged
0.91859954625805,conserved_one
0.937010650722629,conserved_one
0.92239933974505794,conserved_one
0.893073186976288,conserved_one
0.885732323232323,conserved_one
0.923120053388201,diverged
0.878789052321197,diverged
0.861253775928039,diverged
0.910354893180328,conserved_one
0.915239847700707,conserved_one
0.858131133336758,diverged
0.913031214099808,diverged
0.908032841417685,diverged
0.902643604451921,diverged
0.902407974267753,diverged
0.974621690234536,diverged
0.98398247709828,conserved_one
0.983547186291228,diverged
0.974851909876528,conserved_both
0.925664671317245,conserved_one
0.961555411079968,conserved_one
0.992949136152059,conserved_both
0.963406037947426,diverged
0.946828809309307,diverged
0.950270849759213,conserved_both
0.966889877807632,conserved_both
0.975769853280224,diverged
0.98370976023308,diverged
0.988189775833318,conserved_one
0.973057603318191,conserved_one
0.842462227097413,conserved_one
0.971932103658707,conserved_one
0.98050190135788,conserved_both
0.912689164882857,diverged
0.979594992934705,diverged
0.96214826801641,diverged
0.967707536210559,diverged
0.890441353847374,diverged
0.947164351698473,diverged
0.940788830133282,conserved_one
0.9141001543209,diverged
0.888712463043668,diverged
0.955409736335142,diverged
0.866445803003829,conserved_one
0.937199272408963,diverged
0.975541105913371,conserved_one
0.966803319297342,conserved_one
0.838087818850189,diverged
0.98661564870742,conserved_both
0.941137406560273,conserved_both
0.904818686568931,conserved_one
0.961105207349373,conserved_one
0.886103259685889,diverged
0.879599934710644,diverged
0.981639758272194,conserved_both
0.959592367337738,conserved_one
0.98412128651025,conserved_both
0.910733262136296,conserved_one
0.902781090486622,diverged
0.975568948472876,conserved_one
0.88102910086372,conserved_both
0.864776695317486,diverged
0.940302907492653,conserved_one
0.938499113317983,conserved_one
0.914683058190087,diverged
0.993377309311362,conserved_one
0.880584807807031,conserved_both
0.785044534186109,diverged
0.863398633563097,diverged
0.927456278539675,diverged
0.857773465807288,diverged
0.874614049090286,diverged
0.898008257958577,diverged
0.837206971605811,diverged
0.831405336641546,conserved_one
0.860512260566805,conserved_one
0.884992826596115,conserved_one
0.842811884807195,conserved_one
0.984866643354984,conserved_one
0.819749070156594,diverged
0.794995822473619,conserved_one
0.846282123398114,diverged
0.786413098254626,conserved_one
0.901019942227129,conserved_one
0.948219540647408,conserved_one
0.886120081447767,conserved_one
0.888643338431214,conserved_both
0.85685819353488,conserved_both
0.90461733997968,diverged
0.930742706386267,conserved_one
0.874575098675667,diverged
0.893416868559674,diverged
0.974093211235319,conserved_both
0.939634615651788,diverged
0.939483470285506,conserved_both
0.984610226707823,diverged
0.992196083735641,conserved_both
0.950174426356328,diverged
0.953167287503542,diverged
0.941699441074799,conserved_both
0.928911096117878,diverged
0.942219856047349,conserved_one
0.989217676122859,conserved_both
0.968790212801794,diverged
0.992406318400283,diverged
0.974658948710201,conserved_both
0.996686383012756,diverged
0.862910118783107,diverged
0.990462586168888,conserved_both
0.986452869083759,conserved_one
0.993260350207058,conserved_one
0.987927380670796,diverged
0.903792514931182,diverged
0.965260210993116,conserved_one
0.934298185077431,conserved_one
0.976313289727259,diverged
0.980916632651712,diverged
0.970441024929072,conserved_one
0.974497071268761,conserved_one
0.980830890315084,conserved_one
0.959394899705855,conserved_one
0.977545313692078,conserved_one
0.979157187168443,conserved_one
0.976051701674037,diverged
0.959818050682922,conserved_one
0.880224642948048,diverged
0.913662390501364,diverged
0.952183096450228,conserved_one
0.874680391218035,conserved_one
0.972419169846942,conserved_one
0.910521272675913,diverged
0.955184500493099,diverged
0.995849006958769,diverged
0.995132840125057,conserved_both
0.840439245368071,conserved_both
0.978034721820547,conserved_both
0.964956415439725,diverged
0.968404427363687,diverged
0.964723144034129,conserved_one
0.961967659648061,diverged
0.959311007945012,diverged
0.745184142969985,conserved_one
0.973897526541549,conserved_one
0.964030158958843,conserved_one
0.990483301155713,conserved_one
0.962364743323648,conserved_one
0.97464608249939,conserved_one
0.972456053478584,conserved_one
0.985655600828268,diverged
0.926946205103202,conserved_one
0.973206854345166,diverged
0.961940255554276,conserved_one
0.983327237259205,conserved_one
0.991855921855922,conserved_one
0.981024390243902,conserved_one
0.998293931269802,conserved_one
