cluster,class,region,study,is_reciprocal,recip_cluster
Macosko|Inh_Isl1_Drd1_Folh1_1,neuron,PAL,Nuclei,TRUE,Zeng|1194
Macosko|Inh_Isl1_Drd1_Folh1_2,neuron,PAL,Nuclei,FALSE,NA
Macosko|Chol_Ecel1_Insrr,neuron,PAL,Nuclei,FALSE,NA
Macosko|Chol_Ecel1_Gpr174,neuron,,Nuclei,FALSE,NA
Macosko|Chol_Ecel1_Gm7271,neuron,HY,Nuclei,TRUE,Zeng|584
Macosko|Chol_Ecel1_Crabp2_1,neuron,STR,Nuclei,FALSE,NA
Macosko|Chol_Ecel1_Sall4,neuron,HY,Nuclei,TRUE,Zeng|586
Macosko|Chol_Ecel1_Crabp2_2,neuron,HY,Nuclei,FALSE,NA
Macosko|CholInh_Ecel1_Nid1,neuron,HY,Nuclei,TRUE,Zeng|571
Macosko|Chol_Ecel1_Nid1,neuron,PAL,Nuclei,FALSE,NA
Macosko|Chol_Ecel1_1700025C18Rik_1,neuron,,Nuclei,TRUE,Zeng|589
Macosko|Chol_Ecel1_1700025C18Rik_2,neuron,HY,Nuclei,TRUE,Zeng|587
Macosko|Chol_Ecel1_S100a11,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Sox6_Btc,neuron,PAL,Nuclei,TRUE,Zeng|1179
Macosko|Inh_Clic4_Ano3_1,neuron,STR,Nuclei,TRUE,Zeng|926
Macosko|Inh_Clic4_Ano3_2,neuron,STR,Nuclei,TRUE,Zeng|899
Macosko|Inh_Clic4_Ano3_3,neuron,STR,Nuclei,TRUE,Zeng|933
Macosko|Inh_Clic4_Ano3_4,neuron,PAL,Nuclei,TRUE,Zeng|922
Macosko|Inh_Sall3_Trhr_1,neuron,STR,Nuclei,TRUE,Zeng|911
Macosko|Inh_Sall3_Trhr_2,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Trhr_4,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Trhr_5,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Bmper_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Bmper_2,neuron,STR,Nuclei,TRUE,Zeng|912
Macosko|Inh_Sall3_Ndnf_1,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Ndnf_2,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Ndnf_3,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Ndnf_4,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Ndnf_5,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Ecrg4,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Prss23,neuron,STR,Nuclei,TRUE,Zeng|916
Macosko|Inh_Sall3_Chrne,neuron,STR,Nuclei,TRUE,Zeng|914
Macosko|Inh_Sall3_Cytip_1,neuron,PAL,Nuclei,TRUE,Zeng|910
Macosko|Inh_Sall3_Cytip_2,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sall3_Cytip_3,neuron,STR,Nuclei,TRUE,Zeng|902
Macosko|Inh_Sall3_Sp8,neuron,PAL,Nuclei,TRUE,Zeng|901
Macosko|Inh_Ecel1_Pon3,neuron,PAL,Nuclei,TRUE,Zeng|900
Macosko|Inh_Sp8_Ctsc_1,neuron,STR,Nuclei,TRUE,Zeng|919
Macosko|Inh_Sp8_Ctsc_2,neuron,PAL,Nuclei,TRUE,Zeng|918
Macosko|Inh_Sp8_Ctsc_3,neuron,TH,Nuclei,TRUE,Zeng|867
Macosko|Inh_Sp8_Ctsc_4,neuron,OLF,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Shisa8,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Grhl3,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Pax6_Fbln2_1,neuron,HY,Nuclei,TRUE,Zeng|982
Macosko|Inh_Pax6_Fbln2_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Myo1h_1,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Myo1h_2,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Sytl4_1,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Sytl4_2,neuron,HY,Nuclei,TRUE,Zeng|907
Macosko|Inh_Ecel1_Crhr2,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Asb4_1,neuron,PAL,Nuclei,TRUE,Zeng|877
Macosko|Inh_Ecel1_Asb4_2,neuron,PAL,Nuclei,TRUE,Zeng|885
Macosko|Inh_Ecel1_Asb4_3,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-1_Asb,neuron,STR,Nuclei,TRUE,Zeng|883
Macosko|Inh_Nkx2-1_Sytl4_1,neuron,STR,Nuclei,TRUE,Zeng|897
Macosko|Inh_Nkx2-1_Sytl4_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Pax6_Gpr39_1,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Pax6_Gpr39_2,neuron,PAL,Nuclei,TRUE,Zeng|978
Macosko|Inh_Pax6_Gpr39_3,neuron,STR,Nuclei,TRUE,Zeng|992
Macosko|Inh_Pax6_Eya4_1,neuron,STR,Nuclei,TRUE,Zeng|994
Macosko|Inh_Pax6_Eya4_2,neuron,STR,Nuclei,TRUE,Zeng|993
Macosko|Inh_Pax6_Eya4_3,neuron,PAL,Nuclei,TRUE,Zeng|990
Macosko|Inh_Pax6_Eya4_4,neuron,STR,Nuclei,TRUE,Zeng|989
Macosko|Inh_Pax6_Egfr_1,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Pax6_Egfr_2,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Fbxw13,neuron,PAL,Nuclei,TRUE,Zeng|972
Macosko|Inh_Sp8_Mc4r,neuron,PAL,Nuclei,TRUE,Zeng|957
Macosko|Inh_Sp8_Spp1_1,neuron,STR,Nuclei,TRUE,Zeng|949
Macosko|Inh_Sp8_Spp1_2,neuron,PAL,Nuclei,TRUE,Zeng|967
Macosko|Inh_Sp8_Spp1_3,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Spp1_4,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Spp1_5,neuron,PAL,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_3,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_4,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_5,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_6,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_7,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_8,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_9,neuron,P,Nuclei,TRUE,Zeng|4218
Macosko|Ex_Hoxb3_Ldlrap1_10,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_11,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_12,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_13,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_14,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_15,neuron,MY,Nuclei,TRUE,Zeng|4217
Macosko|Ex_Hoxb3_Ldlrap1_16,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_17,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hoxb3_Ldlrap1_18,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Irx1_Nog,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Irx1_Padi1_1,neuron,MY,Nuclei,TRUE,Zeng|4049
Macosko|Ex_Irx1_Padi1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Irx1_Padi1_3,neuron,CB,Nuclei,TRUE,Zeng|4216
Macosko|Ex_Irx1_Padi1_4,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Irx1_Padi1_5,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Irx1_Padi1_6,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hoxc4_Slc22a3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hoxc4_Hpse,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Hoxc4_Olfr681,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Npy_1,neuron,TH,Nuclei,TRUE,Zeng|1797
Macosko|Inh_Six3_Pvalb_Npy_2,neuron,TH,Nuclei,TRUE,Zeng|1796
Macosko|Inh_Six3_Pvalb_Npy_3,neuron,TH,Nuclei,TRUE,Zeng|1795
Macosko|Inh_Six3_Pvalb_Cplx3_1,neuron,TH,Nuclei,TRUE,Zeng|1791
Macosko|Inh_Six3_Pvalb_Adamts14,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Cplx3_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Efemp1_1,neuron,TH,Nuclei,TRUE,Zeng|1794
Macosko|Inh_Six3_Pvalb_Efemp1_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Trpm8,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Colq,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Piezo2,neuron,HY,Nuclei,TRUE,Zeng|1785
Macosko|Inh_Six3_Pvalb_Pdzrn4,neuron,TH,Nuclei,TRUE,Zeng|1792
Macosko|Inh_Ecel1_Col6a4_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Col6a4_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Ecel1_Cd36_1,neuron,HY,Nuclei,TRUE,Zeng|1724
Macosko|Inh_Ecel1_Cd36_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Angpt1,neuron,TH,Nuclei,TRUE,Zeng|1789
Macosko|Inh_Six3_Pvalb_Rxfp2_1,neuron,HY,Nuclei,TRUE,Zeng|1780
Macosko|Inh_Six3_Pvalb_Rxfp2_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Rxfp2_3,neuron,TH,Nuclei,FALSE,NA
Macosko|Inh_Six3_Pvalb_Itga6,neuron,TH,Nuclei,TRUE,Zeng|1798
Macosko|Ex_Lmx1b_Vmn1r196,neuron,P,Nuclei,TRUE,Zeng|4185
Macosko|Inh_Ebf2_Cox8b_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Ebf2_Cox8b_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Nkx6-1_Cox8b,neuron,P,Nuclei,TRUE,Zeng|3740
Macosko|Ex_Ebf2_Cox8b_1,neuron,MY,Nuclei,TRUE,Zeng|8173
Macosko|Ex_Ebf2_Cox8b_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Krt17_1,neuron,MY,Nuclei,TRUE,Zeng|8176
Macosko|Ex_Ebf2_Fzd9_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Fzd9_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Fzd9_3,neuron,MY,Nuclei,TRUE,Zeng|8175
Macosko|Ex_Lamc3_Fzd9_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lamc3_Fzd9_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx2_Llgl2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Tnfaip8_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Tnfaip8_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Tnfaip8_3,neuron,MY,Nuclei,TRUE,Zeng|8164
Macosko|Ex_Ebf2_Tnfaip8_4,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Tnfaip8_5,neuron,MY,Nuclei,TRUE,Zeng|8163
Macosko|Ex_Lhx9_Frk_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Frk_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Frk_3,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_A1bg_1,neuron,MY,Nuclei,TRUE,Zeng|8178
Macosko|Ex_Lhx9_A1bg_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Igfbp2_1,neuron,P,Nuclei,TRUE,Zeng|8801
Macosko|Ex_Lhx9_Igfbp2_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Ppp1r1c,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Erg,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Nkx2-1_Pmch_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Nkx2-1_Pmch_2,neuron,HY,Nuclei,TRUE,Zeng|2134
Macosko|Ex_Nkx2-1_Nppb,neuron,HY,Nuclei,TRUE,Zeng|2826
Macosko|Inh_Lhx6_Pvalb_Tac1,neuron,Isocortex,Nuclei,TRUE,Zeng|600
Macosko|Inh_Lhx6_Sst_Hpse,neuron,Isocortex,Nuclei,TRUE,Zeng|521
Macosko|Inh_Lhx6_Sst_Crhr2_Stac,neuron,Isocortex,Nuclei,TRUE,Zeng|513
Macosko|Inh_Lhx6_Sst_Crhr2_Fillip1,neuron,Isocortex,Nuclei,TRUE,Zeng|495
Macosko|Inh_Lhx6_Sst_Ffar4,neuron,Isocortex,Nuclei,TRUE,Zeng|503
Macosko|Inh_Lhx6_Sst_AW551984,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Myh13,neuron,Isocortex,Nuclei,TRUE,Zeng|499
Macosko|Inh_Lhx6_Sst_Etv1_Pdyn,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Etv1_Ldb2,neuron,Isocortex,Nuclei,TRUE,Zeng|511
Macosko|Inh_Lhx6_Sst_Ctsc_1,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_2,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_3,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_4,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_5,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_6,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_7,neuron,CTXsp,Nuclei,TRUE,Zeng|539
Macosko|Inh_Lhx6_Sst_Ctsc_8,neuron,OLF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ctsc_9,neuron,OLF,Nuclei,TRUE,Zeng|538
Macosko|Inh_Lhx6_Sst_Prok2,neuron,HPF,Nuclei,TRUE,Zeng|519
Macosko|Inh_Lhx6_Sst_Itgad,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_A730009L09Rik_Igf1,neuron,HPF,Nuclei,TRUE,Zeng|530
Macosko|Inh_Lhx6_Sst_A730009L09Rik_Kcnh8,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Crh_Nnmt_1,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Crh_Nnmt_2,neuron,HPF,Nuclei,TRUE,Zeng|532
Macosko|Inh_Lhx6_Sst_Crh_Nnmt_3,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Crh_Nnmt_4,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Col6a5_1,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Col6a5_2,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Col6a5_3,neuron,Isocortex,Nuclei,TRUE,Zeng|548
Macosko|Inh_Lhx6_Sst_Col6a5_4,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Col6a5_5,neuron,HPF,Nuclei,TRUE,Zeng|537
Macosko|Inh_Lhx6_Sst_Col6a5_6,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Col6a5_7,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_1,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_2,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_3,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_4,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_5,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_6,neuron,HPF,Nuclei,TRUE,Zeng|536
Macosko|Inh_Lhx6_Cxcr4_7,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_8,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cxcr4_9,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cox6a2_Nxph2_1,neuron,HPF,Nuclei,TRUE,Zeng|612
Macosko|Inh_Lhx6_Cox6a2_Nxph2_2,neuron,Isocortex,Nuclei,TRUE,Zeng|723
Macosko|Inh_Lhx6_Cox6a2_Rxfp3,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Cox6a2_Postn,neuron,HPF,Nuclei,TRUE,Zeng|609
Macosko|Inh_Lhx6_Sst_Edaradd,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Crhbp,neuron,,Nuclei,TRUE,Zeng|562
Macosko|Inh_Lhx6_Sst_Npffr1_Rgs6,neuron,Isocortex,Nuclei,TRUE,Zeng|544
Macosko|Inh_Lhx6_Sst_Npffr1_Pcsk6,neuron,Isocortex,Nuclei,TRUE,Zeng|540
Macosko|Inh_Lhx6_Sst_Ccna1_1,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ccna1_2,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Ccna1_3,neuron,HPF,Nuclei,TRUE,Zeng|535
Macosko|Inh_Lhx6_Sst_Layn,neuron,OLF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Sst_Th_Elfn1,neuron,Isocortex,Nuclei,TRUE,Zeng|546
Macosko|Inh_Lhx6_Sst_Th_Ephb1,neuron,Isocortex,Nuclei,TRUE,Zeng|610
Macosko|Inh_Lhx6_Sst_Crh_Baiap3,neuron,Isocortex,Nuclei,TRUE,Zeng|557
Macosko|Inh_Lhx6_Sst_Crh_Shisa9,neuron,Isocortex,Nuclei,TRUE,Zeng|555
Macosko|Inh_Lhx6_Sst_Crh_Pdzrn3,neuron,Isocortex,Nuclei,TRUE,Zeng|554
Macosko|Inh_Lhx6_Sst_Crh_Tac2,neuron,Isocortex,Nuclei,TRUE,Zeng|556
Macosko|Inh_Lhx6_Sst_Chodl_1,neuron,Isocortex,Nuclei,TRUE,Zeng|767
Macosko|Inh_Lhx6_Sst_Chodl_2,neuron,PAL,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Lamp5_Hcrtr2,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Car8_1,neuron,HPF,Nuclei,TRUE,Zeng|729
Macosko|Inh_Lhx6_Car8_2,neuron,HPF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Car8_3,neuron,Isocortex,Nuclei,TRUE,Zeng|726
Macosko|Inh_Lhx6_Car8_4,neuron,OLF,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Car8_5,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Car8_6,neuron,Isocortex,Nuclei,TRUE,Zeng|722
Macosko|Inh_Lhx6_Car8_7,neuron,Isocortex,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Car8_8,neuron,TH,Nuclei,TRUE,Zeng|727
Macosko|Inh_Lhx6_Vipr2,neuron,Isocortex,Nuclei,TRUE,Zeng|614
Macosko|Ex_Plekhg1_Fign_Tnnt1_1,neuron,TH,Nuclei,TRUE,Zeng|5071
Macosko|Ex_Plekhg1_Fign_Tnnt1_2,neuron,TH,Nuclei,TRUE,Zeng|5075
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_2,neuron,TH,Nuclei,TRUE,Zeng|5065
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_3,neuron,TH,Nuclei,TRUE,Zeng|5051
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_4,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_5,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_6,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_C6,neuron,TH,Nuclei,TRUE,Zeng|5053
Macosko|Ex_Plekhg1_Nox4_Kcp_1,neuron,TH,Nuclei,TRUE,Zeng|5125
Macosko|Ex_Plekhg1_Nox4_Kcp_2,neuron,TH,Nuclei,TRUE,Zeng|5127
Macosko|Ex_Plekhg1_Nox4_Kcp_3,neuron,TH,Nuclei,TRUE,Zeng|5122
Macosko|Ex_Plekhg1_Nox4_Lypd6b,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Nox4_Ros1,neuron,TH,Nuclei,TRUE,Zeng|5124
Macosko|Ex_Tcf7l2_Lhx2_Ros1_1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Lhx2_Ros1_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Lhx2_Calca,neuron,,Nuclei,TRUE,Zeng|5147
Macosko|Ex_Plekhg1_Nox4_Bnc2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Nox4_Ltbp1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Nox4_Slc17a8,neuron,TH,Nuclei,TRUE,Zeng|5116
Macosko|Ex_Plekhg1_Nox4_Anxa13_1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Nox4_Anxa13_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_Tnc_1,neuron,HPF,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Fign_Tnc_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Tspear_Abhd12b,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Tspear_C6_1,neuron,TH,Nuclei,TRUE,Zeng|5050
Macosko|Ex_Plekhg1_Tspear_C6_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Tspear_C6_3,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Tspear_C6_4,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Epha1_Slc17a8_1,neuron,TH,Nuclei,TRUE,Zeng|5049
Macosko|Ex_Plekhg1_Epha1_Slc17a8_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Epha1_Slc17a8_3,neuron,TH,Nuclei,TRUE,Zeng|5099
Macosko|Ex_Plekhg1_Epha1_Cd44_1,neuron,TH,Nuclei,TRUE,Zeng|5036
Macosko|Ex_Plekhg1_Epha1_Cd44_2,neuron,TH,Nuclei,TRUE,Zeng|5038
Macosko|Ex_Plekhg1_Epha1_Smoc2_1,neuron,TH,Nuclei,TRUE,Zeng|5101
Macosko|Ex_Plekhg1_Epha1_Smoc2_2,neuron,TH,Nuclei,TRUE,Zeng|5100
Macosko|Ex_Plekhg1_Pth2r_Rxfp1_1,neuron,TH,Nuclei,TRUE,Zeng|5045
Macosko|Ex_Plekhg1_Pth2r_Rxfp1_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Pth2r_Dio2_1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Pth2r_Frem3_1,neuron,TH,Nuclei,TRUE,Zeng|5032
Macosko|Ex_Plekhg1_Pth2r_Frem3_2,neuron,TH,Nuclei,TRUE,Zeng|5057
Macosko|Ex_Plekhg1_Pth2r_Frem3_3,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Pth2r_Frem3_4,neuron,TH,Nuclei,TRUE,Zeng|5030
Macosko|Ex_Plekhg1_Pth2r_Slc17a8,neuron,TH,Nuclei,TRUE,Zeng|5089
Macosko|Ex_Tcf7l2_Fbln1_St14,neuron,TH,Nuclei,TRUE,Zeng|5098
Macosko|Ex_Tcf7l2_Fbln1_Mtnr1a,neuron,TH,Nuclei,TRUE,Zeng|5090
Macosko|Ex_Tcf7l2_Fbln1_Tead4_1,neuron,TH,Nuclei,TRUE,Zeng|5079
Macosko|Ex_Tcf7l2_Fbln1_Tead4_2,neuron,TH,Nuclei,TRUE,Zeng|5084
Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_1,neuron,TH,Nuclei,TRUE,Zeng|5082
Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_2,neuron,TH,Nuclei,TRUE,Zeng|5081
Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_3,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_4,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Adamtsl3_Slc38a11_1,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tcf7l2_Adamtsl3_Slc38a11_2,neuron,TH,Nuclei,TRUE,Zeng|5094
Macosko|Ex_Tcf7l2_Fbln1_Nid2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Adamtsl3_Slc17a8_1,neuron,TH,Nuclei,TRUE,Zeng|5044
Macosko|Ex_Plekhg1_Adamtsl3_Slc17a8_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Col27a1_Egflam_1,neuron,TH,Nuclei,TRUE,Zeng|5043
Macosko|Ex_Plekhg1_Col27a1_Egflam_2,neuron,TH,Nuclei,TRUE,Zeng|5037
Macosko|Ex_Plekhg1_Col27a1_Egflam_3,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Plekhg1_Col27a1_Calca,neuron,TH,Nuclei,TRUE,Zeng|5104
Macosko|Ex_Plekhg1_Col27a1_Npsr1_1,neuron,TH,Nuclei,TRUE,Zeng|5022
Macosko|Ex_Plekhg1_Col27a1_Npsr1_2,neuron,TH,Nuclei,FALSE,NA
