cluster,class,region,study,is_reciprocal,recip_cluster
Zeng|1446,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1456,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1462,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|873,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|874,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_3
Zeng|875,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1602,CNU-HYa GABA,LSX,Cells,FALSE,NA
Zeng|1611,CNU-HYa GABA,PAL,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_2
Zeng|1589,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1591,CNU-HYa GABA,PAL,Cells,TRUE,Macosko|Inh_Lhx8_Arhgef38_8
Zeng|1600,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1596,CNU-HYa GABA,LSX,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_4
Zeng|1409,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1415,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1416,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1417,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1419,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_5
Zeng|1420,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_6
Zeng|1421,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Otx2_Prdm16_7
Zeng|1418,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1413,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1423,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1424,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1410,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1412,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1422,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1455,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Dlx1_Dock5_2
Zeng|1533,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Dlx1_Dock5_1
Zeng|1520,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Dlx1_Dnah5_2
Zeng|1454,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1526,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1527,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1528,CNU-HYa GABA,HY,Cells,TRUE,Macosko|Inh_Six3_Aldh3b2_2
Zeng|1529,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1536,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1519,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1525,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1530,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1532,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1514,CNU-HYa GABA,LSX,Cells,FALSE,NA
Zeng|1515,CNU-HYa GABA,PAL,Cells,TRUE,Macosko|Inh_Six3_Fap
Zeng|1516,CNU-HYa GABA,LSX,Cells,FALSE,NA
Zeng|1518,CNU-HYa GABA,LSX,Cells,TRUE,Macosko|Inh_Six3_Dpp4_Pgm5
Zeng|1594,CNU-HYa GABA,LSX,Cells,FALSE,NA
Zeng|1517,CNU-HYa GABA,LSX,Cells,FALSE,NA
Zeng|1535,CNU-HYa GABA,OLF,Cells,FALSE,NA
Zeng|1097,CNU-HYa GABA,sAMY,Cells,FALSE,NA
Zeng|1098,CNU-HYa GABA,sAMY,Cells,FALSE,NA
Zeng|1538,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1531,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1521,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1522,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1539,CNU-HYa GABA,PAL,Cells,FALSE,NA
Zeng|1434,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1435,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1436,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1442,CNU-HYa GABA,HY,Cells,FALSE,NA
Zeng|1483,HY GABA,HY,Cells,FALSE,NA
Zeng|1484,HY GABA,HY,Cells,FALSE,NA
Zeng|1485,HY GABA,HY,Cells,FALSE,NA
Zeng|1642,HY GABA,HY,Cells,FALSE,NA
Zeng|5361,HY GABA,HY,Cells,FALSE,NA
Zeng|2011,HY GABA,HY,Cells,FALSE,NA
Zeng|2004,HY GABA,HY,Cells,FALSE,NA
Zeng|2006,HY GABA,HY,Cells,FALSE,NA
Zeng|5360,HY GABA,HY,Cells,TRUE,Macosko|Inh_Tbx3_Atf7ip2
Zeng|2008,HY GABA,HY,Cells,FALSE,NA
Zeng|2010,HY GABA,HY,Cells,FALSE,NA
Zeng|1698,HY GABA,TH,Cells,TRUE,Macosko|Inh_Pax6_Pdgfd_5
Zeng|1780,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Rxfp2_1
Zeng|1781,HY GABA,TH,Cells,FALSE,NA
Zeng|1785,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Piezo2
Zeng|1802,HY GABA,TH,Cells,FALSE,NA
Zeng|1782,HY GABA,TH,Cells,FALSE,NA
Zeng|1784,HY GABA,TH,Cells,FALSE,NA
Zeng|1786,HY GABA,TH,Cells,FALSE,NA
Zeng|1787,HY GABA,TH,Cells,FALSE,NA
Zeng|1788,HY GABA,TH,Cells,FALSE,NA
Zeng|1789,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Angpt1
Zeng|1790,HY GABA,TH,Cells,FALSE,NA
Zeng|1796,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Npy_2
Zeng|1797,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Npy_1
Zeng|1799,HY GABA,TH,Cells,FALSE,NA
Zeng|1724,HY GABA,HY,Cells,TRUE,Macosko|Inh_Ecel1_Cd36_1
Zeng|1730,HY GABA,HY,Cells,FALSE,NA
Zeng|1798,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Itga6
Zeng|1800,HY GABA,TH,Cells,FALSE,NA
Zeng|1801,HY GABA,HY,Cells,FALSE,NA
Zeng|1791,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Cplx3_1
Zeng|1792,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Pdzrn4
Zeng|1793,HY GABA,TH,Cells,FALSE,NA
Zeng|1794,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Efemp1_1
Zeng|1795,HY GABA,TH,Cells,TRUE,Macosko|Inh_Six3_Pvalb_Npy_3
Zeng|1426,HY GABA,HY,Cells,FALSE,NA
Zeng|1428,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_7
Zeng|1430,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_4
Zeng|1432,HY GABA,HY,Cells,FALSE,NA
Zeng|1433,HY GABA,HY,Cells,FALSE,NA
Zeng|1465,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_9
Zeng|1425,HY GABA,HY,Cells,FALSE,NA
Zeng|1427,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_6
Zeng|1429,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_5
Zeng|1431,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_3
Zeng|1464,HY GABA,HY,Cells,FALSE,NA
Zeng|1466,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_11
Zeng|1467,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Vipr2_10
Zeng|1469,HY GABA,HY,Cells,FALSE,NA
Zeng|2102,HY GABA,HY,Cells,FALSE,NA
Zeng|2103,HY GABA,HY,Cells,FALSE,NA
Zeng|2107,HY GABA,HY,Cells,FALSE,NA
Zeng|2104,HY GABA,HY,Cells,FALSE,NA
Zeng|2105,HY GABA,HY,Cells,FALSE,NA
Zeng|2106,HY GABA,HY,Cells,FALSE,NA
Zeng|1039,HY GABA,HY,Cells,FALSE,NA
Zeng|1728,HY GABA,HY,Cells,FALSE,NA
Zeng|1735,HY GABA,HY,Cells,FALSE,NA
Zeng|1736,HY GABA,HY,Cells,FALSE,NA
Zeng|1737,HY GABA,HY,Cells,FALSE,NA
Zeng|1738,HY GABA,HY,Cells,FALSE,NA
Zeng|1739,HY GABA,HY,Cells,FALSE,NA
Zeng|1746,HY GABA,HY,Cells,FALSE,NA
Zeng|1156,HY GABA,HY,Cells,FALSE,NA
Zeng|1439,HY GABA,HY,Cells,FALSE,NA
Zeng|1440,HY GABA,HY,Cells,FALSE,NA
Zeng|1441,HY GABA,HY,Cells,FALSE,NA
Zeng|2040,HY GABA,HY,Cells,FALSE,NA
Zeng|1732,HY GABA,HY,Cells,FALSE,NA
Zeng|1733,HY GABA,HY,Cells,FALSE,NA
Zeng|1734,HY GABA,HY,Cells,FALSE,NA
Zeng|1740,HY GABA,HY,Cells,FALSE,NA
Zeng|1437,HY GABA,HY,Cells,FALSE,NA
Zeng|1438,HY GABA,HY,Cells,FALSE,NA
Zeng|1443,HY GABA,HY,Cells,FALSE,NA
Zeng|1444,HY GABA,HY,Cells,FALSE,NA
Zeng|1447,HY GABA,HY,Cells,FALSE,NA
Zeng|1487,HY GABA,HY,Cells,FALSE,NA
Zeng|1488,HY GABA,HY,Cells,FALSE,NA
Zeng|1500,HY GABA,HY,Cells,FALSE,NA
Zeng|1504,HY GABA,HY,Cells,FALSE,NA
Zeng|1494,HY GABA,HY,Cells,FALSE,NA
Zeng|1495,HY GABA,HY,Cells,FALSE,NA
Zeng|1503,HY GABA,HY,Cells,FALSE,NA
Zeng|1620,HY GABA,HY,Cells,FALSE,NA
Zeng|1621,HY GABA,HY,Cells,FALSE,NA
Zeng|1622,HY GABA,HY,Cells,FALSE,NA
Zeng|1493,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six3_Tpbg
Zeng|1509,HY GABA,HY,Cells,FALSE,NA
Zeng|1497,HY GABA,HY,Cells,FALSE,NA
Zeng|1498,HY GABA,HY,Cells,FALSE,NA
Zeng|1499,HY GABA,HY,Cells,FALSE,NA
Zeng|1505,HY GABA,HY,Cells,FALSE,NA
Zeng|1623,HY GABA,HY,Cells,FALSE,NA
Zeng|1631,HY GABA,HY,Cells,FALSE,NA
Zeng|1633,HY GABA,HY,Cells,FALSE,NA
Zeng|1634,HY GABA,HY,Cells,FALSE,NA
Zeng|1635,HY GABA,HY,Cells,FALSE,NA
Zeng|1461,HY GABA,HY,Cells,FALSE,NA
Zeng|1463,HY GABA,HY,Cells,FALSE,NA
Zeng|1626,HY GABA,HY,Cells,FALSE,NA
Zeng|1627,HY GABA,HY,Cells,FALSE,NA
Zeng|1491,HY GABA,HY,Cells,FALSE,NA
Zeng|1492,HY GABA,HY,Cells,FALSE,NA
Zeng|1502,HY GABA,HY,Cells,FALSE,NA
Zeng|1511,HY GABA,HY,Cells,FALSE,NA
Zeng|1496,HY GABA,HY,Cells,FALSE,NA
Zeng|1501,HY GABA,HY,Cells,FALSE,NA
Zeng|1489,HY GABA,HY,Cells,FALSE,NA
Zeng|1490,HY GABA,HY,Cells,FALSE,NA
Zeng|1507,HY GABA,HY,Cells,FALSE,NA
Zeng|1508,HY GABA,HY,Cells,FALSE,NA
Zeng|1512,HY GABA,HY,Cells,FALSE,NA
Zeng|1472,HY GABA,HY,Cells,FALSE,NA
Zeng|1473,HY GABA,HY,Cells,FALSE,NA
Zeng|1474,HY GABA,HY,Cells,FALSE,NA
Zeng|1481,HY GABA,HY,Cells,FALSE,NA
Zeng|1482,HY GABA,HY,Cells,FALSE,NA
Zeng|1480,HY GABA,HY,Cells,FALSE,NA
Zeng|1486,HY GABA,HY,Cells,FALSE,NA
Zeng|1654,HY GABA,HY,Cells,FALSE,NA
Zeng|1477,HY GABA,HY,Cells,FALSE,NA
Zeng|1479,HY GABA,HY,Cells,FALSE,NA
Zeng|1506,HY GABA,HY,Cells,FALSE,NA
Zeng|1478,HY GABA,HY,Cells,FALSE,NA
Zeng|1471,HY GABA,HY,Cells,FALSE,NA
Zeng|1475,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six3_Six6_2
Zeng|1476,HY GABA,HY,Cells,FALSE,NA
Zeng|1632,HY GABA,HY,Cells,FALSE,NA
Zeng|1513,HY GABA,HY,Cells,FALSE,NA
Zeng|1624,HY GABA,HY,Cells,FALSE,NA
Zeng|1625,HY GABA,HY,Cells,FALSE,NA
Zeng|1636,HY GABA,HY,Cells,FALSE,NA
Zeng|1628,HY GABA,HY,Cells,FALSE,NA
Zeng|1637,HY GABA,HY,Cells,FALSE,NA
Zeng|1638,HY GABA,HY,Cells,FALSE,NA
Zeng|1639,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six3_Six6_1
Zeng|1640,HY GABA,HY,Cells,FALSE,NA
Zeng|1641,HY GABA,HY,Cells,FALSE,NA
Zeng|1643,HY GABA,HY,Cells,FALSE,NA
Zeng|1629,HY GABA,HY,Cells,FALSE,NA
Zeng|1630,HY GABA,HY,Cells,FALSE,NA
Zeng|1619,HY GABA,HY,Cells,FALSE,NA
Zeng|1645,HY GABA,HY,Cells,FALSE,NA
Zeng|1647,HY GABA,HY,Cells,FALSE,NA
Zeng|1648,HY GABA,HY,Cells,FALSE,NA
Zeng|1650,HY GABA,HY,Cells,FALSE,NA
Zeng|1658,HY GABA,HY,Cells,FALSE,NA
Zeng|1662,HY GABA,HY,Cells,FALSE,NA
Zeng|1663,HY GABA,HY,Cells,FALSE,NA
Zeng|1665,HY GABA,HY,Cells,FALSE,NA
Zeng|1668,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Vsir_2
Zeng|1670,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Dlk1_5
Zeng|1671,HY GABA,HY,Cells,FALSE,NA
Zeng|1775,HY GABA,PAL,Cells,TRUE,Macosko|Inh_Otx2_Lmcd1
Zeng|1686,HY GABA,HY,Cells,FALSE,NA
Zeng|1697,HY GABA,HY,Cells,FALSE,NA
Zeng|1699,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Erfl_2
Zeng|1713,HY GABA,HY,Cells,FALSE,NA
Zeng|1711,HY GABA,HY,Cells,FALSE,NA
Zeng|1649,HY GABA,HY,Cells,FALSE,NA
Zeng|1659,HY GABA,PAL,Cells,FALSE,NA
Zeng|1687,HY GABA,HY,Cells,FALSE,NA
Zeng|1696,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Dlk1_2
Zeng|1721,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Dlk1_3
Zeng|1756,HY GABA,TH,Cells,FALSE,NA
Zeng|1758,HY GABA,HY,Cells,FALSE,NA
Zeng|1759,HY GABA,HY,Cells,TRUE,Macosko|Inh_Dlx1_Six3
Zeng|1770,HY GABA,HY,Cells,FALSE,NA
Zeng|1689,HY GABA,HY,Cells,FALSE,NA
Zeng|1695,HY GABA,HY,Cells,FALSE,NA
Zeng|1700,HY GABA,HY,Cells,FALSE,NA
Zeng|1701,HY GABA,HY,Cells,FALSE,NA
Zeng|1702,HY GABA,HY,Cells,FALSE,NA
Zeng|1703,HY GABA,HY,Cells,FALSE,NA
Zeng|1709,HY GABA,HY,Cells,FALSE,NA
Zeng|1714,HY GABA,HY,Cells,FALSE,NA
Zeng|1717,HY GABA,HY,Cells,FALSE,NA
Zeng|1718,HY GABA,HY,Cells,FALSE,NA
Zeng|1707,HY GABA,HY,Cells,FALSE,NA
Zeng|1712,HY GABA,HY,Cells,FALSE,NA
Zeng|1803,HY GABA,HY,Cells,FALSE,NA
Zeng|1694,HY GABA,HY,Cells,FALSE,NA
Zeng|1704,HY GABA,HY,Cells,FALSE,NA
Zeng|1705,HY GABA,HY,Cells,FALSE,NA
Zeng|1706,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Erfl_3
Zeng|1719,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Erfl_1
Zeng|1720,HY GABA,HY,Cells,FALSE,NA
Zeng|1688,HY GABA,TH,Cells,FALSE,NA
Zeng|1690,HY GABA,TH,Cells,TRUE,Macosko|Inh_Pax6_Pou6f2_Pdgfd_1
Zeng|1691,HY GABA,TH,Cells,TRUE,Macosko|Inh_Pax6_Pou6f2_Pdgfd_5
Zeng|1692,HY GABA,HY,Cells,FALSE,NA
Zeng|1693,HY GABA,HY,Cells,TRUE,Macosko|Inh_Pax7_Ngfr_Stc1
Zeng|1710,HY GABA,HY,Cells,FALSE,NA
Zeng|1715,HY GABA,TH,Cells,FALSE,NA
Zeng|1716,HY GABA,HY,Cells,FALSE,NA
Zeng|1725,HY GABA,HY,Cells,FALSE,NA
Zeng|1727,HY GABA,HY,Cells,FALSE,NA
Zeng|1729,HY GABA,HY,Cells,FALSE,NA
Zeng|1741,HY GABA,HY,Cells,FALSE,NA
Zeng|1742,HY GABA,HY,Cells,TRUE,Macosko|Inh_Pax6_Nkx2-2_1
Zeng|1743,HY GABA,HY,Cells,FALSE,NA
Zeng|1747,HY GABA,TH,Cells,FALSE,NA
Zeng|1748,HY GABA,HY,Cells,FALSE,NA
Zeng|1750,HY GABA,HY,Cells,FALSE,NA
Zeng|1723,HY GABA,HY,Cells,TRUE,Macosko|Inh_Pax6_Pdgfd_3
Zeng|1726,HY GABA,TH,Cells,TRUE,Macosko|Inh_Pax6_Pdgfd_2
Zeng|1745,HY GABA,TH,Cells,TRUE,Macosko|Inh_Pax6_Pdgfd_1
Zeng|1753,HY GABA,HY,Cells,FALSE,NA
Zeng|1644,HY GABA,HY,Cells,FALSE,NA
Zeng|1651,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Grp
Zeng|1660,HY GABA,HY,Cells,FALSE,NA
Zeng|1762,HY GABA,TH,Cells,FALSE,NA
Zeng|1754,HY GABA,TH,Cells,FALSE,NA
Zeng|1760,HY GABA,TH,Cells,FALSE,NA
Zeng|1776,HY GABA,HY,Cells,FALSE,NA
Zeng|1777,HY GABA,HY,Cells,FALSE,NA
Zeng|2044,HY GABA,HY,Cells,FALSE,NA
Zeng|2045,HY GABA,HY,Cells,FALSE,NA
Zeng|2046,HY GABA,HY,Cells,FALSE,NA
Zeng|2049,HY GABA,HY,Cells,FALSE,NA
Zeng|2054,HY GABA,HY,Cells,FALSE,NA
Zeng|2042,HY GABA,HY,Cells,FALSE,NA
Zeng|2055,HY GABA,HY,Cells,FALSE,NA
Zeng|2058,HY GABA,HY,Cells,FALSE,NA
Zeng|2056,HY GABA,HY,Cells,FALSE,NA
Zeng|2057,HY GABA,HY,Cells,FALSE,NA
Zeng|2059,HY GABA,HY,Cells,FALSE,NA
Zeng|2060,HY GABA,HY,Cells,FALSE,NA
Zeng|2061,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Nkx2-4_3
Zeng|2062,HY GABA,HY,Cells,FALSE,NA
Zeng|2070,HY GABA,HY,Cells,FALSE,NA
Zeng|2063,HY GABA,HY,Cells,FALSE,NA
Zeng|2064,HY GABA,HY,Cells,FALSE,NA
Zeng|2065,HY GABA,HY,Cells,FALSE,NA
Zeng|2066,HY GABA,HY,Cells,FALSE,NA
Zeng|2069,HY GABA,HY,Cells,FALSE,NA
Zeng|1666,HY GABA,HY,Cells,FALSE,NA
Zeng|2067,HY GABA,HY,Cells,FALSE,NA
Zeng|2068,HY GABA,HY,Cells,FALSE,NA
Zeng|2052,HY GABA,HY,Cells,TRUE,Macosko|CholInh_Ecel1_Ghrh_2
Zeng|2039,HY GABA,HY,Cells,FALSE,NA
Zeng|2047,HY GABA,HY,Cells,FALSE,NA
Zeng|2048,HY GABA,HY,Cells,FALSE,NA
Zeng|1652,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Efhb_2
Zeng|1655,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx6_Trh_1
Zeng|1656,HY GABA,HY,Cells,FALSE,NA
Zeng|1661,HY GABA,HY,Cells,FALSE,NA
Zeng|1664,HY GABA,HY,Cells,FALSE,NA
Zeng|1667,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx1_Nkx2-4_1
Zeng|1669,HY GABA,HY,Cells,FALSE,NA
Zeng|1672,HY GABA,HY,Cells,FALSE,NA
Zeng|1675,HY GABA,HY,Cells,FALSE,NA
Zeng|1679,HY GABA,HY,Cells,FALSE,NA
Zeng|1681,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Gal
Zeng|1682,HY GABA,HY,Cells,FALSE,NA
Zeng|1683,HY GABA,HY,Cells,FALSE,NA
Zeng|1677,HY GABA,HY,Cells,FALSE,NA
Zeng|1678,HY GABA,HY,Cells,FALSE,NA
Zeng|1680,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Moxd1
Zeng|1646,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Gm16223_1
Zeng|1653,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Ppp1r17
Zeng|1657,HY GABA,HY,Cells,TRUE,Macosko|Inh_Nkx2-2_Gm16223_2
Zeng|1673,HY GABA,HY,Cells,FALSE,NA
Zeng|1674,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx6_Nkx2-4_3
Zeng|1676,HY GABA,HY,Cells,FALSE,NA
Zeng|1684,HY GABA,HY,Cells,TRUE,Macosko|Inh_Lhx6_Nkx2-4_4
Zeng|1983,HY GABA,HY,Cells,FALSE,NA
Zeng|1984,HY GABA,HY,Cells,TRUE,Macosko|Inh_Tbx3_Serpina3n_2
Zeng|1985,HY GABA,HY,Cells,FALSE,NA
Zeng|1986,HY GABA,HY,Cells,FALSE,NA
Zeng|1987,HY GABA,HY,Cells,FALSE,NA
Zeng|1988,HY GABA,HY,Cells,FALSE,NA
Zeng|1975,HY GABA,HY,Cells,FALSE,NA
Zeng|1989,HY GABA,HY,Cells,FALSE,NA
Zeng|1993,HY GABA,HY,Cells,FALSE,NA
Zeng|1996,HY GABA,HY,Cells,FALSE,NA
Zeng|1997,HY GABA,HY,Cells,FALSE,NA
Zeng|1998,HY GABA,HY,Cells,FALSE,NA
Zeng|1999,HY GABA,HY,Cells,FALSE,NA
Zeng|1994,HY GABA,HY,Cells,FALSE,NA
Zeng|1995,HY GABA,HY,Cells,FALSE,NA
Zeng|2053,HY GABA,HY,Cells,FALSE,NA
Zeng|1990,HY GABA,HY,Cells,FALSE,NA
Zeng|1964,HY GABA,HY,Cells,FALSE,NA
Zeng|1991,HY GABA,HY,Cells,FALSE,NA
Zeng|1992,HY GABA,HY,Cells,FALSE,NA
Zeng|2001,HY GABA,HY,Cells,FALSE,NA
Zeng|1965,HY GABA,HY,Cells,FALSE,NA
Zeng|1966,HY GABA,HY,Cells,TRUE,Macosko|Inh_Six6_Th
Zeng|2000,HY GABA,HY,Cells,TRUE,Macosko|Inh_Tbx3_Scn11a
Zeng|2023,HY GABA,HY,Cells,FALSE,NA
Zeng|2024,HY GABA,HY,Cells,TRUE,Macosko|Inh_Tbx3_Bsx
Zeng|2025,HY GABA,HY,Cells,FALSE,NA
Zeng|2022,HY GABA,HY,Cells,FALSE,NA
Zeng|2027,HY GABA,HY,Cells,FALSE,NA
Zeng|2029,HY GABA,HY,Cells,TRUE,Macosko|Inh_Meox2_Sox14
Zeng|2028,HY GABA,HY,Cells,TRUE,Macosko|Inh_Sox14_Scgn
Zeng|2032,HY GABA,HY,Cells,TRUE,Macosko|Inh_Sox14_Skor1
Zeng|2026,HY GABA,HY,Cells,TRUE,Macosko|Inh_Meox2_Chodl
Zeng|1846,HY GABA,HY,Cells,FALSE,NA
Zeng|1863,HY GABA,HY,Cells,FALSE,NA
Zeng|1864,HY GABA,HY,Cells,FALSE,NA
Zeng|1865,HY GABA,HY,Cells,FALSE,NA
Zeng|1866,HY GABA,HY,Cells,FALSE,NA
Zeng|1867,HY GABA,HY,Cells,FALSE,NA
Zeng|1869,HY GABA,HY,Cells,FALSE,NA
Zeng|1870,HY GABA,HY,Cells,FALSE,NA
Zeng|1871,HY GABA,HY,Cells,FALSE,NA
Zeng|1888,HY GABA,HY,Cells,FALSE,NA
Zeng|1891,HY GABA,HY,Cells,FALSE,NA
Zeng|1876,HY GABA,HY,Cells,FALSE,NA
Zeng|1448,HY GABA,HY,Cells,FALSE,NA
Zeng|1860,HY GABA,HY,Cells,FALSE,NA
Zeng|1874,HY GABA,HY,Cells,FALSE,NA
Zeng|1411,HY GABA,HY,Cells,FALSE,NA
Zeng|1414,HY GABA,HY,Cells,FALSE,NA
Zeng|1850,HY GABA,HY,Cells,FALSE,NA
Zeng|1851,HY GABA,HY,Cells,FALSE,NA
Zeng|1852,HY GABA,HY,Cells,FALSE,NA
Zeng|1853,HY GABA,HY,Cells,FALSE,NA
Zeng|1854,HY GABA,HY,Cells,FALSE,NA
Zeng|1855,HY GABA,HY,Cells,FALSE,NA
Zeng|1856,HY GABA,HY,Cells,FALSE,NA
Zeng|1857,HY GABA,HY,Cells,FALSE,NA
Zeng|1858,HY GABA,HY,Cells,FALSE,NA
Zeng|1872,HY GABA,HY,Cells,FALSE,NA
Zeng|1875,HY GABA,HY,Cells,FALSE,NA
Zeng|1859,HY GABA,HY,Cells,FALSE,NA
Zeng|1873,HY GABA,HY,Cells,FALSE,NA
Zeng|1877,HY GABA,HY,Cells,FALSE,NA
Zeng|1878,HY GABA,HY,Cells,FALSE,NA
Zeng|1847,HY GABA,HY,Cells,FALSE,NA
Zeng|1849,HY GABA,HY,Cells,FALSE,NA
Zeng|1844,HY GABA,HY,Cells,FALSE,NA
Zeng|1845,HY GABA,HY,Cells,FALSE,NA
Zeng|1882,HY GABA,HY,Cells,FALSE,NA
Zeng|1883,HY GABA,HY,Cells,FALSE,NA
Zeng|1884,HY GABA,HY,Cells,FALSE,NA
Zeng|2101,HY GABA,HY,Cells,FALSE,NA
Zeng|1862,HY GABA,HY,Cells,FALSE,NA
Zeng|1868,HY GABA,HY,Cells,FALSE,NA
Zeng|1879,HY GABA,HY,Cells,FALSE,NA
Zeng|1861,HY GABA,HY,Cells,FALSE,NA
Zeng|1880,HY GABA,HY,Cells,FALSE,NA
Zeng|1881,HY GABA,HY,Cells,FALSE,NA
Zeng|1890,HY GABA,HY,Cells,FALSE,NA
Zeng|2012,HY GABA,HY,Cells,FALSE,NA
Zeng|2013,HY GABA,HY,Cells,FALSE,NA
Zeng|2014,HY GABA,HY,Cells,FALSE,NA
Zeng|2015,HY GABA,HY,Cells,FALSE,NA
Zeng|2017,HY GABA,HY,Cells,FALSE,NA
Zeng|2018,HY GABA,HY,Cells,FALSE,NA
Zeng|2020,HY GABA,HY,Cells,FALSE,NA
Zeng|2031,HY GABA,HY,Cells,FALSE,NA
Zeng|2034,HY GABA,HY,Cells,FALSE,NA
Zeng|2035,HY GABA,HY,Cells,FALSE,NA
Zeng|2016,HY GABA,HY,Cells,FALSE,NA
Zeng|1904,HY GABA,HY,Cells,FALSE,NA
Zeng|1887,HY GABA,HY,Cells,FALSE,NA
Zeng|1892,HY GABA,HY,Cells,FALSE,NA
Zeng|1894,HY GABA,HY,Cells,FALSE,NA
Zeng|1901,HY GABA,HY,Cells,FALSE,NA
